"","HHID","PN","MB014","MC150","MC270M1","MC018","MZ216","MQ015","MQ020","MQ025","MQ030","MQ035","MQ066","MQ107","MQ115","MQ121"
"11436","203404","020",NA,5,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437","203406","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438","203413","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11439","203414","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11440","203416","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11441","203416","020",NA,1,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11442","203422","010",NA,5,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,500
"11443","203433","020",NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11444","203438","010",NA,1,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11445","203444","020",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11446","203449","010",NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11447","203449","020",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11448","203451","010",NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11449","203457","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11450","203459","020",NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11451","203465","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11452","203469","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11453","203476","010",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454","203481","020",NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11455","203494","020",NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11456","203503","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457","203509","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11458","203519","010",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11459","203520","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11460","203527","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11461","203527","011",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11462","203528","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11463","203530","020",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,661
"11464","203534","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11465","203536","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11466","203558","010",NA,NA,96,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11467","203568","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11468","203605","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11469","203616","010",NA,5,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,191
"11470","203622","020",NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11471","203627","010",NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,850
"11472","203632","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11473","203637","010",NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11474","203638","010",NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,32,NA,226
"11475","203644","020",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11476","203656","010",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11477","203668","010",NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11478","203669","010",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,21,NA,21
"11479","203677","020",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11480","203684","010",NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11481","203692","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11482","203695","020",NA,5,3,5,3,NA,NA,NA,NA,NA,NA,140,NA,NA
"11483","203699","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11484","203700","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,9998,NA,NA
"11485","203722","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11486","203723","010",NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11487","203728","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11488","203731","020",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11489","203740","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11490","203740","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11491","203740","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11492","203740","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11493","203752","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11494","203771","020",NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11495","203773","020",NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,93,NA,NA
"11496","203781","020",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11497","203788","021",NA,5,NA,5,12,NA,12000,NA,NA,NA,NA,NA,NA,NA
"11498","203795","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11499","203811","020",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11500","203819","020",NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,674,NA,NA
"11501","203832","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11502","203857","020",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11503","203858","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11504","203863","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11505","203864","020",NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11506","203865","010",NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11507","203872","020",NA,5,NA,4,16,NA,NA,NA,NA,NA,NA,NA,NA,4100
"11508","203877","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11509","203879","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11510","203879","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11511","203881","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11512","203894","010",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11513","203898","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11514","203900","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,0
"11515","203908","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11516","203921","010",NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,230,NA,178
"11517","203922","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11518","203929","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,9999
"11519","203945","010",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11520","203946","010",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11521","203952","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11522","203965","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11523","203967","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,1480
"11524","203978","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11525","203990","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,120
"11526","203990","020",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,120
"11527","203991","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,9998,NA,NA
"11528","204001","010",NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11529","204003","010",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,1049
"11530","204009","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11531","204019","020",NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,1000
"11532","204021","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11533","204021","011",NA,5,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11534","204027","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11535","204029","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11536","204050","020",NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11537","204054","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11538","204060","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11539","204073","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11540","204086","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541","204087","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542","204089","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11543","204107","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11544","204111","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11545","204117","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11546","204132","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11547","204135","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11548","204139","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11549","204143","010",NA,1,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11550","204146","010",NA,NA,5,5,6,NA,NA,NA,NA,NA,NA,573,NA,NA
"11551","204148","020",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11552","204156","010",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11553","204170","010",NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11554","204187","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11555","204199","010",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11556","204199","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11557","204201","020",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558","204205","010",NA,5,NA,1,4,NA,NA,NA,NA,NA,NA,2,NA,NA
"11559","204207","020",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,1154
"11560","204209","010",NA,5,1,5,17,NA,NA,NA,NA,NA,NA,NA,NA,123
"11561","204209","020",NA,5,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,123
"11562","204223","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563","204235","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564","204258","020",NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11565","204261","010",NA,1,99,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11566","204261","020",NA,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11567","204263","010",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11568","204265","010",NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11569","204266","010",NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11570","204267","010",NA,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11571","204292","010",NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,674,NA,NA
"11572","204303","010",NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11573","204308","010",NA,5,NA,5,1,NA,NA,NA,NA,NA,NA,300,NA,NA
"11574","204311","010",NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,200,NA,NA
"11575","204314","020",NA,5,NA,5,0,NA,NA,NA,NA,NA,NA,600,NA,NA
"11576","204320","010",NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11577","204321","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11578","204326","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1500
"11579","204330","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11580","204332","010",NA,5,NA,5,0,NA,NA,NA,NA,NA,NA,105,NA,569
"11581","204334","020",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11582","204338","020",NA,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11583","204342","020",NA,5,96,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11584","204342","021",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11585","204347","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11586","204347","020",NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11587","204356","010",NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11588","204359","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11589","204379","010",NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,23,NA,NA
"11590","204380","010",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11591","204387","020",NA,5,NA,1,12,NA,7000,NA,NA,NA,NA,NA,NA,NA
"11592","204387","021",NA,5,NA,5,12,NA,7000,NA,NA,NA,NA,NA,NA,NA
"11593","204393","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11594","204393","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11595","204395","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11596","204398","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,3000
"11597","204402","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11598","204406","010",NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11599","204407","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11600","204410","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11601","204413","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11602","204415","020",NA,5,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11603","204445","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11604","204445","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11605","204447","020",NA,5,NA,1,17,3000,120000,NA,NA,NA,NA,NA,NA,NA
"11606","204449","010",NA,5,NA,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11607","204453","020",NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11608","204466","010",NA,1,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,94
"11609","204481","010",NA,NA,98,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11610","204486","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11611","204509","010",NA,5,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11612","204509","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11613","204510","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11614","204512","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11615","204517","010",NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11616","204517","011",NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11617","204519","010",NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11618","204533","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11619","204540","020",NA,5,96,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11620","204546","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11621","204589","020",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11622","204591","010",NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11623","204598","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11624","204606","010",NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11625","204614","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11626","204614","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11627","204616","010",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11628","204618","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11629","204618","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11630","204619","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11631","204621","010",NA,NA,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11632","204623","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11633","204623","020",NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11634","204626","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11635","204634","020",NA,1,96,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11636","204637","021",NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11637","204639","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11638","204639","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11639","204646","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11640","204649","020",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11641","204652","020",NA,5,NA,5,12,NA,800,NA,NA,NA,NA,NA,NA,NA
"11642","204656","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11643","204656","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11644","204658","010",NA,5,3,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11645","204658","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11646","204659","010",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11647","204697","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11648","204707","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11649","204713","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11650","204716","020",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11651","204717","010",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11652","204721","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11653","204722","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11654","204753","020",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11655","204755","010",NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11656","204755","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11657","204756","020",NA,5,NA,5,16,NA,20000,NA,NA,NA,NA,NA,NA,NA
"11658","204760","020",NA,NA,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11659","204763","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11660","204764","010",NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11661","204774","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11662","204793","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11663","204798","010",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11664","204804","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11665","204806","020",NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11666","204810","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11667","204810","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11668","204814","020",NA,5,NA,5,14,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"11669","204817","020",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11670","204819","010",NA,8,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11671","204823","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11672","204823","020",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11673","204825","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11674","204831","010",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11675","204833","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11676","204837","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11677","204839","010",NA,5,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11678","204841","010",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11679","204841","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11680","204843","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11681","204850","010",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,376
"11682","204852","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11683","204859","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11684","204863","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11685","204865","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11686","204867","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11687","204869","010",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11688","204872","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11689","204873","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11690","204875","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11691","204877","010",NA,NA,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,5800
"11692","204877","011",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,5800
"11693","204879","020",NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11694","204881","020",NA,1,NA,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11695","204890","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11696","204896","010",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11697","204908","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11698","204918","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11699","204920","010",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11700","204922","010",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,9999
"11701","204922","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,9999
"11702","204927","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11703","204928","010",NA,5,NA,1,17,70000,NA,NA,NA,NA,NA,NA,NA,NA
"11704","204928","020",NA,5,NA,5,17,70000,NA,NA,NA,NA,NA,NA,NA,NA
"11705","204934","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,960
"11706","204936","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11707","204936","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11708","204938","010",NA,5,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11709","204941","010",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11710","204945","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11711","204945","011",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11712","204948","020",NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11713","204950","010",NA,1,NA,5,16,3000,NA,NA,NA,NA,NA,NA,NA,NA
"11714","204952","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11715","204954","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11716","204954","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11717","204954","020",NA,1,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11718","204954","020",NA,1,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11719","204956","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11720","204959","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11721","204969","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11722","204969","020",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11723","204972","011",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11724","204980","020",NA,1,NA,5,9,NA,NA,NA,NA,NA,NA,674,25,NA
