"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OX003_R","OX007_R","OZ077_R","OX060_R","OX065_R","OZ066_R","OX004_R","OX067_R","OZ008_R","OZ009_R","OZ010_R","OZ011_R","OZ012_R","OZ013_R","OZ014_R","OZ015_R","OZ016_R","OZ076","OZ078","OZ080","OZ081","OZ087","OZ089","OZ090","OZ092","OZ093","OZ095","OZ096","OZ098","OZ099","OZ100","OZ101","OZ102","OZ103","OZ104","OZ105","OZ106","OZ107","OZ108","OZ110","OZ112","OZ113","OZ114","OZ117","OZ118","OZ119","OZ120","OZ122","OZ123","OZ124","OZ125","OZ126","OZ127","OZ134","OZ136","OZ137","OZ138","OZ151","OZ153","OZ154","OZ155","OZ156","OZ157","OZ158","OZ159","OZ160","OZ161","OZ162","OZ163","OZ164","OZ165","OZ166","OZ167","OZ168","OZ169","OZ170","OZ171","OZ172","OZ173","OZ174","OZ175","OZ176","OZ177","OZ178","OZ179","OZ180","OZ181","OZ182","OZ183","OZ184","OZ185","OZ186","OZ187","OZ188","OZ189","OZ190","OZ198","OZ199","OZ201","OZ204","OZ205","OZ206","OZ211","OZ212","OZ213","OZ216","OZ219","OZ230","OZ231","OZ232","OX090_R","OX501_R","OX502_R","OX503_R","OX504_R","OX505_R","OX506_R","OX507_R","OX508_R","OX509_R","OX510_R","OX511_R","OX512_R","OX513_R","OX514_R","OX515_R","OX516_R","OX517_R","OX518_R","OX519_R","OX520_R","OX521_R","OX522_R","OX523_R","OX524_R","OX525_R","OZ240","OZ241","OZ242","OZ244","OZ246","OZ254","OZ255","OZ256","OZ257","OZ258","OZ260","OZ261","OZ262","OZ264","OZ265","OZ266","OZ267","OZ269","OZ270","OZ274","OZ275","OZ276","OVDATE","OVERSION","year"
"1163","901266","020","0","0","010",5,1,5,2,2,2,2,1,1,4,1965,5,10,5,4,1,1,NA,5,5,1,5,1,5,1,NA,5,8,2010,1,NA,1,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,1,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2000,1,1,NA,NA,NA,13,5,5,5,1,1,1,2,2,1,2,1,1,1,2,2,1,1,3,2,1,2,1,3,2,2,73,63,1,2,2,5,5,1,NA,721,7,2,NA,NA,NA,5,5,5,NA,NA,NA,1,NA,3,5,NA,5,7,2,"14"
"1164","901438","010","0","0","020",1,1,5,1,2,2,1,1,1,2,1953,5,1,8,2,1,5,5,5,5,1,1,1,5,2,NA,5,11,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,5,5,1,5,5,5,5,5,2,40,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,1,2,16,5,1,5,5,1,1,1,1,1,1,1,1,2,2,2,1,3,1,3,3,2,3,1,2,2,4,82,6,2,2,5,5,1,NA,737,7,2,NA,NA,NA,5,5,5,5,5,NA,4,NA,2,5,NA,1,3,2,"14"
"1165","901438","020","0","0","010",5,5,1,2,1,1,2,1,1,12,1961,5,8,1,4,2,1,NA,5,5,1,5,1,NA,1,NA,5,11,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,1,5,1,5,5,5,5,5,1,70,47,5,0,0,180000,180000,20000,20000,0,0,0,0,0,0,0,0,0,0,100001,399999,100000,100000,25001,99999,0,0,0,0,8000,8000,0,0,10000,10000,12000,12000,0,0,2000,2000,0,0,5,NA,1,NA,NA,NA,NA,17,5,1,5,5,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,3,1,3,1,1,20,97,6,2,1,5,5,1,NA,651,7,2,NA,NA,NA,5,5,5,5,5,668000,5,NA,1,5,NA,1,3,2,"14"
"1166","901477","010","0","0","020",1,5,1,1,1,1,2,1,1,1,1956,5,5,3,2,1,1,NA,5,5,1,1,1,5,2,NA,5,6,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,NA,NA,NA,15,NA,NA,5,5,5,1,5,5,5,5,5,1,40,50,5,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,11000,0,0,0,0,0,0,0,0,5,NA,5,NA,NA,NA,NA,8,5,1,5,5,3,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,1,2,2,1,4,29,4,1,2,5,5,1,NA,528,1,2,NA,NA,1,5,5,5,5,5,211000,5,NA,5,5,NA,1,6,2,"14"
"1167","901477","020","0","0","010",5,1,5,2,2,2,1,1,1,9,1954,5,3,5,3,2,5,5,5,5,1,1,1,NA,2,NA,5,6,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,NA,NA,NA,15,NA,NA,5,5,5,1,5,5,5,5,5,1,50,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,3,5,12,5,5,5,5,3,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,35,69,4,1,2,5,5,1,NA,137,1,2,NA,NA,1,5,5,5,5,5,NA,6,NA,6,5,NA,1,6,2,"14"
"1168","901529","020","0","0","010",1,1,5,1,2,2,2,1,1,10,1960,5,3,7,4,2,5,5,5,5,1,5,1,NA,3,NA,5,8,2012,1,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,4,NA,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,NA,2,2,8,1,5,5,5,1,2,2,1,2,1,2,2,1,1,1,3,2,2,2,2,2,3,1,1,2,25,80,8,2,1,5,5,1,NA,831,1,2,NA,NA,NA,5,5,5,5,5,NA,3,NA,1,5,NA,1,6,2,"14"
"1169","902163","010","0","0","020",1,5,1,1,1,1,2,1,1,12,1954,5,8,4,1,1,1,NA,5,5,1,1,1,5,1,NA,5,5,2012,1,NA,5,5,5,1,5,5,5,5,1,1,5,NA,NA,NA,0,NA,NA,5,5,1,5,5,1,1,5,5,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,1,1,1,NA,NA,17,1,1,5,5,3,1,1,1,1,2,2,1,2,2,1,2,2,1,1,3,2,1,3,3,3,46,29,6,1,2,5,5,1,NA,861,5,2,NA,NA,5,1,5,5,1,5,0,2,NA,4,5,NA,1,3,2,"14"
"1170","902163","020","0","0","010",5,1,5,2,2,2,1,1,1,12,1949,5,4,8,3,2,5,5,5,5,1,1,1,NA,1,NA,5,6,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,1,1,3,7,5,5,5,5,3,1,2,2,1,1,1,2,1,1,2,2,3,1,1,2,1,2,1,3,3,24,34,6,1,1,5,5,1,NA,13,7,2,NA,NA,1,5,5,5,5,5,NA,3,NA,1,5,NA,1,3,2,"14"
"1171","902479","010","0","0","020",5,1,5,2,2,2,2,1,1,9,1956,5,8,5,1,2,1,NA,8,NA,1,1,1,NA,2,NA,5,12,2012,1,NA,5,5,5,1,1,5,5,5,5,5,5,NA,NA,NA,12,NA,1,5,5,5,1,5,5,5,5,5,1,36,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2008,5,NA,NA,NA,NA,16,1,5,5,5,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,3,1,3,3,26,59,4,2,1,5,5,1,NA,533,7,2,1,NA,NA,1,5,5,1,1,NA,2,NA,5,5,NA,1,7,2,"14"
"1172","902479","020","0","0","010",1,5,1,1,1,1,1,1,1,7,1951,5,5,8,4,1,5,5,5,5,1,1,1,5,3,NA,5,12,2012,1,NA,5,5,5,1,1,5,5,5,5,5,1,NA,NA,NA,12,NA,NA,1,1,1,5,5,1,1,5,1,NA,NA,NA,5,0,0,150000,150000,200000,200000,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,500,500,0,0,7000,7000,0,0,0,0,0,0,0,0,5,1970,1,1,1,0,3,9,1,1,5,1,1,1,1,1,1,2,1,1,2,1,2,2,3,2,2,2,2,2,3,3,2,24,34,4,2,1,5,5,1,NA,335,7,2,NA,NA,NA,1,5,5,1,5,-39500,6,NA,2,5,NA,1,6,2,"14"
"1173","902821","010","0","0",NA,1,1,1,1,3,3,2,6,6,12,1958,5,11,8,3,1,1,NA,5,5,1,1,4,NA,3,NA,5,12,2010,1,NA,5,5,5,5,5,5,5,5,5,1,1,NA,NA,NA,3,NA,NA,5,5,5,1,5,5,NA,5,5,1,40,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,13,5,1,5,5,1,2,2,2,1,1,2,1,2,2,2,3,2,3,2,3,1,1,3,2,2,47,93,4,2,2,5,5,1,NA,139,7,2,NA,NA,NA,1,5,5,NA,NA,NA,5,NA,1,5,NA,5,7,2,"14"
"1174","903465","010","0","0",NA,1,1,1,1,3,3,2,6,6,11,1958,5,10,10,1,2,1,NA,5,5,1,1,4,NA,1,NA,5,12,2012,1,NA,5,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,1,5,1,5,5,NA,5,5,1,40,40,5,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,12000,12000,0,0,5,2008,1,NA,NA,NA,NA,12,5,1,5,5,3,1,2,1,2,1,1,2,2,2,1,3,2,1,2,1,3,2,3,1,2,45,49,6,1,1,5,5,1,NA,840,1,2,NA,NA,5,5,5,5,5,5,191000,6,NA,1,5,NA,1,3,2,"14"
"1175","903859","010","0","0","020",1,5,1,1,1,1,1,1,1,5,1958,5,1,11,2,2,1,NA,1,NA,1,1,1,5,1,NA,5,12,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,5,5,1,5,5,5,5,5,1,60,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,18000,18000,0,0,0,0,0,0,0,0,5,NA,1,NA,NA,NA,NA,14,5,1,5,5,1,1,2,1,2,1,2,2,2,1,2,1,1,1,3,1,1,3,1,2,1,96,87,3,2,2,5,5,1,NA,435,1,2,NA,NA,NA,5,5,5,5,5,21000,4,NA,3,5,NA,1,7,2,"14"
"1176","903859","020","0","0","010",5,1,5,2,2,2,2,1,1,9,1958,5,11,1,3,1,5,5,1,NA,1,1,1,NA,3,NA,5,12,2012,1,NA,5,5,5,1,5,5,5,5,5,1,5,NA,NA,NA,0,NA,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,NA,NA,NA,12,5,1,5,1,1,2,2,2,1,2,1,1,1,1,1,3,2,2,2,2,2,1,3,3,1,78,12,3,2,1,5,5,1,NA,442,7,2,1,NA,NA,1,5,5,5,5,NA,3,NA,1,5,NA,1,7,2,"14"
"1177","904025","010","0","0","020",1,5,1,1,1,1,1,1,1,11,1954,5,1,3,3,1,5,5,1,NA,1,1,1,5,1,NA,5,7,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,5,5,5,1,5,5,5,5,5,1,80,40,5,0,0,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,5,NA,1,NA,NA,NA,NA,6,5,5,5,1,1,2,1,2,2,1,2,1,2,2,1,3,2,2,1,3,3,1,1,1,2,4,49,5,2,1,5,5,1,NA,496,1,2,NA,NA,NA,1,5,5,5,5,31000,5,NA,1,5,NA,1,3,2,"14"
"1178","904025","020","0","0","010",5,1,5,2,2,2,2,1,1,11,1956,5,3,1,4,2,1,NA,5,5,1,1,1,NA,3,NA,5,7,2012,1,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,5,NA,NA,5,5,5,1,5,5,5,5,5,1,32,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2008,1,NA,NA,NA,NA,9,5,5,5,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,3,1,3,1,3,41,100,5,2,2,5,5,1,NA,911,7,2,NA,1,NA,5,5,5,5,5,NA,5,NA,6,5,NA,1,4,2,"14"
"1179","904228","020","0","0","010",1,5,1,1,1,1,1,1,1,11,1957,5,7,5,4,1,5,5,5,5,1,1,3,5,1,NA,5,9,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,15,NA,NA,5,5,5,1,5,5,5,5,3,2,20,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26718,26718,0,0,5,NA,1,NA,NA,2,5,10,1,1,5,1,3,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,3,3,76,11,8,1,2,5,5,1,NA,520,1,2,NA,NA,1,5,5,5,1,5,-26718,6,NA,5,5,NA,1,3,2,"14"
"1180","904568","010","0","0",NA,1,1,1,1,3,3,2,6,6,9,1949,5,7,8,1,1,5,5,5,5,1,1,5,NA,2,NA,5,8,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,0,NA,5,5,5,5,5,5,1,NA,5,3,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,1,1,NA,3,7,11,1,1,5,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,3,3,3,1,1,1,76,11,5,1,2,5,5,2,NA,3,7,2,NA,NA,1,5,5,5,5,5,0,2,NA,1,5,NA,1,3,2,"14"
"1181","905331","010","0","0","020",1,1,5,1,2,2,1,1,1,2,1951,5,5,11,3,2,5,5,5,5,1,1,1,NA,2,NA,5,6,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,0,NA,NA,5,5,5,5,1,5,5,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,NA,0,0,17,5,1,5,5,3,2,1,2,1,2,1,2,1,2,2,3,3,3,1,3,1,2,3,2,1,55,86,1,1,2,5,5,2,NA,876,7,2,NA,NA,1,5,5,5,5,5,NA,2,NA,3,5,NA,5,6,2,"14"
"1182","905331","020","0","0","010",5,5,1,2,1,1,2,1,1,7,1951,5,11,5,4,1,5,5,5,5,1,1,1,5,3,NA,5,6,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,5,5,5,1,5,5,5,1,NA,NA,NA,5,0,0,196000,196000,0,0,0,0,0,0,125000,125000,0,0,0,0,250000,250000,100000,100000,120000,120000,150000,150000,100000,100000,7500,7500,0,0,30000,30000,0,0,0,0,0,0,0,0,5,NA,5,1,NA,2,0,17,5,1,5,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,3,3,2,1,2,3,2,79,12,1,1,1,5,5,2,NA,80,1,2,NA,NA,1,5,5,5,5,5,1078500,1,NA,5,5,NA,5,6,2,"14"
"1183","905884","010","0","0",NA,1,1,1,1,3,3,2,6,6,4,1959,5,8,4,3,1,5,5,5,5,1,1,5,NA,2,NA,5,4,2010,1,NA,NA,5,5,1,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,5,5,5,5,5,1,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,NA,2,3,12,5,5,5,5,3,2,2,2,2,1,1,1,2,1,2,3,3,2,1,2,2,3,3,2,1,6,97,5,1,1,5,5,1,NA,617,7,2,NA,NA,5,1,5,5,NA,NA,NA,1,NA,2,5,NA,5,7,2,"14"
"1184","906004","010","0","0","011",1,1,1,1,3,3,1,1,3,12,1950,5,1,6,1,1,1,NA,5,5,1,1,4,NA,1,NA,5,6,2012,1,NA,1,5,5,1,5,5,5,5,5,1,1,NA,NA,NA,0,NA,NA,5,5,5,5,1,5,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,15000,15000,1500,1500,0,0,0,0,22000,22000,5000,5000,5,NA,5,1,NA,NA,NA,16,5,1,5,5,1,2,2,1,1,2,1,1,2,1,1,1,3,3,3,1,2,1,1,3,1,37,2,4,2,2,5,5,1,NA,84,7,2,NA,NA,NA,1,5,5,5,5,184500,4,NA,3,5,NA,5,3,2,"14"
"1185","906004","011","0","0","010",5,5,5,2,4,4,1,1,3,1,1985,NA,6,1,2,2,NA,NA,NA,NA,1,5,6,NA,3,NA,5,7,2012,1,NA,1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,NA,NA,5,1,5,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,NA,NA,NA,17,5,5,5,5,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,3,1,3,2,61,71,4,2,1,5,5,1,NA,794,7,2,NA,NA,NA,5,5,5,5,5,NA,2,NA,3,5,NA,5,4,2,"14"
"1186","906084","010","0","0","020",5,1,5,2,2,2,2,1,1,6,1955,5,2,2,2,2,1,NA,5,5,1,1,1,5,1,NA,5,8,2012,1,NA,5,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,12,NA,NA,5,5,5,5,5,5,5,1,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2008,5,1,1,NA,NA,9,5,5,5,5,3,2,2,2,1,2,2,1,2,2,2,1,2,1,3,1,2,2,2,3,2,74,4,2,1,1,5,5,1,NA,78,7,2,NA,NA,1,5,5,5,5,5,NA,2,NA,2,5,NA,1,4,2,"14"
"1187","906084","020","0","0","010",1,5,1,1,1,1,1,1,1,2,1959,5,2,2,3,1,5,5,5,5,1,1,1,NA,3,NA,5,12,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,12,NA,NA,5,5,5,1,5,5,5,1,5,1,40,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,5000,5000,0,0,5,NA,1,NA,NA,1,4,14,5,1,5,1,3,1,1,2,1,1,1,2,1,1,2,1,2,3,2,3,1,2,3,3,1,60,63,2,1,1,5,5,1,NA,409,7,2,NA,NA,1,5,5,5,5,5,-4700,1,NA,5,5,NA,1,4,2,"14"
"1188","906970","010","0","0",NA,1,1,1,1,3,3,2,6,6,10,1959,5,10,2,2,1,5,5,5,5,1,1,6,NA,2,NA,5,11,2012,1,NA,5,1,5,1,1,5,5,5,5,5,5,NA,NA,NA,15,NA,1,5,5,1,5,5,1,NA,1,5,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1994,1,1,1,3,2,10,1,1,5,5,3,1,2,2,1,2,2,2,2,1,1,3,3,1,2,3,2,2,2,3,2,48,1,5,1,1,5,5,1,NA,901,7,2,1,NA,1,1,5,5,1,5,0,1,NA,6,5,NA,1,6,2,"14"
"1189","907051","010","1","0",NA,1,1,1,1,3,1,2,6,1,10,1958,5,1,6,1,1,5,5,5,5,1,1,1,NA,3,NA,5,7,2012,1,NA,5,5,5,1,1,5,5,5,5,5,1,NA,NA,NA,11,NA,NA,5,1,5,1,5,5,5,5,5,1,50,52,5,0,0,87000,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,25000,25000,0,0,0,0,20000,20000,0,0,5,2009,1,NA,NA,5,0,12,1,1,5,5,3,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,3,3,3,1,3,70,95,7,1,2,5,5,1,NA,213,1,2,NA,NA,1,5,5,5,5,5,92075,6,NA,4,5,NA,1,7,2,"14"
"1190","907051","020","2","0",NA,1,1,1,1,3,2,1,6,1,6,1957,5,6,1,3,2,1,NA,5,5,1,1,1,5,1,NA,5,7,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,11,NA,NA,5,1,5,1,5,5,5,5,5,1,40,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,11,5,1,5,5,3,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,3,1,1,2,1,27,52,7,1,1,5,5,1,NA,876,7,2,NA,NA,1,5,5,5,5,5,NA,6,NA,2,5,NA,1,6,2,"14"
"1191","907338","010","0","0",NA,1,1,1,1,3,3,2,6,6,4,1951,5,9,1,3,2,5,5,5,5,1,1,4,NA,2,NA,5,5,2013,1,NA,5,5,5,1,1,5,5,5,5,5,5,NA,NA,NA,17,NA,NA,5,5,5,5,1,5,NA,5,3,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,13000,13000,0,0,0,0,0,0,0,0,5,2005,1,1,NA,0,1,10,5,1,5,5,1,2,1,2,1,1,1,2,1,1,2,3,2,1,2,3,2,3,1,3,2,61,53,7,2,2,5,5,1,NA,346,1,2,NA,NA,NA,5,5,5,5,5,16000,3,NA,6,5,NA,1,3,2,"14"
"1192","907352","010","0","0",NA,1,1,1,1,3,3,2,6,6,9,1948,5,6,4,3,2,1,NA,1,NA,1,1,4,NA,1,NA,5,7,2012,1,NA,5,1,5,1,1,5,5,5,5,5,1,NA,NA,NA,4,NA,NA,5,5,1,5,5,1,NA,1,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2008,1,1,1,NA,NA,10,1,1,5,1,3,2,2,1,2,1,2,1,1,1,2,3,2,1,3,1,2,1,3,3,1,10,42,2,1,2,5,5,1,NA,743,7,2,1,NA,1,1,5,5,1,1,0,4,NA,3,5,NA,1,4,2,"14"
"1193","907585","010","0","0","020",1,1,5,1,2,2,2,1,1,11,1953,5,2,9,3,1,1,NA,1,NA,1,1,1,NA,2,NA,5,6,2012,1,NA,5,5,5,1,5,1,5,5,5,5,1,NA,NA,NA,12,NA,NA,5,5,5,1,5,5,5,5,5,1,40,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,12,5,1,5,5,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,1,3,3,98,33,2,2,2,5,5,1,NA,733,1,2,NA,NA,NA,5,5,5,5,5,NA,5,NA,6,5,NA,5,3,2,"14"
