"","HHID","PN","PSUBHH","OSUBHH","PPN_SP","PCSR","PFAMR","PFINR","PP155","PP156","PP195","PP002","PP196","PP166","PP197","PP168","PP005","PP006","PP059","PP007","PP009","PP014","PP015","PP016","PP017","PP123","PP018","PP181","PP182","PP020","PP028","PP102","PP029","PP157","PP107","PP175","PP176","PP177","PP178","PP032","PP111","PP112","PP183","PP047","PP113","PP149","PP150","PP180","PP097","PP041","PP185","PP056","PVDATE","PVERSION","year"
"886","526811","020","0","0",NA,1,1,1,10,0,1,1,NA,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,10,NA,NA,75,NA,10,0,NA,40,NA,100,50,2,1,NA,NA,2,NA,2,1,9,1,"16"
"887","526946","010","0","0","020",5,5,1,15,0,1,1,"less",10,"gained",90,100,100,30,NA,1,0,25,NA,0,NA,NA,50,NA,NA,90,NA,80,NA,NA,0,0,NA,NA,NA,NA,50,50,30,NA,2,10,30,2,NA,1,1,5,1,"16"
"888","526946","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,0,NA,NA,100,1,0,100,NA,10,NA,10,0,NA,NA,100,NA,75,NA,NA,0,0,NA,NA,NA,NA,80,100,80,NA,2,50,50,3,NA,3,1,5,1,"16"
"889","527008","010","0","0",NA,1,1,1,18,0,1,1,"less",0,"gained",50,100,50,5,NA,1,10,5,NA,50,2,0,0,NA,5,80,NA,80,NA,NA,80,NA,30,10,NA,NA,100,100,80,NA,2,5,10,2,NA,2,1,4,1,"16"
"890","527009","010","0","0","020",5,5,1,14,0,1,1,"more",70,"fallen",10,100,80,50,NA,1,NA,NA,NA,70,NA,50,10,10,NA,75,NA,50,NA,NA,70,NA,40,20,NA,NA,30,60,50,2,1,NA,NA,1,NA,3,1,7,1,"16"
"891","527009","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,100,NA,1,NA,NA,NA,10,NA,10,10,2,NA,75,NA,65,NA,NA,50,NA,50,40,NA,NA,60,65,50,1,2,40,50,2,NA,3,1,5,1,"16"
"892","527241","010","0","0",NA,1,1,1,16,0,1,1,"more",50,"gained",50,50,50,0,NA,1,0,40,NA,100,NA,50,0,NA,NA,90,NA,50,NA,NA,20,NA,20,0,NA,NA,50,20,50,2,1,NA,NA,2,NA,3,1,9,1,"16"
"893","527338","010","0","0","020",5,5,1,16,0,1,1,"less",1,"gained",20,0,NA,NA,50,1,0,100,NA,50,2,25,10,0,NA,75,NA,10,NA,NA,10,NA,5,1,NA,NA,80,100,5,NA,2,5,75,3,NA,3,1,7,1,"16"
"894","527338","020","0","0","010",1,1,5,15,0,1,1,NA,NA,NA,NA,60,40,0,NA,1,0,65,NA,90,NA,80,40,30,NA,70,NA,50,NA,NA,10,NA,5,5,NA,NA,80,80,30,NA,2,25,60,3,NA,2,1,7,1,"16"
"895","527401","020","0","0",NA,1,1,1,17,0,1,1,"more",75,"fallen",5,100,100,40,NA,1,30,5,NA,10,NA,0,0,NA,NA,50,2,40,NA,NA,75,NA,20,2,NA,NA,80,80,80,NA,2,90,10,2,NA,3,1,4,1,"16"
"896","527500","020","0","0","010",1,1,1,14,0,1,1,"less",0,"gained",0,50,0,NA,NA,1,NA,NA,100,NA,NA,50,50,0,NA,25,NA,25,NA,NA,90,NA,90,5,NA,NA,50,50,5,NA,2,30,5,1,NA,2,1,8,1,"16"
"897","527545","010","0","0","020",5,5,1,14,0,1,1,"less",0,"gained",100,100,0,NA,NA,1,NA,NA,100,0,NA,NA,0,NA,100,100,NA,100,NA,NA,0,0,NA,NA,NA,NA,0,0,100,NA,2,100,NA,3,NA,1,1,7,1,"16"
"898","527545","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,0,100,NA,100,NA,100,0,NA,NA,100,NA,100,NA,NA,0,0,NA,NA,NA,NA,0,100,0,NA,2,NA,100,2,NA,1,1,5,1,"16"
"899","527904","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,50,50,50,NA,1,NA,NA,5,0,NA,NA,0,NA,NA,100,NA,90,NA,NA,30,NA,10,2,NA,NA,20,30,50,1,2,20,60,3,NA,3,1,5,1,"16"
"900","527904","020","0","0","010",5,5,1,17,0,1,1,"less",10,"fallen",5,95,80,60,NA,1,NA,NA,50,20,NA,10,5,5,10,70,NA,30,NA,NA,90,NA,50,25,NA,NA,10,50,60,NA,2,20,50,2,NA,3,1,5,1,"16"
"901","528182","010","0","0","020",1,5,1,15,0,1,1,"more",90,"fallen",0,90,90,50,NA,1,NA,NA,NA,100,NA,100,70,70,NA,90,NA,80,NA,NA,50,NA,10,10,NA,NA,30,30,50,1,2,20,30,2,NA,1,1,6,1,"16"
"902","528182","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,100,90,90,NA,1,NA,NA,NA,75,NA,65,50,25,NA,85,NA,80,NA,NA,25,NA,5,5,NA,NA,80,95,65,NA,2,70,30,3,NA,3,1,7,1,"16"
"903","528302","010","0","0","020",1,1,5,14,0,1,1,NA,NA,NA,NA,90,50,10,NA,1,75,50,NA,10,NA,5,5,5,NA,80,NA,50,NA,NA,100,NA,100,10,NA,NA,50,50,50,2,1,NA,NA,3,NA,3,1,10,1,"16"
"904","528363","010","0","0","020",1,5,1,16,0,1,1,"less",40,"gained",10,25,10,0,NA,1,15,5,NA,100,NA,100,100,75,15,60,NA,5,NA,NA,80,NA,40,5,NA,NA,NA,70,50,2,1,NA,NA,2,NA,8,1,9,1,"16"
"905","528363","020","0","0","010",5,1,5,15,0,1,1,NA,NA,NA,NA,10,10,10,NA,1,50,80,NA,NA,NA,80,20,20,50,100,NA,100,NA,NA,20,NA,20,20,NA,NA,100,100,20,NA,2,20,20,2,NA,1,1,10,1,"16"
"906","528423","010","0","0","020",1,1,5,14,0,1,1,NA,NA,NA,NA,100,50,5,NA,1,10,99,NA,100,NA,50,50,20,NA,50,1,50,NA,NA,0,0,NA,NA,NA,NA,75,50,100,NA,2,10,NA,1,NA,1,1,8,1,"16"
"907","528423","020","0","0","010",5,5,1,15,0,1,1,"more",100,"gained",80,100,100,100,NA,1,0,90,NA,0,NA,NA,0,NA,NA,100,NA,50,NA,NA,0,0,NA,NA,NA,NA,50,100,100,NA,2,100,NA,3,NA,1,1,8,1,"16"
"908","528616","010","0","0",NA,1,1,1,14,0,1,1,NA,NA,NA,NA,80,80,50,NA,1,NA,NA,100,100,NA,50,0,NA,50,100,NA,50,NA,NA,50,NA,50,20,NA,NA,100,100,50,2,1,NA,NA,2,NA,1,1,10,1,"16"
"909","528763","020","0","0","010",1,1,1,15,0,1,1,"less",10,"gained",10,90,80,10,NA,1,10,90,NA,0,NA,NA,20,NA,NA,80,NA,50,NA,NA,80,NA,20,20,NA,NA,NA,80,60,NA,2,20,30,3,NA,3,1,7,1,"16"
"910","528854","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,50,NA,1,10,0,NA,NA,NA,60,20,0,NA,80,NA,60,NA,NA,20,NA,10,5,NA,NA,50,50,50,2,1,NA,NA,3,NA,3,1,5,1,"16"
"911","528854","020","0","0","010",5,5,1,16,0,1,1,"more",70,"fallen",5,100,60,20,NA,1,5,80,NA,100,NA,70,2,0,NA,80,NA,50,NA,NA,40,NA,20,4,NA,NA,60,70,50,2,1,NA,NA,1,NA,3,1,5,1,"16"
"912","529044","010","0","0","020",5,1,5,14,0,1,1,NA,NA,NA,NA,95,100,20,NA,1,0,20,NA,10,NA,0,0,NA,NA,60,NA,0,NA,NA,5,NA,0,NA,NA,NA,75,75,40,NA,2,20,60,3,NA,2,1,4,1,"16"
"913","529044","020","0","0","010",1,5,1,13,0,1,1,"more",50,"fallen",0,100,100,0,NA,1,NA,NA,10,NA,NA,0,0,NA,NA,80,NA,50,NA,NA,10,NA,0,NA,NA,NA,NA,75,75,NA,2,50,10,2,NA,3,1,4,1,"16"
"914","529183","010","0","0","020",5,5,1,13,1,1,1,"less",10,"fallen",0,80,50,10,NA,1,NA,NA,NA,100,NA,50,10,20,NA,50,1,30,NA,NA,50,NA,20,10,NA,NA,NA,50,998,NA,1,NA,NA,3,NA,1,1,6,1,"16"
"915","529183","020","0","0","010",1,1,5,14,1,1,1,NA,NA,NA,NA,80,50,0,NA,1,80,100,NA,100,NA,80,80,50,NA,80,NA,20,NA,NA,10,NA,20,0,NA,NA,50,50,998,NA,1,NA,NA,3,NA,3,1,5,1,"16"
"916","529188","010","0","0","020",5,1,5,12,0,1,1,NA,NA,NA,NA,20,0,NA,NA,1,0,80,NA,80,NA,80,80,80,NA,100,NA,100,NA,NA,10,NA,5,0,NA,NA,NA,75,50,2,1,NA,NA,3,NA,3,1,9,1,"16"
"917","529188","020","0","0","010",1,5,1,17,0,1,1,"less",50,"gained",40,30,30,20,NA,1,0,70,NA,80,NA,50,0,NA,NA,50,2,60,NA,NA,50,NA,80,80,NA,NA,50,80,20,NA,2,20,80,3,NA,2,1,9,1,"16"
"918","529228","010","0","0","020",1,5,1,16,0,1,1,"more",20,"fallen",50,100,20,10,NA,1,100,10,NA,NA,NA,10,10,10,NA,100,NA,50,NA,NA,100,NA,100,100,NA,NA,10,100,50,1,2,50,50,3,NA,1,1,7,1,"16"
"919","529228","020","0","0","010",5,1,5,11,0,1,1,NA,NA,NA,NA,80,100,50,NA,1,NA,NA,NA,NA,NA,100,100,80,NA,100,NA,100,NA,NA,100,NA,50,50,NA,NA,50,50,50,2,1,NA,NA,2,NA,1,1,10,1,"16"
"920","529400","010","0","0","020",5,5,1,16,1,1,1,"more",50,"fallen",10,100,30,30,NA,1,NA,NA,30,10,NA,10,0,NA,NA,100,NA,100,NA,NA,10,NA,10,10,NA,100,NA,100,100,NA,2,998,NA,3,NA,1,1,10,1,"16"
"921","529400","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,10,5,1,NA,1,10,5,NA,10,NA,5,50,5,NA,20,NA,10,NA,NA,0,10,NA,NA,NA,50,NA,99,50,2,1,NA,NA,3,NA,1,1,10,1,"16"
"922","529417","010","0","0",NA,1,1,1,17,0,1,1,"more",10,"gained",10,100,100,50,NA,1,30,50,NA,100,NA,60,0,NA,NA,70,NA,50,NA,NA,70,NA,30,0,NA,NA,50,50,70,NA,2,50,40,2,NA,3,1,5,1,"16"
"923","529566","010","0","0","020",1,5,1,16,0,1,1,"more",70,"fallen",0,100,50,0,NA,1,0,50,NA,50,2,10,2,0,NA,100,NA,100,NA,NA,0,0,NA,NA,NA,NA,100,100,80,NA,2,80,80,2,NA,1,1,7,1,"16"
"924","529566","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,80,70,50,NA,1,10,50,NA,50,2,50,50,10,50,100,NA,80,NA,NA,0,0,NA,NA,NA,NA,50,70,50,2,1,NA,NA,3,NA,2,1,7,1,"16"
"925","529641","010","0","0",NA,1,1,1,12,0,1,1,"more",100,"gained",80,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,100,NA,NA,50,NA,70,0,NA,NA,50,50,50,2,1,NA,NA,3,NA,1,1,10,1,"16"
"926","529727","010","0","0",NA,1,1,1,15,0,1,1,"more",50,"gained",30,100,0,NA,NA,1,0,50,NA,30,NA,20,10,0,NA,100,NA,70,NA,NA,0,0,NA,NA,NA,NA,50,50,60,NA,2,60,40,3,NA,3,1,5,1,"16"
"927","529816","010","0","0","020",5,5,1,15,0,1,1,NA,NA,NA,NA,40,30,10,NA,1,80,50,NA,40,NA,50,40,60,NA,80,NA,60,NA,NA,40,NA,30,10,NA,NA,70,50,60,NA,2,60,50,3,NA,3,1,10,1,"16"
"928","529816","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,50,NA,1,NA,NA,50,0,NA,NA,0,NA,NA,100,NA,100,NA,NA,100,NA,100,0,NA,NA,100,100,100,NA,2,0,NA,3,NA,3,1,10,1,"16"
"929","529892","010","0","0",NA,1,1,1,15,0,1,1,NA,NA,NA,NA,70,80,0,NA,1,10,30,NA,50,1,50,20,20,NA,50,1,30,NA,NA,100,NA,20,0,NA,NA,70,100,80,NA,2,50,999,2,NA,3,1,5,1,"16"
"930","529946","010","0","0",NA,1,1,1,17,0,1,1,"less",0,"gained",60,80,80,80,NA,1,10,60,NA,100,NA,10,10,10,NA,100,NA,80,NA,NA,90,NA,10,0,NA,NA,80,60,80,NA,2,25,10,2,NA,3,1,8,1,"16"
"931","529958","010","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,60,0,NA,NA,1,NA,NA,50,NA,NA,50,30,0,NA,50,1,50,NA,NA,0,0,NA,NA,NA,NA,40,60,60,NA,2,70,70,2,NA,3,1,10,1,"16"
"932","530065","010","1","0",NA,1,1,1,17,0,1,1,"more",60,"fallen",10,90,50,20,NA,1,20,50,NA,70,NA,50,20,2,NA,50,2,30,NA,NA,90,NA,50,20,NA,NA,50,90,70,NA,2,50,30,1,NA,3,1,9,1,"16"
"933","530065","020","2","0",NA,1,1,1,16,0,1,1,"more",90,"fallen",10,100,100,100,NA,1,80,90,NA,80,NA,50,1,0,NA,50,2,1,NA,NA,20,NA,10,5,NA,NA,95,95,50,2,1,NA,NA,3,NA,2,1,9,1,"16"
"934","530135","010","0","0","020",5,5,1,14,1,1,1,"more",50,"gained",10,10,0,NA,NA,1,NA,NA,NA,80,NA,80,80,50,50,70,NA,70,NA,NA,80,NA,80,80,NA,NA,80,100,998,NA,1,NA,NA,3,NA,2,1,5,1,"16"
"935","530135","020","0","0","010",1,1,5,12,1,1,1,NA,NA,NA,NA,80,0,NA,NA,1,50,40,NA,40,NA,40,40,20,NA,40,NA,50,NA,NA,20,NA,0,NA,NA,50,NA,80,998,NA,1,NA,NA,3,NA,3,3,5,1,"16"
"936","530211","010","0","0","020",1,5,1,14,1,1,1,"more",25,"fallen",0,100,0,NA,NA,1,0,100,NA,0,NA,NA,0,NA,NA,50,2,998,NA,NA,0,0,NA,NA,NA,NA,50,100,100,NA,2,0,NA,2,NA,2,1,5,1,"16"
"937","530211","020","0","0","010",5,1,5,11,0,1,1,NA,NA,NA,NA,80,80,80,NA,1,NA,NA,NA,10,NA,0,0,NA,NA,80,NA,80,NA,NA,10,NA,0,NA,NA,NA,50,50,50,2,1,NA,NA,3,NA,3,1,10,1,"16"
"938","530591","010","0","0","020",1,1,5,14,0,1,1,NA,NA,NA,NA,100,100,100,NA,1,NA,NA,70,70,NA,0,0,NA,NA,75,NA,35,NA,NA,60,NA,40,25,NA,NA,100,100,60,NA,2,40,20,2,NA,3,1,8,1,"16"
"939","530591","020","0","0","010",5,5,1,17,0,1,1,"more",90,"gained",5,90,80,50,NA,1,10,20,NA,90,NA,75,10,5,NA,90,NA,76,NA,NA,30,NA,20,20,NA,NA,80,75,60,NA,2,10,30,2,NA,2,1,8,1,"16"
"940","530630","010","0","0",NA,1,1,1,11,0,1,1,"more",20,"gained",0,20,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,50,NA,NA,NA,50,NA,50,50,1,2,20,20,3,NA,1,2,5,1,"16"
"941","530884","020","0","0","021",1,1,1,13,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,0,90,NA,85,NA,65,0,NA,NA,100,NA,100,NA,NA,0,0,NA,NA,NA,NA,100,100,60,NA,2,80,50,2,NA,1,1,9,1,"16"
"942","530960","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,80,50,20,NA,1,20,50,NA,80,NA,60,50,50,NA,50,1,20,NA,NA,80,NA,30,10,NA,NA,NA,80,50,2,1,NA,NA,3,NA,2,1,7,1,"16"
"943","530960","020","0","0","010",1,5,1,11,0,1,1,NA,NA,NA,NA,0,NA,NA,25,1,NA,NA,NA,0,NA,NA,0,NA,15,15,NA,10,NA,NA,100,NA,100,40,NA,NA,NA,80,25,NA,2,15,50,3,NA,2,1,4,1,"16"
"944","531337","010","0","0","020",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"945","531337","020","0","0","010",1,5,1,13,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,50,60,NA,0,NA,NA,80,NA,NA,90,NA,60,NA,NA,50,NA,40,30,NA,NA,70,70,30,NA,2,80,30,1,NA,2,1,4,1,"16"
"946","531511","010","0","0","011",1,1,1,17,0,1,1,"less",10,"fallen",10,70,10,1,NA,1,5,5,NA,70,NA,60,50,50,NA,50,2,30,NA,NA,70,NA,20,5,NA,NA,50,50,30,NA,2,20,50,3,NA,3,1,5,1,"16"
"947","531511","011","0","0","010",5,5,5,11,1,1,1,NA,NA,NA,NA,80,0,NA,NA,1,NA,NA,60,NA,NA,30,10,10,NA,0,NA,NA,NA,NA,10,NA,10,0,NA,80,NA,80,80,NA,2,998,NA,3,NA,2,1,5,1,"16"
"948","531693","010","0","0",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"949","531922","010","0","0","020",1,1,5,15,0,1,1,NA,NA,NA,NA,90,90,25,NA,1,25,25,NA,50,1,25,10,10,NA,50,2,50,NA,NA,25,NA,15,5,NA,NA,50,50,50,1,2,50,50,2,NA,2,1,5,1,"16"
"950","531922","020","0","0","010",5,5,1,17,0,1,1,"less",2,"fallen",90,90,1,2,NA,1,2,50,NA,50,2,50,5,5,NA,50,2,50,NA,NA,100,NA,75,2,NA,NA,50,50,25,NA,2,25,10,2,NA,1,1,8,1,"16"
"951","531953","010","0","0","020",1,1,5,12,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,50,10,NA,2,NA,NA,80,NA,50,20,NA,NA,80,90,8,NA,2,20,30,2,NA,1,1,5,1,"16"
"952","531953","020","0","0","010",5,5,1,10,3,1,1,"less",0,"gained",10,0,NA,NA,100,1,NA,NA,0,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,998,NA,NA,NA,NA,998,NA,998,10,NA,2,6,7,3,NA,2,1,9,1,"16"
"953","532145","010","0","0","020",1,1,5,12,4,1,1,NA,NA,NA,NA,0,NA,NA,998,1,100,998,NA,998,NA,NA,998,NA,NA,998,NA,NA,NA,NA,100,NA,100,100,NA,NA,100,100,100,NA,2,10,NA,3,NA,1,1,4,1,"16"
"954","532145","020","0","0","010",5,5,1,14,2,1,1,"more",50,"gained",30,0,NA,NA,0,1,NA,NA,10,50,2,998,10,NA,NA,30,NA,30,NA,NA,30,NA,0,NA,NA,998,NA,30,20,NA,2,30,30,2,NA,2,1,4,1,"16"
"955","532620","010","0","0","020",5,5,1,13,0,1,1,NA,NA,NA,NA,60,10,5,NA,1,NA,NA,NA,100,NA,100,100,75,NA,100,NA,100,NA,NA,90,NA,10,2,NA,NA,20,5,10,NA,2,10,20,2,NA,1,1,7,1,"16"
"956","532620","020","0","0","010",1,1,5,15,0,1,1,NA,NA,NA,NA,20,10,30,NA,1,NA,NA,20,20,NA,20,10,10,10,30,NA,10,NA,NA,100,NA,50,10,NA,NA,100,100,20,NA,2,20,60,3,NA,2,1,7,1,"16"
"957","533300","010","0","0","020",1,1,5,11,0,1,1,NA,NA,NA,NA,0,NA,NA,80,1,80,50,NA,0,NA,NA,0,NA,NA,50,2,50,NA,NA,50,NA,0,NA,NA,NA,70,80,50,2,1,NA,NA,3,NA,3,1,3,1,"16"
"958","533300","020","0","0","010",5,5,1,15,0,1,1,"less",0,"gained",10,80,0,NA,NA,1,20,10,NA,50,2,0,0,NA,NA,50,2,50,NA,NA,40,NA,20,10,NA,NA,20,50,0,NA,2,NA,50,3,NA,2,1,3,1,"16"
"959","533522","010","0","0","020",5,5,1,10,0,1,1,NA,NA,NA,NA,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,0,0,NA,NA,NA,NA,50,50,50,2,1,NA,NA,2,NA,1,1,5,1,"16"
"960","533522","020","0","0","010",1,1,5,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,80,NA,80,NA,NA,0,0,NA,NA,NA,0,NA,50,70,NA,2,0,20,3,NA,3,1,3,1,"16"
"961","533574","010","0","0","020",5,5,1,13,0,1,1,"less",70,"gained",80,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,30,0,60,NA,NA,0,0,NA,50,50,1,2,70,30,3,NA,1,1,6,1,"16"
"962","533574","020","0","0","010",1,1,5,14,0,1,1,NA,NA,NA,NA,10,5,0,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,5,5,1,10,NA,8,10,NA,2,10,10,3,NA,1,1,6,1,"16"
"963","533620","010","0","0","020",1,5,1,8,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,100,NA,100,50,2,1,NA,NA,3,NA,3,1,7,1,"16"
"964","533620","020","0","0","010",5,1,5,11,0,1,1,NA,NA,NA,NA,5,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,6,NA,4,0,NA,5,NA,8,4,NA,2,0,5,3,NA,3,1,7,1,"16"
"965","533628","010","0","0","020",1,5,1,9,4,1,1,"less",0,"gained",5,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,100,100,70,NA,2,998,NA,2,NA,1,1,5,1,"16"
"966","533628","020","0","0","010",5,1,5,9,3,1,1,NA,NA,NA,NA,100,998,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,8,50,998,NA,NA,NA,0,50,NA,50,998,NA,1,NA,NA,2,NA,1,3,5,1,"16"
"967","533762","010","0","0","020",5,5,1,17,0,1,1,"less",30,"fallen",20,90,50,1,NA,1,5,20,NA,30,NA,10,1,1,NA,50,1,20,NA,NA,80,NA,40,20,NA,NA,50,50,60,NA,2,5,10,2,NA,1,1,10,1,"16"
"968","533762","020","0","0","010",1,1,5,14,0,1,1,NA,NA,NA,NA,40,45,37,NA,1,50,40,NA,60,NA,60,40,30,NA,20,NA,20,NA,NA,100,NA,55,40,NA,NA,100,100,50,2,1,NA,NA,3,NA,1,1,10,1,"16"
"969","533955","010","0","0","020",5,1,5,14,0,1,1,NA,NA,NA,NA,50,80,80,NA,1,NA,NA,75,50,2,40,30,20,NA,90,NA,60,NA,NA,50,NA,40,30,NA,NA,90,90,75,NA,2,50,50,3,NA,2,1,10,1,"16"
"970","533955","020","0","0","010",1,5,1,14,0,1,1,"more",100,"gained",30,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,1,35,NA,NA,100,NA,50,0,NA,25,NA,10,2,NA,2,0,5,3,NA,3,1,9,1,"16"
"971","534546","010","0","0",NA,1,1,1,13,0,1,1,"less",50,"gained",50,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,0,NA,NA,50,NA,20,0,NA,50,NA,100,1,NA,2,1,1,3,NA,1,1,10,1,"16"
"972","534904","010","0","0","020",1,1,5,15,0,1,1,NA,NA,NA,NA,80,50,0,NA,1,0,100,NA,100,NA,80,0,NA,NA,50,1,10,NA,NA,100,NA,80,0,NA,NA,50,80,50,1,2,20,50,3,NA,2,1,10,1,"16"
"973","535027","010","0","0","020",1,5,1,15,0,1,1,NA,NA,NA,NA,50,10,3,NA,1,1,90,NA,10,NA,10,50,20,NA,50,2,50,NA,NA,5,NA,1,0,NA,NA,20,50,20,NA,2,50,10,2,NA,2,1,5,1,"16"
"974","535027","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,8,1,1,NA,1,5,7,NA,5,NA,5,5,5,NA,6,NA,100,NA,NA,100,NA,0,NA,NA,NA,NA,5,5,NA,2,5,4,3,NA,1,1,5,1,"16"
"975","535232","010","0","0","020",1,5,1,18,0,1,1,"less",50,"fallen",10,10,50,70,NA,1,10,70,NA,100,NA,80,10,80,50,80,NA,80,NA,NA,20,NA,40,5,NA,NA,20,20,30,NA,2,40,0,3,NA,1,1,8,1,"16"
"976","535232","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,80,40,60,NA,1,NA,NA,60,80,NA,60,50,50,NA,45,NA,45,NA,NA,20,NA,15,10,NA,NA,NA,20,30,NA,2,35,30,2,NA,1,1,9,1,"16"
"977","535255","010","0","0",NA,1,1,1,15,0,1,1,NA,NA,NA,NA,75,75,0,NA,1,80,75,NA,50,2,0,0,NA,NA,50,2,50,NA,NA,25,NA,25,25,NA,NA,25,50,10,NA,2,10,50,2,NA,2,1,5,1,"16"
"978","535316","010","0","0",NA,1,1,1,17,0,1,1,"less",10,"gained",80,50,10,0,NA,1,100,50,NA,80,NA,80,20,20,20,95,NA,75,NA,NA,50,NA,10,0,NA,NA,90,90,50,2,1,NA,NA,3,NA,2,1,5,1,"16"
"979","535403","010","0","0","020",1,1,5,12,1,1,1,NA,NA,NA,NA,90,80,70,NA,1,NA,NA,5,NA,NA,5,5,0,NA,80,NA,70,NA,NA,20,NA,20,20,NA,NA,75,90,998,NA,1,NA,NA,3,NA,3,1,5,1,"16"
"980","535403","020","0","0","010",5,5,1,14,0,1,1,"less",50,"fallen",25,100,100,100,NA,1,NA,NA,NA,NA,NA,100,80,20,NA,60,NA,25,NA,NA,10,NA,5,3,NA,NA,60,60,60,NA,2,15,20,1,NA,3,1,7,1,"16"
"981","535894","010","0","0",NA,1,1,1,16,0,1,1,"more",40,"fallen",60,50,30,0,NA,1,60,20,NA,NA,NA,NA,30,10,NA,NA,NA,90,NA,60,100,NA,2,0,0,NA,70,70,40,NA,2,40,60,2,NA,2,1,5,1,"16"
"982","536146","010","0","0","020",5,1,5,10,1,1,1,NA,NA,NA,NA,50,20,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,100,NA,50,50,NA,100,NA,100,0,NA,2,NA,100,3,NA,2,1,7,1,"16"
"983","536146","020","0","0","010",1,5,1,15,0,1,1,"more",50,"gained",50,100,100,0,NA,1,NA,NA,NA,100,NA,50,40,25,NA,50,1,20,NA,NA,100,NA,100,50,NA,NA,50,100,60,NA,2,20,10,2,NA,2,1,7,1,"16"
"984","536246","010","0","0","011",3,1,1,12,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,10,0,NA,2,NA,2,2,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,5,10,NA,2,10,5,3,NA,1,1,7,1,"16"
"985","536246","011","0","0","010",1,5,5,9,1,1,1,NA,NA,NA,NA,0,NA,NA,5,1,NA,NA,0,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,50,NA,NA,NA,NA,50,75,25,NA,2,50,25,3,NA,2,1,5,1,"16"
"986","536291","010","0","0",NA,1,1,1,12,0,1,1,NA,NA,NA,NA,10,2,20,NA,1,NA,NA,2,NA,NA,2,1,0,NA,10,NA,10,NA,NA,70,NA,60,70,NA,NA,NA,80,70,NA,2,30,30,3,NA,1,1,8,1,"16"
"987","536484","010","0","0","020",1,1,5,11,0,1,1,NA,NA,NA,NA,0,NA,NA,100,1,0,100,NA,NA,NA,NA,25,0,NA,NA,NA,30,NA,50,0,50,NA,NA,25,100,NA,0,0,NA,2,NA,50,2,NA,1,1,7,1,"16"
