"","HHID","PN","PSUBHH","OSUBHH","PPN_SP","PCSR","PFAMR","PFINR","PP155","PP156","PP195","PP002","PP196","PP166","PP197","PP168","PP005","PP006","PP059","PP007","PP009","PP014","PP015","PP016","PP017","PP123","PP018","PP181","PP182","PP020","PP028","PP102","PP029","PP157","PP107","PP175","PP176","PP177","PP178","PP032","PP111","PP112","PP183","PP047","PP113","PP149","PP150","PP180","PP097","PP041","PP185","PP056","PVDATE","PVERSION","year"
"686","501359","010","0","0","020",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"16"
"687","501359","020","0","0","010",1,5,1,13,1,1,1,"more",30,"gained",20,50,10,0,NA,1,NA,NA,NA,NA,NA,20,10,0,NA,20,NA,20,NA,NA,20,NA,10,0,NA,10,NA,20,998,NA,1,NA,NA,3,NA,3,1,5,1,"16"
"688","501407","010","0","0",NA,1,1,1,14,0,1,1,"less",75,"fallen",50,65,25,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,15,NA,10,NA,NA,15,NA,10,10,NA,25,NA,50,25,NA,2,30,40,3,NA,1,1,3,1,"16"
"689","501448","010","0","0","020",1,1,5,13,1,1,1,NA,NA,NA,NA,100,50,998,NA,1,NA,NA,50,NA,NA,NA,50,50,NA,NA,NA,60,NA,60,90,NA,100,50,0,NA,60,50,60,NA,2,50,998,3,NA,8,1,7,1,"16"
"690","501448","020","0","0","010",5,5,1,14,0,1,1,"less",30,"gained",0,100,100,70,NA,1,NA,NA,NA,NA,NA,100,50,50,NA,50,1,10,NA,NA,40,NA,10,5,NA,NA,40,90,80,NA,2,40,40,3,NA,2,1,10,1,"16"
"691","501485","010","0","0","020",1,5,1,15,0,1,1,"more",50,"gained",10,90,90,10,NA,1,0,0,NA,NA,NA,0,10,NA,NA,80,NA,50,NA,NA,30,NA,10,0,NA,10,NA,40,50,2,1,NA,NA,2,NA,3,1,5,1,"16"
"692","501485","020","0","0","010",5,1,5,15,1,1,1,NA,NA,NA,NA,80,40,1,NA,1,10,50,NA,10,NA,5,5,10,NA,90,NA,95,NA,NA,10,NA,10,10,NA,NA,998,50,10,NA,2,10,8,2,NA,1,1,10,1,"16"
"693","501487","010","0","0","020",5,5,5,10,2,1,1,NA,NA,NA,NA,90,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,998,80,NA,0,NA,0,60,NA,60,998,NA,1,NA,NA,3,NA,2,1,4,1,"16"
"694","501487","020","0","0","010",1,1,1,14,0,1,1,"more",100,"gained",100,100,0,NA,NA,1,0,100,NA,0,NA,NA,0,NA,NA,80,NA,50,NA,NA,50,NA,10,0,NA,NA,100,100,50,2,1,NA,NA,3,NA,1,1,3,1,"16"
"695","501526","010","0","0","011",1,1,1,13,0,1,1,"less",0,"gained",25,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,50,1,25,50,NA,25,10,0,0,NA,50,10,NA,2,0,50,2,NA,3,1,4,1,"16"
"696","501526","011","0","0","010",5,5,5,15,0,1,1,NA,NA,NA,NA,50,10,0,NA,1,10,70,NA,25,NA,25,5,0,NA,80,NA,80,NA,NA,25,NA,15,10,NA,NA,100,75,50,1,2,15,30,3,NA,2,1,7,1,"16"
"697","501527","010","0","0","020",1,5,1,17,0,1,1,"more",50,"gained",30,60,30,10,NA,1,10,90,NA,60,NA,40,30,10,NA,80,NA,30,NA,NA,30,NA,20,20,NA,NA,50,60,50,1,2,50,50,2,NA,3,1,5,1,"16"
"698","501527","020","0","0","010",5,1,5,11,1,1,1,NA,NA,NA,NA,999,NA,NA,NA,1,50,25,NA,NA,NA,100,25,10,NA,0,NA,NA,NA,NA,50,NA,25,10,NA,NA,50,50,20,NA,2,5,50,3,NA,2,1,8,1,"16"
"699","501599","010","0","0","011",1,1,1,16,0,1,1,"less",20,"fallen",40,10,10,10,NA,1,10,10,NA,NA,NA,NA,10,20,NA,NA,NA,20,NA,20,20,NA,10,10,10,30,NA,30,10,NA,2,10,30,3,NA,2,1,5,1,"16"
"700","501599","011","0","0","010",5,5,5,12,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,50,20,50,50,NA,50,50,2,1,NA,NA,1,NA,1,1,5,1,"16"
"701","501613","010","0","0","020",1,5,1,16,0,1,1,"less",60,"fallen",30,100,100,30,NA,1,0,80,NA,NA,NA,50,80,20,NA,100,NA,80,NA,NA,100,NA,40,0,NA,NA,0,70,70,NA,2,20,30,2,NA,1,1,5,1,"16"
"702","501613","020","0","0","010",5,1,5,15,0,1,1,NA,NA,NA,NA,80,80,80,NA,1,10,50,NA,NA,NA,10,50,5,40,50,1,40,NA,NA,70,NA,30,20,NA,70,NA,70,60,NA,2,60,40,2,NA,3,1,5,1,"16"
"703","501622","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,90,50,5,NA,1,NA,NA,5,NA,NA,5,5,5,NA,50,2,10,NA,NA,20,NA,20,20,NA,10,NA,60,40,NA,2,10,998,1,NA,2,1,5,1,"16"
"704","501622","020","0","0","010",1,5,1,16,0,1,1,"less",20,"fallen",5,100,95,70,NA,1,NA,NA,20,20,NA,2,1,0,NA,50,1,45,NA,NA,100,NA,60,5,NA,NA,0,10,50,1,2,2,5,1,NA,1,1,5,1,"16"
"705","501663","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,90,90,10,NA,1,NA,NA,90,NA,NA,10,0,NA,NA,50,1,20,NA,NA,90,NA,50,20,NA,NA,60,60,70,NA,2,10,50,3,NA,3,1,4,1,"16"
"706","501663","020","0","0","010",1,5,1,15,0,1,1,"more",15,"fallen",0,100,100,30,NA,1,NA,NA,5,NA,NA,10,5,10,NA,50,1,40,NA,NA,100,NA,100,100,NA,20,NA,60,50,1,2,20,20,1,NA,2,1,4,1,"16"
"707","501682","010","0","0","011",5,1,1,11,0,1,1,NA,NA,NA,NA,20,0,NA,NA,1,NA,NA,NA,NA,NA,100,100,75,NA,50,2,20,NA,NA,75,NA,100,10,NA,NA,100,100,30,NA,2,50,70,3,NA,3,1,10,1,"16"
"708","501682","011","0","0","010",1,5,5,12,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,1,65,NA,80,NA,90,10,0,NA,80,NA,70,NA,NA,0,0,NA,NA,NA,NA,NA,98,80,NA,2,70,10,3,NA,3,1,9,1,"16"
"709","501686","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,100,100,100,NA,1,0,100,NA,NA,NA,0,0,NA,NA,100,NA,50,NA,NA,60,NA,0,NA,NA,NA,0,10,75,NA,2,0,0,2,NA,3,1,5,1,"16"
"710","501686","020","0","0","010",1,5,1,13,2,1,1,"less",20,"gained",30,100,100,999,NA,1,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,85,NA,85,85,NA,999,NA,20,NA,80,80,70,NA,2,40,50,1,NA,3,1,5,1,"16"
"711","501708","010","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,80,NA,NA,50,0,NA,NA,50,2,10,NA,NA,50,NA,0,NA,NA,80,NA,95,50,2,1,NA,NA,2,NA,1,1,3,1,"16"
"712","501711","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,100,75,25,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,80,10,NA,20,10,10,50,NA,60,75,NA,2,30,20,3,NA,3,1,10,1,"16"
"713","501711","020","0","0","010",5,5,1,15,0,1,1,"less",20,"gained",50,100,100,75,NA,1,NA,NA,20,NA,NA,NA,20,0,NA,NA,NA,25,NA,25,25,NA,10,5,20,25,NA,50,50,1,2,75,25,2,NA,3,1,10,1,"16"
"714","501771","010","0","0","020",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"16"
"715","501771","020","0","0","010",1,5,1,11,2,1,1,"more",100,"gained",20,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,100,NA,100,100,NA,NA,998,10,0,NA,2,NA,0,3,NA,3,1,10,1,"16"
"716","501786","010","0","0","020",1,5,1,12,0,1,1,"more",10,"fallen",40,50,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,10,NA,NA,10,NA,0,NA,NA,NA,90,90,50,2,1,NA,NA,3,NA,2,1,4,1,"16"
"717","501786","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,5,3,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,15,10,NA,5,2,0,50,NA,50,40,NA,2,40,40,3,NA,3,1,8,1,"16"
"718","501825","010","0","0","020",1,5,1,12,1,1,1,NA,NA,NA,NA,50,30,5,NA,1,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,20,NA,998,75,NA,30,5,10,10,NA,10,50,1,2,60,25,2,NA,3,1,5,1,"16"
"719","501825","020","0","0","010",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"720","501830","010","0","0","020",1,5,5,12,0,1,1,NA,NA,NA,NA,50,50,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,1,50,NA,NA,50,NA,10,10,NA,0,NA,0,5,NA,2,5,0,3,NA,1,1,4,1,"16"
"721","501830","020","0","0","010",5,1,1,14,0,1,1,"more",50,"gained",30,1,5,1,NA,1,NA,NA,1,NA,NA,0,0,NA,NA,5,NA,0,NA,NA,0,10,NA,NA,NA,10,NA,50,30,NA,2,20,998,3,NA,3,1,4,1,"16"
"722","501879","010","0","0","011",1,1,1,16,0,1,1,"more",50,"fallen",5,100,100,10,NA,1,10,2,NA,NA,NA,100,50,5,NA,50,1,20,NA,NA,30,NA,10,2,NA,NA,50,50,70,NA,2,60,40,2,NA,2,1,7,1,"16"
"723","501879","011","0","0","010",5,5,5,14,1,1,1,NA,NA,NA,NA,80,20,5,NA,1,10,998,NA,NA,NA,NA,80,2,NA,NA,NA,80,NA,80,30,NA,5,5,5,80,NA,90,60,NA,2,50,50,2,NA,3,1,8,1,"16"
"724","501882","010","0","0",NA,1,1,1,14,0,1,1,"less",5,"fallen",0,100,100,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,5,0,100,NA,NA,10,25,NA,40,15,NA,2,15,40,2,NA,3,1,10,1,"16"
"725","501933","010","0","0",NA,1,1,1,15,0,1,1,"more",90,"fallen",10,80,80,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,90,100,NA,80,40,0,30,NA,75,30,NA,2,30,30,2,NA,3,1,8,1,"16"
"726","501942","010","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,0,0,0,NA,NA,80,100,NA,100,100,NA,2,100,NA,2,NA,1,1,10,1,"16"
"727","501961","010","0","0","020",1,5,1,15,0,1,1,"more",80,"gained",10,80,80,80,NA,1,NA,NA,30,NA,NA,NA,20,5,NA,NA,NA,60,NA,60,75,NA,40,20,20,80,NA,75,60,NA,2,60,80,2,NA,2,1,5,1,"16"
"728","501961","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,70,40,0,NA,1,NA,NA,NA,NA,NA,NA,80,50,NA,NA,NA,60,NA,60,60,NA,40,20,20,70,NA,50,60,NA,2,30,40,2,NA,2,1,5,1,"16"
"729","501977","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,60,40,0,NA,1,NA,NA,20,NA,NA,NA,10,5,NA,NA,NA,50,2,40,50,NA,10,10,10,25,NA,50,50,1,2,10,20,2,NA,3,2,5,1,"16"
"730","501977","020","0","0","010",5,5,1,15,0,1,1,"more",80,"gained",0,80,60,10,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,75,NA,40,100,NA,100,30,40,0,NA,60,60,NA,2,40,30,2,NA,3,1,5,1,"16"
"731","501978","010","0","0","020",5,5,1,15,0,1,1,"less",0,"gained",50,100,75,25,NA,1,0,20,NA,90,NA,50,10,0,NA,80,NA,70,NA,NA,0,50,NA,NA,NA,NA,90,90,50,2,1,NA,NA,2,NA,3,1,9,1,"16"
"732","501978","020","0","0","010",1,1,5,12,0,1,1,NA,NA,NA,NA,100,80,5,NA,1,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,50,1,70,5,NA,5,5,5,NA,0,10,50,1,2,5,25,2,NA,2,1,8,1,"16"
"733","502002","010","1","0",NA,1,1,1,9,0,1,1,NA,NA,NA,NA,80,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,80,NA,50,NA,NA,0,0,NA,NA,NA,0,NA,50,50,2,1,NA,NA,3,NA,1,1,3,1,"16"
"734","502002","011","2","0",NA,1,1,1,12,0,1,1,"more",10,"gained",10,0,NA,NA,0,1,0,10,NA,0,NA,NA,0,NA,NA,100,NA,50,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,2,NA,0,3,NA,1,1,4,1,"16"
"735","502019","010","1","1",NA,1,1,1,13,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,25,10,NA,NA,NA,NA,50,50,NA,NA,NA,30,NA,80,40,NA,60,60,50,70,NA,70,10,NA,2,20,60,3,NA,2,1,7,1,"16"
"736","502019","020","2","2",NA,1,1,1,14,0,1,1,"less",50,"fallen",30,70,60,0,NA,1,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,60,NA,20,100,NA,60,30,10,60,NA,70,60,NA,2,20,40,1,NA,2,1,4,1,"16"
"737","502077","010","0","0","020",1,5,1,14,0,1,1,"more",80,"gained",10,100,100,10,NA,1,NA,NA,10,NA,NA,10,10,10,NA,80,NA,50,NA,NA,50,NA,10,10,NA,10,NA,50,50,2,1,NA,NA,3,NA,3,1,3,1,"16"
"738","502077","020","0","0","010",5,1,5,15,0,1,1,NA,NA,NA,NA,100,90,20,NA,1,50,75,NA,50,1,20,20,0,NA,50,1,35,NA,NA,20,NA,10,0,NA,NA,100,95,75,NA,2,10,20,2,NA,3,1,3,1,"16"
"739","502161","010","0","0",NA,1,1,1,8,2,1,1,NA,NA,NA,NA,70,30,30,NA,1,NA,NA,NA,NA,NA,100,60,30,NA,998,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,40,40,0,NA,2,NA,0,3,NA,3,1,10,1,"16"
"740","502168","010","7","1","011",1,1,1,12,0,1,1,"less",50,"fallen",50,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,75,NA,0,NA,NA,0,0,NA,NA,NA,100,NA,100,100,NA,2,75,NA,3,NA,3,1,4,1,"16"
"741","502168","011","7","2","010",3,3,3,16,0,1,1,"less",50,"fallen",0,90,80,0,NA,1,50,90,NA,30,NA,20,10,5,NA,0,NA,NA,NA,NA,80,NA,50,0,NA,NA,80,85,70,NA,2,50,30,3,NA,3,1,4,1,"16"
"742","502202","010","0","0",NA,1,1,1,13,0,1,1,"more",80,"gained",70,80,0,NA,NA,1,NA,NA,80,NA,NA,NA,0,NA,NA,NA,NA,0,NA,80,80,NA,80,0,0,80,NA,70,0,NA,2,NA,80,2,NA,1,1,10,1,"16"
"743","502211","010","0","0",NA,1,1,1,14,0,1,1,"more",10,"gained",10,10,0,NA,NA,1,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,10,NA,70,10,NA,10,10,10,10,NA,10,50,1,2,50,50,3,NA,1,1,9,1,"16"
"744","502220","010","0","0",NA,1,1,1,10,1,1,1,NA,NA,NA,NA,0,NA,NA,10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,10,0,0,NA,NA,0,0,NA,998,998,NA,1,NA,NA,3,NA,3,1,4,1,"16"
"745","502221","010","0","0",NA,1,1,1,15,0,1,1,"less",50,"gained",50,10,0,NA,NA,1,75,0,NA,NA,NA,50,75,10,NA,100,NA,100,NA,NA,10,NA,50,10,NA,NA,90,90,100,NA,2,100,NA,3,NA,3,1,3,1,"16"
"746","502254","010","0","0","020",5,1,5,15,0,1,1,NA,NA,NA,NA,70,60,40,NA,1,30,60,NA,70,NA,50,20,30,NA,60,NA,50,NA,NA,40,NA,30,20,NA,NA,70,80,60,NA,2,50,40,2,NA,3,3,10,1,"16"
"747","502254","020","0","0","010",1,5,1,16,0,1,1,"more",60,"fallen",30,80,30,5,NA,1,10,30,NA,NA,NA,70,0,NA,NA,70,NA,60,NA,NA,20,NA,10,10,NA,NA,30,60,60,NA,2,40,40,3,NA,3,1,10,1,"16"
"748","502288","010","0","0","020",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"16"
"749","502288","020","0","0","010",1,5,1,14,0,1,1,"less",5,"fallen",0,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,100,95,NA,0,NA,0,95,NA,95,50,1,2,65,40,2,NA,3,1,4,1,"16"
"750","502306","010","0","0","020",1,1,5,12,1,1,1,NA,NA,NA,NA,80,0,NA,NA,1,0,50,NA,NA,NA,0,0,NA,NA,40,NA,20,NA,NA,50,NA,20,10,NA,NA,80,80,998,NA,1,NA,NA,2,NA,3,1,4,1,"16"
"751","502306","020","0","0","010",5,5,1,16,0,1,1,"less",20,"gained",10,80,50,5,NA,1,20,50,NA,NA,NA,NA,10,0,NA,NA,NA,40,NA,20,25,NA,15,15,10,NA,50,50,10,NA,2,10,25,2,NA,3,1,4,1,"16"
"752","502343","010","0","0","020",1,5,1,14,0,1,1,"less",0,"gained",50,100,100,50,NA,1,0,80,NA,NA,NA,100,30,30,NA,80,NA,70,NA,NA,0,100,NA,NA,NA,NA,50,50,50,2,1,NA,NA,2,NA,3,1,8,1,"16"
"753","502355","010","0","0","020",1,1,5,12,0,1,1,NA,NA,NA,NA,100,10,0,NA,1,NA,NA,50,NA,NA,50,20,10,NA,100,NA,100,NA,NA,50,NA,20,10,NA,0,NA,0,50,2,1,NA,NA,2,NA,3,1,4,1,"16"
"754","502355","020","0","0","010",5,5,1,13,0,1,1,"more",0,"fallen",100,0,NA,NA,100,1,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,40,NA,NA,100,NA,100,0,NA,0,NA,10,30,NA,2,40,10,3,NA,3,1,9,1,"16"
"755","502362","010","0","0","020",1,1,5,15,0,1,1,NA,NA,NA,NA,90,80,10,NA,1,10,75,NA,50,1,10,10,5,NA,75,NA,30,NA,NA,50,NA,25,10,NA,NA,50,50,50,1,2,25,25,2,NA,3,1,5,1,"16"
"756","502362","020","0","0","010",5,5,1,13,0,1,1,"more",10,"fallen",0,100,100,20,NA,1,NA,NA,NA,NA,NA,NA,20,5,NA,NA,NA,75,NA,50,100,NA,60,50,10,50,NA,70,50,2,1,NA,NA,2,NA,3,1,5,1,"16"
"757","502381","010","0","0","011",1,1,1,13,1,1,1,"less",25,"fallen",5,100,100,80,NA,1,NA,NA,NA,NA,NA,100,75,75,NA,85,NA,85,NA,NA,40,NA,5,0,NA,NA,25,25,999,NA,1,NA,NA,3,NA,3,1,10,1,"16"
"758","502381","011","0","0","010",5,5,5,11,0,1,1,NA,NA,NA,NA,50,50,2,NA,1,NA,NA,NA,90,NA,80,40,50,NA,50,2,25,NA,NA,1,NA,0,NA,NA,NA,75,80,50,2,1,NA,NA,3,NA,3,1,10,1,"16"
"759","502387","010","0","0","020",5,1,5,15,0,1,1,NA,NA,NA,NA,100,90,10,NA,1,10,20,NA,90,NA,40,10,10,NA,80,NA,50,NA,NA,40,NA,10,0,NA,NA,90,90,20,NA,2,0,40,2,NA,3,1,5,1,"16"
"760","502387","020","0","0","010",1,5,1,16,0,1,1,"more",95,"gained",30,99,60,25,NA,1,2,5,NA,NA,NA,NA,50,1,NA,NA,NA,70,NA,70,90,NA,75,30,2,NA,50,50,90,NA,2,50,10,2,NA,2,1,5,1,"16"
"761","502427","010","0","0","020",1,1,5,12,0,1,1,NA,NA,NA,NA,80,80,50,NA,1,NA,NA,10,NA,NA,0,0,NA,NA,80,NA,60,NA,NA,60,NA,40,40,NA,50,NA,50,50,2,1,NA,NA,3,NA,3,1,3,1,"16"
"762","502427","020","0","0","010",5,5,1,16,0,1,1,"less",10,"fallen",0,40,0,NA,NA,1,50,50,NA,0,NA,NA,0,NA,50,60,NA,20,NA,NA,80,NA,80,40,NA,NA,100,100,20,NA,2,0,80,2,NA,3,1,5,1,"16"
"763","502559","010","0","0",NA,1,1,1,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,50,40,NA,50,60,30,NA,NA,50,0,NA,2,NA,25,3,NA,1,1,5,1,"16"
"764","502564","010","0","0","020",5,5,1,15,1,1,1,"less",5,"fallen",5,90,80,5,NA,1,10,50,NA,NA,NA,70,70,10,NA,70,NA,5,NA,NA,20,NA,10,5,NA,NA,40,998,998,NA,1,NA,NA,2,NA,2,1,4,1,"16"
"765","502564","020","0","0","010",1,1,5,11,0,1,1,NA,NA,NA,NA,100,100,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,70,NA,65,NA,NA,20,NA,10,5,NA,0,NA,100,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"766","502569","010","0","0","020",1,5,1,15,0,1,1,"more",80,"gained",50,90,60,0,NA,1,NA,NA,25,NA,NA,NA,25,15,NA,NA,NA,90,NA,50,70,NA,50,40,20,30,NA,35,75,NA,2,50,65,1,NA,2,1,5,1,"16"
"767","502569","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,100,50,0,NA,1,NA,NA,20,NA,NA,0,0,NA,NA,80,NA,50,NA,NA,100,NA,30,10,NA,70,NA,80,80,NA,2,20,20,3,NA,3,1,5,1,"16"
"768","502571","010","0","0","020",5,1,5,10,0,1,1,NA,NA,NA,NA,100,50,20,NA,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,30,NA,20,10,NA,0,NA,15,30,NA,50,50,2,1,NA,NA,2,NA,3,1,6,1,"16"
"769","502571","020","0","0","010",1,5,1,14,0,1,1,"less",25,"fallen",0,100,95,0,NA,1,0,50,NA,NA,NA,100,0,NA,NA,90,NA,50,NA,NA,50,NA,0,NA,NA,NA,100,100,0,NA,2,NA,40,2,NA,3,1,5,1,"16"
"770","502579","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,75,NA,20,10,20,50,NA,50,30,NA,2,10,50,3,NA,2,1,5,1,"16"
"771","502579","020","0","0","010",5,5,1,17,0,1,1,"more",40,"fallen",30,100,100,0,NA,1,20,50,NA,100,NA,100,0,NA,NA,80,NA,50,NA,NA,90,NA,50,20,NA,NA,80,80,20,NA,2,20,70,3,NA,3,1,5,1,"16"
"772","502584","010","0","0","020",1,5,1,16,0,1,1,"less",0,"gained",0,100,100,100,NA,1,0,10,NA,NA,NA,NA,50,40,NA,NA,NA,80,NA,70,25,NA,10,5,10,NA,10,80,40,NA,2,10,20,3,NA,3,1,8,1,"16"
"773","502594","010","0","0","020",1,5,1,15,0,1,1,"less",15,"gained",20,100,100,0,NA,1,0,10,NA,NA,NA,NA,20,10,NA,NA,NA,20,NA,20,10,NA,0,NA,0,10,NA,20,15,NA,2,20,10,3,NA,3,1,5,1,"16"
"774","502594","020","0","0","010",5,1,5,13,1,1,1,NA,NA,NA,NA,50,10,0,NA,1,30,20,NA,NA,NA,NA,10,0,NA,NA,NA,0,NA,50,80,NA,30,10,10,100,NA,100,998,NA,1,NA,NA,3,NA,2,1,8,1,"16"
"775","502667","010","0","0","020",1,1,5,11,1,1,1,NA,NA,NA,NA,100,100,50,NA,1,0,75,NA,NA,NA,NA,0,NA,NA,NA,NA,75,NA,75,998,NA,NA,NA,0,NA,0,50,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"776","502667","020","0","0","010",5,5,1,15,0,1,1,"less",0,"gained",0,95,95,75,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,55,NA,65,0,50,NA,NA,0,NA,35,20,10,NA,2,40,5,2,NA,3,1,4,1,"16"
"777","502730","010","0","0",NA,1,1,1,12,0,1,1,"more",50,"gained",10,100,50,10,NA,1,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,100,NA,70,0,0,NA,NA,0,0,NA,0,50,2,1,NA,NA,2,NA,3,1,5,1,"16"
"778","502750","010","0","0","020",1,5,1,15,0,1,1,"less",30,"fallen",20,95,90,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,70,40,NA,30,25,25,25,NA,75,80,NA,2,40,40,2,NA,3,1,4,1,"16"
"779","502750","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,100,100,100,NA,1,0,100,NA,100,NA,100,0,NA,NA,50,1,25,NA,NA,100,NA,100,0,NA,NA,10,10,50,2,1,NA,NA,3,NA,3,1,5,1,"16"
"780","502759","010","0","0","020",5,5,1,12,0,1,1,"less",10,"fallen",10,100,100,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,0,50,NA,NA,0,NA,NA,25,50,2,1,NA,NA,2,NA,3,2,7,1,"16"
"781","502759","020","0","0","010",1,1,5,12,0,1,1,NA,NA,NA,NA,100,90,50,NA,1,NA,NA,10,NA,NA,NA,5,0,NA,NA,NA,80,NA,30,50,NA,10,10,10,0,NA,50,50,2,1,NA,NA,1,NA,3,1,5,1,"16"
"782","520210","010","0","0","020",5,5,1,16,0,1,1,"less",40,"fallen",50,80,80,40,NA,1,NA,NA,80,20,NA,10,0,NA,NA,60,NA,60,NA,NA,20,NA,20,10,NA,NA,60,70,10,NA,2,0,40,2,NA,3,1,4,1,"16"
"783","520210","020","0","0","010",1,1,5,14,0,1,1,NA,NA,NA,NA,100,20,10,NA,1,5,80,NA,0,NA,NA,50,NA,NA,50,1,50,NA,NA,100,NA,10,0,NA,NA,10,40,60,NA,2,20,10,2,NA,3,1,4,1,"16"
"784","520221","010","0","0","011",5,1,1,13,0,1,1,"more",50,"gained",50,10,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,10,NA,NA,50,NA,75,20,NA,50,NA,75,10,NA,2,10,10,3,NA,3,1,4,1,"16"
"785","520221","011","0","0","010",1,5,5,11,0,1,1,NA,NA,NA,NA,10,0,NA,NA,1,NA,NA,10,0,NA,NA,0,NA,NA,50,2,30,NA,NA,0,0,NA,NA,NA,40,NA,80,70,NA,2,40,60,3,NA,2,1,4,1,"16"
"786","520253","010","0","0",NA,1,1,1,13,0,1,1,"more",0,"fallen",50,0,NA,NA,0,1,NA,NA,50,NA,NA,25,25,25,NA,90,NA,80,NA,NA,0,0,NA,NA,NA,30,NA,30,80,NA,2,25,5,2,NA,3,1,9,1,"16"
