"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MP155","MP156","MP002","MP166","MP167","MP168","MP169","MP170","MP005","MP006","MP059","MP007","MP014","MP015","MP016","MP017","MP164","MP123","MP172","MP173","MP174","MP018","MP020","MP028","MP102","MP029","MP157","MP175","MP176","MP177","MP178","MP032","MP110","MP179","MP111","MP112","MP047","MP113","MP149","MP150","MP180","MP097","MP056","MVDATE","MVERSION","year"
"1151","524207","020","0",NA,"010",5,1,5,17,0,1,NA,NA,NA,NA,NA,2,1,2,NA,50,50,NA,5,1,NA,NA,NA,NA,5,NA,40,NA,60,NA,80,NA,80,70,50,50,2,NA,80,90,NA,2,60,30,1,1,6,5.1,"10"
"1152","524316","010","0",NA,"020",1,5,1,18,0,1,80,NA,0,2,2,100,100,0,NA,20,70,NA,100,1,NA,1,NA,NA,80,NA,90,NA,60,NA,5,NA,0,NA,95,80,NA,NA,80,90,NA,2,75,15,2,1,5,5.1,"10"
"1153","524316","020","0",NA,"010",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,100,50,1,1,NA,NA,NA,0,NA,75,NA,20,NA,0,50,NA,NA,80,50,2,NA,70,50,1,2,50,50,2,1,7,5.1,"10"
"1154","524345","010","0",NA,"020",1,1,5,16,0,1,NA,NA,NA,NA,NA,100,80,60,NA,NA,NA,80,50,1,2,NA,NA,NA,50,NA,90,NA,100,NA,50,NA,100,40,50,60,NA,NA,80,40,NA,2,50,30,2,1,7,5.1,"10"
"1155","524345","020","0",NA,"010",5,5,1,18,0,1,2,NA,98,2,1,100,100,10,NA,NA,NA,50,50,1,NA,1,NA,NA,25,NA,75,NA,30,NA,100,NA,40,10,0,100,NA,NA,100,100,NA,2,10,NA,2,1,7,5.1,"10"
"1156","524467","010","0",NA,"020",1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"1157","524467","020","0",NA,"010",5,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"1158","524535","010","0",NA,"020",1,5,1,17,0,1,30,NA,30,2,2,20,20,10,NA,95,5,NA,0,1,NA,1,NA,NA,NA,NA,50,2,0,NA,0,100,NA,NA,5,50,2,NA,50,30,NA,2,30,5,2,1,2,5.1,"10"
"1159","524535","020","0",NA,"010",5,1,5,16,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,0,10,NA,70,1,NA,3,40,70,10,NA,50,1,10,NA,80,NA,5,0,20,90,NA,NA,90,20,NA,2,30,80,2,1,4,5.1,"10"
"1160","524558","010","0",NA,"020",5,5,1,19,0,1,5,NA,0,2,1,100,50,0,NA,0,90,NA,100,1,NA,3,98,100,80,NA,80,NA,60,NA,100,NA,50,0,0,90,NA,NA,100,70,NA,2,50,70,3,1,6,5.1,"10"
"1161","524558","020","0",NA,"010",1,1,5,16,0,1,NA,NA,NA,NA,NA,60,40,0,NA,NA,NA,70,80,1,NA,3,80,100,80,NA,65,NA,45,NA,100,NA,100,100,35,95,NA,NA,100,55,NA,2,55,50,3,1,6,5.1,"10"
"1162","524629","010","0",NA,NA,1,1,1,17,0,1,20,NA,20,2,1,100,100,0,NA,0,100,NA,0,1,NA,1,NA,NA,NA,NA,100,NA,75,NA,100,NA,100,0,0,0,NA,NA,NA,75,NA,2,75,75,3,1,7,5.1,"10"
"1163","524648","010","0",NA,NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,2,0,NA,0,0,NA,NA,0,20,NA,NA,60,50,1,2,0,50,3,1,7,5.1,"10"
"1164","524759","010","0",NA,"020",1,5,1,17,0,1,NA,NA,NA,NA,NA,50,25,20,NA,NA,NA,60,75,1,NA,3,60,75,50,70,80,NA,40,NA,30,NA,45,15,30,65,NA,NA,85,55,NA,2,80,65,2,1,7,5.1,"10"
"1165","524759","020","0",NA,"010",5,1,5,17,0,1,NA,NA,NA,NA,NA,25,40,0,NA,50,15,NA,50,1,2,NA,NA,NA,50,25,25,NA,25,NA,20,NA,30,25,50,50,2,NA,NA,75,NA,2,50,60,3,1,7,5.1,"10"
"1166","524896","010","0",NA,NA,1,1,1,3,3,1,NA,NA,NA,NA,NA,998,NA,NA,NA,998,998,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5.1,"10"
"1167","524947","010","0",NA,NA,1,1,1,17,0,1,NA,NA,NA,NA,NA,50,25,10,NA,NA,NA,100,80,1,NA,3,70,90,70,100,100,NA,80,NA,10,NA,5,2,5,75,NA,NA,75,75,NA,2,60,10,3,1,6,5.1,"10"
"1168","525217","010","0",NA,"020",5,5,1,18,0,1,90,NA,1,2,2,100,100,20,NA,1,0,NA,100,1,NA,1,NA,NA,50,NA,30,NA,1,NA,100,NA,20,0,70,100,NA,NA,NA,50,1,2,10,50,2,1,4,5.1,"10"
"1169","525217","020","0",NA,"010",1,1,5,13,0,1,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,NA,30,1,NA,3,0,50,20,NA,80,NA,50,NA,10,NA,0,NA,0,100,NA,NA,100,50,1,2,50,10,3,1,4,5.1,"10"
"1170","525330","010","0",NA,"020",1,1,5,17,0,1,NA,NA,NA,NA,NA,100,80,20,NA,10,80,NA,98,1,NA,NA,NA,NA,50,NA,90,NA,75,NA,20,NA,10,10,100,10,NA,NA,20,100,NA,2,10,NA,1,1,7,5.1,"10"
"1171","525330","020","0",NA,"010",5,5,1,20,0,1,10,NA,10,2,1,100,50,0,NA,20,50,NA,30,1,NA,1,NA,NA,20,10,90,NA,90,NA,20,NA,5,1,90,75,NA,NA,75,25,NA,2,20,50,2,1,7,5.1,"10"
"1172","525344","010","0",NA,"020",1,5,1,14,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,20,0,NA,0,1,NA,3,0,0,0,NA,50,2,50,NA,100,NA,80,50,0,0,NA,NA,NA,0,NA,2,NA,0,3,1,1,5.1,"10"
"1173","525344","020","0",NA,"010",5,1,5,13,4,1,NA,NA,NA,NA,NA,100,998,NA,NA,NA,NA,100,100,1,NA,1,NA,NA,0,NA,100,NA,100,NA,100,NA,100,100,998,998,NA,NA,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"1174","525369","010","0",NA,"020",1,5,1,17,0,1,70,NA,50,2,2,0,NA,NA,0,0,80,NA,60,1,NA,1,NA,NA,0,NA,80,NA,70,NA,30,NA,0,NA,0,30,NA,NA,70,40,NA,2,60,0,3,1,7,5.1,"10"
"1175","525788","010","0",NA,NA,1,1,1,18,0,1,50,2,NA,1,NA,80,30,5,NA,25,70,NA,80,1,NA,3,75,92,70,NA,70,NA,50,NA,10,NA,40,50,50,80,NA,NA,70,70,NA,2,50,50,2,1,3,5.1,"10"
"1176","525933","010","0",NA,"020",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"1177","525933","020","0",NA,"010",1,1,5,18,0,1,NA,NA,NA,NA,NA,98,20,20,NA,0,98,NA,30,1,NA,3,30,50,80,50,80,NA,80,NA,30,NA,80,80,80,80,NA,NA,80,80,NA,2,80,98,1,1,5,5.1,"10"
"1178","526070","010","0",NA,NA,1,1,1,19,0,1,50,2,NA,1,NA,25,35,30,NA,35,60,NA,40,1,NA,1,NA,NA,50,60,40,NA,60,NA,50,NA,40,30,60,50,2,NA,60,60,NA,2,60,50,3,1,7,5.1,"10"
"1179","526080","010","0",NA,NA,1,1,1,15,0,1,NA,NA,NA,NA,NA,0,NA,NA,80,0,80,NA,50,1,NA,3,30,50,0,NA,80,NA,30,NA,0,50,NA,NA,0,80,NA,NA,70,80,NA,2,80,20,2,1,7,5.1,"10"
"1180","526138","010","0",NA,NA,1,1,1,11,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,2,0,NA,0,0,NA,NA,50,40,NA,60,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"1181","526216","010","0",NA,"020",1,5,1,19,0,1,50,1,0,2,1,100,100,100,NA,0,50,NA,100,1,NA,1,NA,NA,50,100,50,2,50,NA,20,NA,0,NA,0,80,NA,NA,80,30,NA,2,5,2,2,1,1,5.1,"10"
"1182","526216","020","0",NA,"010",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,0,NA,NA,0,0,NA,100,1,NA,3,998,998,50,NA,50,2,50,NA,50,NA,50,50,50,100,NA,NA,100,50,2,1,NA,NA,2,1,1,5.1,"10"
"1183","526243","010","0",NA,"020",1,5,1,16,0,1,20,NA,10,2,2,10,10,10,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,100,NA,90,NA,50,NA,10,10,50,90,NA,NA,90,20,NA,2,20,30,2,1,5,5.1,"10"
"1184","526336","010","0",NA,"020",5,5,1,17,0,1,90,NA,10,2,1,100,100,70,NA,NA,NA,NA,90,1,NA,3,80,100,70,NA,70,NA,60,NA,30,NA,30,10,50,80,NA,NA,80,70,NA,2,70,30,2,1,5,5.1,"10"
"1185","526336","020","0",NA,"010",1,1,5,14,1,1,NA,NA,NA,NA,NA,100,50,25,NA,NA,NA,NA,50,1,NA,3,40,60,25,NA,90,NA,75,NA,25,NA,25,25,25,75,NA,NA,90,998,NA,1,NA,NA,3,1,5,5.1,"10"
"1186","526579","010","0",NA,NA,1,1,1,19,0,1,30,NA,5,2,2,100,100,70,NA,60,0,NA,50,1,2,NA,NA,NA,60,NA,90,NA,90,NA,30,NA,20,10,0,95,NA,NA,100,70,NA,2,30,10,2,1,5,5.1,"10"
"1187","526713","010","0",NA,"020",1,1,1,13,0,1,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,50,10,1,NA,3,1,10,0,NA,50,1,25,NA,75,NA,50,25,25,75,NA,NA,NA,50,2,1,NA,NA,2,1,2,5.1,"10"
"1188","526713","020","0",NA,"010",5,5,5,13,1,1,NA,NA,NA,NA,NA,100,60,0,NA,NA,NA,NA,2,1,NA,NA,NA,NA,10,20,80,NA,2,NA,2,NA,0,NA,2,80,NA,NA,NA,999,NA,1,NA,NA,3,1,2,5.1,"10"
"1189","526788","010","0",NA,"020",5,5,1,19,0,1,80,NA,10,2,1,100,50,0,NA,50,50,NA,80,1,NA,3,70,90,80,NA,100,NA,80,NA,30,NA,30,10,50,50,1,NA,50,75,NA,2,50,15,2,1,7,5.1,"10"
"1190","526788","020","0",NA,"010",1,1,5,13,2,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,90,50,1,NA,3,998,998,20,NA,50,2,20,NA,0,75,NA,NA,0,998,NA,NA,80,998,NA,1,NA,NA,3,1,7,5.1,"10"
"1191","526811","010","0",NA,"020",1,5,1,14,0,1,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,20,0,1,NA,1,NA,NA,NA,NA,50,2,40,NA,90,NA,80,50,40,100,NA,NA,100,60,NA,2,10,60,2,2,7,5.1,"10"
"1192","526811","020","0",NA,"010",5,1,5,13,0,1,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,90,NA,90,50,50,100,NA,100,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"1193","526931","010","0",NA,"020",5,1,5,15,0,1,NA,NA,NA,NA,NA,80,60,0,NA,0,100,NA,80,1,NA,3,40,80,0,NA,100,NA,80,NA,0,0,NA,NA,20,80,NA,NA,100,50,2,1,NA,NA,3,1,7,5.1,"10"
"1194","526931","020","0",NA,"010",1,5,1,17,0,1,50,2,NA,1,NA,90,90,60,NA,NA,NA,90,80,1,NA,3,0,100,50,20,90,NA,80,NA,20,NA,0,NA,50,50,2,NA,50,20,NA,2,20,50,3,1,5,5.1,"10"
"1195","526942","010","0",NA,"020",1,5,1,19,2,1,0,NA,10,2,1,10,10,0,NA,50,50,NA,50,1,NA,3,40,60,10,NA,998,NA,998,NA,20,NA,10,10,10,100,NA,NA,90,80,NA,2,50,40,2,1,7,5.1,"10"
"1196","526942","020","0",NA,"010",5,1,5,12,6,1,NA,NA,NA,NA,NA,80,0,NA,NA,998,0,NA,90,1,NA,3,90,100,70,NA,998,NA,998,NA,998,NA,NA,NA,998,80,NA,NA,NA,998,NA,1,NA,NA,2,1,7,5.1,"10"
"1197","526946","010","0",NA,"020",1,5,1,20,0,1,80,NA,10,2,2,100,100,100,NA,80,50,NA,5,1,NA,NA,NA,NA,5,10,80,NA,60,NA,20,NA,10,5,25,95,NA,NA,75,50,1,2,25,10,2,1,7,5.1,"10"
"1198","526946","020","0",NA,"010",5,1,5,16,0,1,NA,NA,NA,NA,NA,100,100,51,NA,0,100,NA,0,1,NA,3,0,5,0,NA,10,NA,5,NA,0,0,NA,NA,0,5,NA,NA,100,50,1,2,75,25,2,1,7,5.1,"10"
"1199","527008","010","0",NA,NA,1,1,1,18,1,1,100,NA,10,2,2,100,100,100,NA,0,5,NA,30,1,NA,3,25,35,0,0,90,NA,75,NA,0,100,NA,NA,90,100,NA,NA,100,998,NA,1,NA,NA,2,1,7,5.1,"10"
"1200","527009","010","0",NA,"020",5,5,1,17,0,1,10,NA,10,2,1,100,75,50,NA,NA,NA,NA,60,1,NA,3,50,70,60,NA,80,NA,40,NA,50,NA,20,5,50,65,NA,NA,50,70,NA,2,20,20,1,1,7,5.1,"10"
"1201","527009","020","0",NA,"010",1,1,5,16,0,1,NA,NA,NA,NA,NA,99,99,30,NA,NA,NA,NA,20,1,NA,3,20,40,20,30,50,2,25,NA,30,NA,10,10,50,60,NA,NA,60,60,NA,2,55,40,2,1,6,5.1,"10"
"1202","527070","010","0",NA,NA,1,1,1,18,0,1,40,NA,25,2,2,75,10,0,NA,0,40,NA,60,1,NA,3,60,80,60,NA,80,NA,40,NA,10,NA,0,NA,0,60,NA,NA,80,40,NA,2,40,40,3,1,7,5.1,"10"
"1203","527241","010","0",NA,NA,1,1,1,19,0,1,40,NA,40,2,2,100,100,20,NA,0,40,NA,100,1,NA,3,0,100,50,NA,50,2,50,NA,50,NA,50,0,0,50,2,NA,50,20,NA,2,20,20,3,1,7,5.1,"10"
"1204","527250","010","0",NA,NA,1,1,1,17,0,1,NA,NA,NA,NA,NA,100,100,50,NA,10,10,NA,5,1,NA,NA,NA,NA,1,NA,50,1,50,NA,90,NA,40,10,40,90,NA,NA,90,20,NA,2,10,50,2,1,4,5.1,"10"
"1205","527299","010","0",NA,"020",5,1,1,17,0,1,20,NA,10,2,1,50,0,NA,NA,NA,NA,50,10,1,NA,1,NA,NA,0,NA,80,NA,60,NA,5,NA,5,5,50,100,NA,NA,100,50,1,2,20,30,3,1,7,5.1,"10"
"1206","527299","020","0",NA,"010",1,5,5,16,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,80,50,1,2,NA,NA,NA,40,80,80,NA,80,NA,75,NA,50,20,20,100,NA,NA,90,20,NA,2,20,50,2,1,7,5.1,"10"
"1207","527338","010","0",NA,"020",1,5,1,14,0,1,50,2,NA,1,NA,0,NA,NA,0,NA,NA,100,0,1,NA,1,NA,NA,NA,NA,80,NA,50,NA,0,80,NA,NA,10,80,NA,NA,100,20,NA,2,40,90,3,1,7,5.1,"10"
"1208","527338","020","0",NA,"010",5,1,5,16,0,1,NA,NA,NA,NA,NA,30,0,NA,NA,10,40,NA,90,1,NA,3,90,100,90,30,70,NA,50,NA,0,0,NA,NA,15,80,NA,NA,80,25,NA,2,25,60,2,1,7,5.1,"10"
"1209","527389","010","0",NA,"020",5,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"1210","527389","020","0",NA,"010",1,5,1,19,0,1,10,NA,10,2,1,90,90,90,NA,10,90,NA,90,1,NA,3,90,98,50,NA,50,1,25,NA,70,NA,70,80,50,20,NA,NA,60,90,NA,2,90,40,1,1,7,5.1,"10"
"1211","527401","010","0",NA,"020",5,1,5,17,0,1,NA,NA,NA,NA,NA,90,90,70,NA,0,0,NA,95,1,NA,NA,NA,NA,0,NA,50,2,10,NA,10,NA,95,50,70,98,NA,NA,98,90,NA,2,90,10,3,1,2,5.1,"10"
"1212","527401","020","0",NA,"010",1,5,1,19,0,1,50,1,2,2,1,89,75,10,NA,5,89,NA,99,1,NA,NA,NA,NA,10,NA,45,NA,5,NA,98,NA,10,1,50,75,NA,NA,80,75,NA,2,45,15,2,1,2,5.1,"10"
"1213","527500","020","0",NA,"010",1,1,5,15,1,1,NA,NA,NA,NA,NA,0,NA,NA,5,0,0,NA,50,1,NA,3,50,100,35,NA,35,NA,10,NA,60,NA,5,0,10,10,NA,NA,7,998,NA,1,NA,NA,2,1,7,5.1,"10"
"1214","527545","010","0",NA,"020",1,5,1,18,0,1,80,NA,0,2,1,80,0,NA,NA,0,80,NA,85,1,NA,NA,NA,NA,85,NA,90,NA,75,NA,80,NA,85,10,5,100,NA,NA,100,80,NA,2,90,50,2,1,1,5.1,"10"
"1215","527545","020","0",NA,"010",5,1,5,15,0,1,NA,NA,NA,NA,NA,10,10,10,NA,10,80,NA,10,1,NA,1,NA,NA,10,NA,80,NA,80,NA,0,0,NA,NA,0,80,NA,NA,80,50,2,1,NA,NA,3,1,3,5.1,"10"
"1216","527619","020","0",NA,"010",1,5,1,19,0,1,20,NA,20,2,1,100,80,30,NA,20,70,NA,100,1,NA,1,NA,NA,80,35,60,NA,25,NA,40,NA,35,25,10,80,NA,NA,NA,65,NA,2,55,40,3,1,7,5.1,"10"
"1217","527773","010","0",NA,"020",1,1,5,13,1,1,NA,NA,NA,NA,NA,80,80,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,90,NA,100,NA,100,NA,80,0,998,50,2,NA,50,50,2,1,NA,NA,3,1,7,5.1,"10"
"1218","527773","020","0",NA,"010",5,5,1,18,2,1,45,NA,0,2,2,100,100,0,NA,0,0,NA,998,1,NA,NA,NA,NA,NA,NA,70,NA,50,NA,20,NA,5,2,998,50,1,NA,20,25,NA,2,10,25,2,1,7,5.1,"10"
"1219","527904","010","0",NA,"020",1,1,5,13,0,1,NA,NA,NA,NA,NA,100,100,50,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,85,NA,90,NA,50,NA,5,5,30,85,NA,NA,75,50,2,1,NA,NA,2,1,7,5.1,"10"
"1220","527904","020","0",NA,"010",5,5,1,19,0,1,80,NA,90,2,1,100,100,50,NA,10,75,NA,50,1,1,NA,NA,NA,25,NA,60,NA,30,NA,90,NA,75,10,5,99,NA,NA,99,90,NA,2,10,10,2,1,7,5.1,"10"
"1221","528161","010","0",NA,"020",5,5,1,16,0,1,20,NA,30,2,1,100,100,65,NA,NA,NA,NA,0,1,NA,3,0,10,0,NA,80,NA,65,NA,100,NA,50,5,50,10,NA,NA,NA,30,NA,2,25,30,2,1,7,5.1,"10"
"1222","528161","020","0",NA,"010",1,1,5,14,0,1,NA,NA,NA,NA,NA,100,100,50,NA,NA,NA,NA,20,1,NA,3,15,30,0,NA,95,NA,85,NA,100,NA,75,10,75,95,NA,NA,NA,60,NA,2,5,45,2,1,7,5.1,"10"
"1223","528178","020","0",NA,"010",1,1,5,15,0,1,NA,NA,NA,NA,NA,10,2,30,NA,0,10,NA,70,1,NA,1,NA,NA,40,NA,50,2,20,NA,10,NA,0,NA,0,100,NA,NA,90,0,NA,2,NA,70,3,1,6,5.1,"10"
"1224","528182","010","0",NA,"020",1,5,1,19,0,1,50,1,60,2,1,100,100,50,NA,NA,NA,90,80,1,NA,3,75,100,75,80,75,NA,65,NA,100,NA,25,10,25,75,NA,NA,50,50,1,2,20,30,1,1,7,5.1,"10"
"1225","528182","020","0",NA,"010",5,1,5,14,0,1,NA,NA,NA,NA,NA,90,90,60,NA,NA,NA,60,10,1,NA,3,10,20,10,NA,80,NA,75,NA,40,NA,20,10,50,90,NA,NA,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"1226","528302","010","0",NA,"020",5,1,5,16,0,1,NA,NA,NA,NA,NA,90,50,10,NA,10,50,NA,10,1,NA,3,0,10,0,NA,90,NA,50,NA,50,NA,25,10,50,75,NA,NA,50,50,2,1,NA,NA,3,1,7,5.1,"10"
"1227","528302","020","0",NA,"010",1,5,1,18,0,1,10,NA,0,2,2,10,10,10,NA,10,0,NA,0,1,NA,3,0,25,0,NA,75,NA,10,NA,50,NA,0,NA,0,25,NA,NA,50,75,NA,2,10,50,2,1,7,5.1,"10"
"1228","528363","010","0",NA,"020",1,5,1,18,0,1,50,2,NA,1,NA,70,5,0,NA,10,50,NA,100,1,NA,1,NA,NA,90,NA,85,NA,65,NA,40,NA,20,10,10,75,NA,NA,100,70,NA,2,10,50,2,1,6,5.1,"10"
"1229","528363","020","0",NA,"010",5,1,5,16,0,1,NA,NA,NA,NA,NA,80,80,25,NA,20,50,NA,40,1,NA,1,NA,NA,30,NA,20,NA,15,NA,80,NA,80,80,40,25,NA,NA,45,50,2,1,NA,NA,2,1,6,5.1,"10"
"1230","528423","010","0",NA,"020",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,100,0,NA,10,100,NA,0,1,NA,1,NA,NA,NA,NA,80,NA,50,NA,0,0,NA,NA,10,80,NA,NA,100,90,NA,2,15,20,1,1,6,5.1,"10"
"1231","528423","020","0",NA,"010",1,5,1,18,0,1,10,NA,10,2,2,100,100,100,NA,10,1,NA,0,1,NA,3,0,5,0,NA,90,NA,80,NA,0,0,NA,NA,0,100,NA,NA,100,10,NA,2,10,50,2,1,5,5.1,"10"
"1232","528519","010","0",NA,NA,1,1,1,16,0,1,NA,NA,NA,NA,NA,40,0,NA,NA,5,85,NA,90,1,NA,3,85,95,65,NA,80,NA,40,NA,10,NA,5,0,65,10,NA,NA,100,10,NA,2,65,55,2,1,7,5.1,"10"
"1233","528616","010","0",NA,NA,1,1,1,18,0,1,0,NA,10,2,1,100,100,50,NA,NA,NA,NA,50,1,2,NA,NA,NA,50,10,50,2,50,NA,50,NA,50,10,50,50,2,NA,75,10,NA,2,10,30,2,1,7,5.1,"10"
"1234","528662","010","0",NA,NA,1,1,1,18,0,1,10,NA,80,2,1,50,10,0,NA,0,0,NA,50,1,NA,3,998,NA,0,NA,50,2,0,NA,60,NA,0,NA,0,80,NA,NA,80,10,NA,2,10,10,2,1,7,5.1,"10"
"1235","528748","010","0",NA,"020",5,5,1,17,0,1,50,1,60,2,2,45,45,45,NA,NA,NA,10,35,1,NA,NA,NA,NA,25,NA,75,NA,85,NA,0,0,NA,NA,0,55,NA,NA,15,30,NA,2,75,30,3,1,2,5.1,"10"
"1236","528748","020","0",NA,"010",1,1,5,11,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,30,NA,NA,50,998,NA,1,NA,NA,3,2,2,5.1,"10"
"1237","528763","010","0",NA,"020",5,5,5,17,0,1,NA,NA,NA,NA,NA,100,100,5,NA,5,25,NA,20,1,NA,3,10,50,10,NA,5,NA,1,NA,100,NA,10,1,1,50,2,NA,50,25,NA,2,5,5,2,1,7,5.1,"10"
"1238","528763","020","0",NA,"010",1,1,1,18,0,1,80,NA,10,2,1,100,100,10,NA,0,80,NA,10,1,NA,3,0,25,10,NA,70,NA,60,NA,50,NA,25,5,20,80,NA,NA,NA,50,1,2,5,5,3,1,7,5.1,"10"
"1239","528854","010","0",NA,"020",1,1,5,16,0,1,NA,NA,NA,NA,NA,100,100,50,NA,10,5,NA,60,1,NA,3,50,75,50,NA,75,NA,50,NA,100,NA,50,10,60,60,NA,NA,80,50,2,1,NA,NA,3,1,6,5.1,"10"
"1240","528854","020","0",NA,"010",5,5,1,18,0,1,50,2,NA,1,NA,100,100,50,NA,0,100,NA,90,1,NA,1,NA,NA,50,NA,80,NA,60,NA,20,NA,10,5,30,80,NA,NA,80,60,NA,2,40,40,2,1,6,5.1,"10"
"1241","529044","010","0",NA,"020",1,1,5,16,1,1,NA,NA,NA,NA,NA,100,100,0,NA,0,0,NA,75,1,NA,3,65,75,40,NA,50,2,998,NA,0,100,NA,NA,0,75,NA,NA,100,60,NA,2,0,25,3,1,7,5.1,"10"
"1242","529044","020","0",NA,"010",5,5,1,16,0,1,0,NA,0,2,1,100,100,0,NA,0,0,NA,0,1,NA,1,NA,NA,NA,NA,90,NA,90,NA,0,100,NA,NA,90,10,NA,NA,NA,60,NA,2,60,50,2,1,7,5.1,"10"
"1243","529182","010","0",NA,NA,1,1,1,13,0,1,50,2,NA,1,NA,0,NA,NA,50,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,2,50,NA,50,NA,50,50,50,50,2,NA,50,50,2,1,NA,NA,2,1,7,5.1,"10"
"1244","529183","010","0",NA,"020",1,5,1,18,1,1,20,NA,50,2,1,80,50,0,NA,NA,NA,70,40,1,NA,1,NA,NA,20,NA,70,NA,30,NA,80,NA,70,30,0,70,NA,NA,50,40,NA,2,998,NA,2,1,3,5.1,"10"
"1245","529183","020","0",NA,"010",5,1,5,16,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,80,80,NA,80,1,NA,3,50,100,60,NA,80,NA,50,NA,20,NA,10,0,0,100,NA,NA,90,90,NA,2,80,40,3,1,7,5.1,"10"
"1246","529188","010","0",NA,"020",5,1,5,15,0,1,NA,NA,NA,NA,NA,50,50,0,NA,50,50,NA,75,1,NA,3,50,100,100,50,100,NA,100,NA,0,0,NA,NA,0,100,NA,NA,NA,50,2,1,NA,NA,2,1,2,5.1,"10"
"1247","529188","020","0",NA,"010",1,5,1,15,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,50,0,NA,75,1,NA,3,70,75,100,NA,50,2,75,NA,100,NA,100,100,25,50,1,NA,50,50,2,1,NA,NA,3,1,2,5.1,"10"
"1248","529228","010","0",NA,"020",1,5,1,18,0,1,50,2,NA,1,NA,99,10,100,NA,90,50,NA,25,1,NA,1,NA,NA,20,NA,98,NA,65,NA,100,NA,100,75,20,100,NA,NA,100,80,NA,2,85,65,2,1,7,5.1,"10"
"1249","529228","020","0",NA,"010",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,NA,100,1,NA,3,90,100,90,NA,100,NA,100,NA,10,NA,10,0,0,100,NA,NA,100,20,NA,2,10,50,2,1,8,5.1,"10"
"1250","529400","010","0",NA,"020",1,5,1,12,3,1,1,NA,998,2,1,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,100,NA,100,NA,998,NA,NA,NA,0,998,NA,50,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"1251","529400","020","0",NA,"010",5,1,5,15,1,1,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,20,0,1,NA,3,0,5,5,10,20,NA,20,NA,25,NA,20,15,20,25,NA,NA,NA,20,NA,2,998,NA,3,1,7,5.1,"10"
