"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MP155","MP156","MP002","MP166","MP167","MP168","MP169","MP170","MP005","MP006","MP059","MP007","MP014","MP015","MP016","MP017","MP164","MP123","MP172","MP173","MP174","MP018","MP020","MP028","MP102","MP029","MP157","MP175","MP176","MP177","MP178","MP032","MP110","MP179","MP111","MP112","MP047","MP113","MP149","MP150","MP180","MP097","MP056","MVDATE","MVERSION","year"
"892","500234","010","0","0","020",5,1,1,17,0,1,10,NA,5,2,1,80,80,30,NA,NA,NA,90,90,1,NA,3,88,92,20,NA,25,NA,10,NA,80,NA,20,20,NA,70,NA,NA,80,20,NA,2,10,70,2,1,7,5.1,"10"
"893","500234","020","0","0","010",1,5,5,14,0,1,NA,NA,NA,NA,NA,80,80,80,NA,NA,NA,NA,95,1,NA,NA,NA,NA,75,NA,90,NA,80,NA,80,NA,70,5,NA,8,NA,NA,80,75,NA,2,50,40,2,1,7,5.1,"10"
"894","500269","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,NA,NA,75,60,0,NA,0,50,NA,25,1,NA,1,NA,NA,25,NA,50,2,50,NA,0,0,NA,NA,NA,90,NA,NA,90,50,2,1,NA,NA,3,1,1,5.1,"10"
"895","500269","020","0","0","010",5,5,1,17,0,1,10,NA,10,2,1,90,50,10,NA,10,10,NA,80,1,NA,3,60,100,80,NA,80,NA,50,NA,25,NA,10,5,NA,100,NA,NA,100,50,2,1,NA,NA,2,1,1,5.1,"10"
"896","500371","010","1","1",NA,1,1,1,16,0,1,NA,NA,NA,NA,NA,100,100,100,NA,10,10,NA,25,1,NA,3,10,30,10,NA,90,NA,50,NA,50,NA,10,5,NA,100,NA,NA,100,50,1,2,10,20,2,1,2,5.1,"10"
"897","500371","020","2","2","021",1,1,1,17,0,1,50,2,NA,1,NA,100,100,30,NA,50,10,NA,100,1,NA,1,NA,NA,50,NA,50,2,40,NA,80,NA,20,10,NA,100,NA,NA,100,70,NA,2,5,40,2,1,7,5.1,"10"
"898","500371","021","2","2","020",5,5,5,15,0,1,NA,NA,NA,NA,NA,100,100,0,NA,0,100,NA,100,1,NA,3,90,100,90,NA,90,NA,50,NA,10,NA,0,NA,NA,100,NA,NA,100,100,NA,2,100,NA,2,1,8,5.1,"10"
"899","500406","010","0","0","020",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"900","500406","020","0","0","010",1,1,1,18,0,1,10,NA,5,2,2,100,100,100,NA,0,5,NA,5,1,NA,NA,NA,NA,0,NA,80,NA,20,NA,50,NA,10,10,NA,90,NA,NA,10,10,NA,2,10,5,3,1,8,5.1,"10"
"901","500426","010","0","0","020",5,1,5,16,0,1,NA,NA,NA,NA,NA,100,100,50,NA,10,50,NA,75,1,NA,3,60,80,0,NA,70,NA,30,NA,25,NA,50,25,NA,100,NA,NA,20,50,1,2,20,50,2,1,2,5.1,"10"
"902","500426","020","0","0","010",1,5,1,18,0,1,60,NA,5,2,2,99,90,5,NA,0,0,NA,95,1,NA,NA,NA,NA,20,NA,90,NA,50,NA,5,NA,5,5,NA,100,NA,NA,10,60,NA,2,5,5,2,1,2,5.1,"10"
"903","500427","010","0","0","020",5,5,1,16,0,1,10,NA,5,2,2,100,100,100,NA,NA,NA,3,0,1,NA,1,NA,NA,NA,NA,15,NA,0,NA,100,NA,50,25,NA,90,NA,NA,90,70,NA,2,30,60,2,1,7,5.1,"10"
"904","500427","020","0","0","010",1,1,5,15,0,1,NA,NA,NA,NA,NA,100,90,30,NA,NA,NA,20,20,1,NA,3,15,30,20,NA,10,NA,5,NA,80,NA,70,20,NA,80,NA,80,NA,5,NA,2,5,50,2,2,7,5.1,"10"
"905","500438","010","0","0","020",1,1,5,15,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,60,10,1,NA,3,10,30,0,20,50,2,30,NA,20,NA,20,20,NA,30,NA,NA,50,30,NA,2,30,50,3,1,2,5.1,"10"
"906","500438","020","0","0","010",5,5,1,14,0,1,NA,NA,NA,NA,NA,10,5,2,NA,0,10,NA,0,1,NA,1,NA,NA,NA,NA,100,NA,5,NA,0,0,NA,NA,NA,100,NA,NA,10,5,NA,2,2,20,2,1,2,5.1,"10"
"907","500451","020","0","0","021",1,1,1,16,0,1,NA,NA,NA,NA,NA,75,50,10,NA,10,90,NA,90,1,NA,3,80,100,90,NA,75,NA,40,NA,50,NA,20,0,NA,90,NA,NA,100,75,NA,2,25,20,3,1,1,5.1,"10"
"908","500451","021","0","0","020",5,5,5,14,0,1,NA,NA,NA,NA,NA,80,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,60,NA,20,NA,50,NA,20,0,50,70,NA,80,NA,50,1,2,50,20,3,1,2,5.1,"10"
"909","500491","010","0","0","020",1,1,5,16,0,1,NA,NA,NA,NA,NA,100,95,75,NA,10,95,NA,100,1,NA,1,NA,NA,100,NA,100,NA,80,NA,50,NA,5,0,NA,100,NA,NA,100,85,NA,2,40,5,3,1,2,5.1,"10"
"910","500491","020","0","0","010",5,5,1,15,0,1,50,2,NA,1,NA,0,NA,NA,0,0,10,NA,40,1,NA,3,998,NA,20,NA,50,2,10,NA,100,NA,100,20,NA,80,NA,NA,60,50,2,1,NA,NA,3,1,2,5.1,"10"
"911","500516","010","0","0","020",1,1,5,16,0,1,NA,NA,NA,NA,NA,100,100,50,NA,5,50,NA,75,1,NA,3,75,100,50,NA,50,2,50,NA,75,NA,50,25,NA,100,NA,NA,100,50,1,2,50,50,2,1,7,5.1,"10"
"912","500516","020","0","0","010",5,5,1,15,2,1,100,NA,10,2,2,100,100,100,NA,NA,NA,NA,100,1,NA,1,NA,NA,100,NA,998,NA,998,NA,100,NA,100,0,NA,100,NA,NA,100,0,NA,2,NA,100,1,1,8,5.1,"10"
"913","500550","010","0","0",NA,1,1,1,16,0,1,80,NA,5,2,1,100,100,100,NA,NA,NA,NA,70,1,NA,3,65,75,65,NA,80,NA,80,NA,100,NA,10,10,NA,90,NA,NA,80,80,NA,2,30,30,2,1,2,5.1,"10"
"914","500608","010","0","0",NA,1,1,1,17,0,1,20,NA,5,2,1,80,80,0,NA,0,5,NA,90,1,NA,3,998,998,90,NA,90,NA,50,NA,0,0,NA,NA,NA,80,NA,NA,80,5,NA,2,5,80,3,1,7,5.1,"10"
"915","500632","010","0","0","020",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"916","500632","020","0","0","010",1,5,1,15,1,1,50,2,NA,1,NA,100,80,50,NA,NA,NA,10,10,1,NA,3,998,NA,5,NA,50,2,50,NA,50,NA,50,10,NA,70,NA,NA,50,998,NA,1,NA,NA,3,1,7,5.1,"10"
"917","500658","010","0","0","020",1,5,1,15,0,1,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,40,NA,5,NA,10,NA,5,2,NA,90,NA,90,NA,30,NA,2,20,40,2,1,7,5.1,"10"
"918","500658","020","0","0","010",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"919","500706","010","0","0","020",5,5,1,17,0,1,40,NA,20,2,2,10,0,NA,NA,30,80,NA,60,1,NA,3,998,998,25,NA,45,NA,25,NA,15,NA,10,10,NA,90,NA,NA,80,45,NA,2,15,35,2,1,7,5.1,"10"
"920","500706","020","0","0","010",1,1,5,3,3,1,NA,NA,NA,NA,NA,998,NA,NA,NA,998,998,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5.1,"10"
"921","500721","010","0","0","020",1,1,1,14,0,1,0,NA,0,2,1,100,50,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,80,NA,10,NA,5,NA,0,NA,NA,100,NA,0,NA,40,NA,2,0,20,3,1,7,5.1,"10"
"922","500721","020","0","0","010",5,5,5,12,0,1,NA,NA,NA,NA,NA,40,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,80,NA,10,NA,100,NA,10,0,NA,80,NA,80,NA,20,NA,2,10,40,3,1,7,5.1,"10"
"923","500722","010","0","0","020",5,5,1,13,3,1,NA,NA,NA,NA,NA,0,NA,NA,30,20,10,NA,NA,1,NA,NA,NA,NA,0,NA,999,NA,999,NA,0,60,NA,NA,NA,80,NA,NA,999,60,NA,2,60,60,2,1,3,5.1,"10"
"924","500722","020","0","0","010",1,1,5,12,0,1,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,NA,10,1,NA,1,NA,NA,10,50,60,NA,30,NA,0,50,NA,NA,NA,50,1,NA,NA,50,2,1,NA,NA,2,1,1,5.1,"10"
"925","500733","010","0","0","020",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,100,50,NA,10,50,NA,25,1,NA,3,20,30,10,NA,75,NA,25,NA,0,0,NA,NA,NA,75,NA,NA,75,50,1,2,20,20,3,1,5,5.1,"10"
"926","500733","020","0","0","010",1,5,1,15,0,1,NA,NA,NA,NA,NA,100,100,40,NA,0,40,NA,40,1,NA,3,30,50,20,NA,80,NA,80,NA,0,0,NA,NA,NA,50,1,NA,40,50,1,2,40,40,3,1,5,5.1,"10"
"927","500764","010","0","0",NA,1,1,1,12,0,1,50,2,NA,1,NA,100,100,30,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,80,NA,50,NA,50,NA,0,NA,NA,90,NA,NA,NA,75,NA,2,80,20,2,1,2,5.1,"10"
"928","500780","010","0","0",NA,1,1,1,15,0,1,10,NA,0,2,1,100,100,0,NA,0,0,NA,0,1,NA,1,NA,NA,NA,NA,50,2,0,NA,0,100,NA,NA,NA,100,NA,NA,100,50,2,1,NA,NA,3,1,8,5.1,"10"
"929","500788","010","0","0","011",5,1,1,15,6,1,20,NA,10,2,2,80,75,5,NA,15,50,NA,90,1,NA,3,90,100,25,NA,999,NA,999,NA,998,NA,NA,NA,NA,998,NA,NA,998,998,NA,1,NA,NA,3,1,2,5.1,"10"
"930","500788","011","0","0","010",1,5,5,16,0,1,NA,NA,NA,NA,NA,100,100,50,NA,50,30,NA,60,1,NA,3,998,998,0,NA,70,NA,60,NA,50,NA,50,10,NA,50,2,NA,80,60,NA,2,50,30,2,1,2,5.1,"10"
"931","500799","010","0","0","020",5,1,5,10,1,1,NA,NA,NA,NA,NA,0,NA,NA,40,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,40,NA,40,NA,20,NA,0,NA,NA,50,1,NA,50,998,NA,1,NA,NA,3,1,7,5.1,"10"
"932","500799","020","0","0","010",1,5,1,18,0,1,10,NA,5,2,1,50,10,5,NA,10,20,NA,50,1,NA,3,20,50,50,NA,50,1,50,NA,70,NA,50,15,NA,40,NA,NA,40,50,1,2,40,15,2,1,7,5.1,"10"
"933","500803","010","0","0","020",5,5,1,15,0,1,50,2,NA,1,NA,50,10,5,NA,NA,NA,NA,70,1,NA,3,65,80,50,NA,60,NA,50,NA,40,NA,25,10,NA,40,NA,NA,20,40,NA,2,20,20,2,1,7,5.1,"10"
"934","500803","020","0","0","010",1,1,5,16,0,1,NA,NA,NA,NA,NA,10,0,NA,NA,5,75,NA,50,1,2,NA,NA,NA,20,0,90,NA,75,NA,10,NA,5,5,NA,25,NA,NA,75,20,NA,2,20,10,3,1,7,5.1,"10"
"935","500814","010","1","1",NA,1,1,1,12,0,1,0,NA,10,2,1,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,1,0,NA,0,0,NA,NA,NA,80,NA,80,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"936","500814","020","2","2",NA,1,1,1,13,0,1,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,60,0,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,20,NA,10,0,NA,40,NA,NA,40,60,NA,2,40,40,3,1,7,5.1,"10"
"937","500831","010","0","0","020",5,1,5,16,0,1,NA,NA,NA,NA,NA,100,80,0,NA,0,80,NA,50,1,2,NA,NA,NA,30,NA,80,NA,70,NA,50,NA,25,20,NA,50,2,NA,50,75,NA,2,50,20,2,1,7,5.1,"10"
"938","500831","020","0","0","010",1,5,1,16,0,1,30,NA,50,2,1,50,10,5,NA,0,100,NA,50,1,NA,3,NA,999,50,NA,100,NA,100,NA,0,0,NA,NA,NA,0,NA,NA,NA,30,NA,2,20,40,2,1,7,5.1,"10"
"939","500851","010","0","0","020",1,1,5,17,0,1,NA,NA,NA,NA,NA,100,75,20,NA,50,10,NA,100,1,NA,3,90,100,90,10,80,NA,70,NA,100,NA,30,10,NA,90,NA,NA,90,50,1,2,50,50,3,1,1,5.1,"10"
"940","500851","020","0","0","010",5,5,1,19,0,1,8,NA,10,2,2,100,95,5,NA,8,50,NA,100,1,NA,1,NA,NA,90,40,90,NA,80,NA,10,NA,5,0,NA,75,NA,NA,90,80,NA,2,40,50,2,1,2,5.1,"10"
"941","500862","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,NA,NA,100,100,100,NA,0,100,NA,100,1,NA,3,95,100,70,NA,80,NA,70,NA,5,NA,0,NA,NA,50,1,NA,20,50,2,1,NA,NA,3,1,1,5.1,"10"
"942","500862","020","0","0","010",5,5,1,18,0,1,80,NA,0,2,2,100,100,100,NA,0,100,NA,100,1,NA,1,NA,NA,100,NA,80,NA,50,NA,50,NA,10,5,NA,30,NA,NA,30,60,NA,2,50,10,1,1,7,5.1,"10"
"943","500906","010","0","0",NA,1,1,1,15,1,1,20,NA,10,2,2,100,0,NA,NA,NA,NA,NA,50,1,NA,3,998,998,20,NA,70,NA,20,NA,20,NA,20,0,NA,998,NA,NA,60,30,NA,2,20,998,3,1,2,5.1,"10"
"944","500936","010","0","0","020",1,1,5,11,3,1,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,80,50,1,2,NA,NA,NA,50,NA,100,NA,998,NA,999,NA,NA,NA,NA,80,NA,NA,75,60,NA,2,50,50,3,1,7,5.1,"10"
"945","500936","020","0","0","010",5,5,1,16,0,1,30,NA,50,2,1,2,0,NA,NA,NA,NA,50,25,1,NA,3,15,30,60,80,100,NA,85,NA,0,10,NA,NA,NA,80,NA,NA,99,40,NA,2,10,90,2,1,7,5.1,"10"
"946","500995","010","0","0",NA,1,1,1,18,0,1,20,NA,10,2,1,80,80,20,NA,0,80,NA,80,1,NA,1,NA,NA,60,NA,100,NA,100,NA,90,NA,30,10,NA,70,NA,NA,70,40,NA,2,20,30,2,1,6,5.1,"10"
"947","501019","010","0","0","020",5,5,1,16,0,1,10,NA,20,2,2,60,20,10,NA,10,20,NA,80,1,NA,1,NA,NA,40,NA,60,NA,30,NA,0,30,NA,NA,NA,100,NA,NA,90,50,2,1,NA,NA,3,1,7,5.1,"10"
"948","501019","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,NA,NA,100,100,0,NA,5,50,NA,100,1,NA,1,NA,NA,10,NA,80,NA,80,NA,0,70,NA,NA,NA,100,NA,NA,95,50,2,1,NA,NA,3,1,7,5.1,"10"
"949","501061","010","0","0","020",1,5,1,17,0,1,100,NA,30,2,2,100,100,0,NA,100,0,NA,50,1,2,NA,NA,NA,0,NA,10,NA,20,NA,20,NA,20,30,NA,100,NA,NA,100,0,NA,2,NA,100,3,1,2,5.1,"10"
"950","501061","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,0,NA,NA,50,20,NA,25,1,NA,3,998,998,0,NA,70,NA,40,NA,100,NA,50,20,NA,100,NA,NA,100,75,NA,2,50,10,1,1,2,5.1,"10"
"951","501075","010","0","0","020",1,1,5,15,0,1,NA,NA,NA,NA,NA,100,70,0,NA,0,20,NA,100,1,NA,3,90,100,70,NA,90,NA,75,NA,20,NA,0,NA,NA,40,NA,NA,50,60,NA,2,50,40,3,1,2,5.1,"10"
"952","501075","020","0","0","010",5,5,1,14,0,1,40,NA,10,2,1,95,95,0,NA,NA,NA,NA,100,1,NA,1,NA,NA,100,NA,65,NA,40,NA,10,NA,0,NA,NA,40,NA,NA,NA,30,NA,2,30,10,3,1,2,5.1,"10"
"953","501082","010","0","0",NA,1,1,1,16,0,1,50,2,NA,1,NA,75,75,25,NA,NA,NA,100,75,1,NA,3,70,80,50,NA,75,NA,50,NA,50,NA,20,0,NA,100,NA,NA,100,75,NA,2,25,25,2,1,3,5.1,"10"
"954","501083","010","0","0","020",1,5,1,15,0,1,NA,NA,NA,NA,NA,90,90,0,NA,NA,NA,100,100,1,NA,3,80,90,80,50,80,NA,50,NA,50,NA,20,0,NA,50,2,NA,100,50,2,1,NA,NA,3,1,5,5.1,"10"
"955","501083","020","0","0","010",5,1,5,13,0,1,NA,NA,NA,NA,NA,75,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,90,NA,50,NA,25,NA,5,0,NA,60,NA,NA,40,50,1,2,30,60,3,1,5,5.1,"10"
"956","501093","010","0","0","020",5,1,5,16,0,1,NA,NA,NA,NA,NA,90,90,20,NA,10,10,NA,90,1,NA,3,75,95,20,NA,90,NA,50,NA,50,NA,10,5,NA,80,NA,NA,90,10,NA,2,25,70,2,1,7,5.1,"10"
"957","501093","020","0","0","010",1,5,1,15,0,1,50,8,NA,1,NA,80,80,10,NA,NA,NA,NA,80,1,NA,3,60,90,50,NA,50,1,20,NA,60,NA,20,20,NA,30,NA,NA,30,60,NA,2,60,20,2,1,7,5.1,"10"
"958","501140","010","0","0",NA,1,1,1,13,9,1,998,NA,NA,1,NA,0,NA,NA,0,998,998,NA,50,1,NA,3,998,998,998,NA,100,NA,998,NA,998,NA,NA,NA,NA,998,NA,NA,998,998,NA,1,NA,NA,3,1,7,5.1,"10"
"959","501154","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,NA,5,NA,5,NA,50,NA,50,40,NA,95,NA,NA,95,25,NA,2,25,25,3,1,7,5.1,"10"
"960","501154","020","0","0","010",1,5,1,18,0,1,20,NA,20,2,2,90,80,10,NA,0,50,NA,80,1,NA,3,70,90,50,NA,75,NA,70,NA,80,NA,10,1,NA,60,NA,NA,60,30,NA,2,10,20,3,1,7,5.1,"10"
"961","501191","010","0","0",NA,1,1,1,13,3,1,50,2,NA,1,NA,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,10,998,NA,998,NA,0,10,NA,NA,NA,998,NA,40,NA,50,2,1,NA,NA,3,1,5,5.1,"10"
"962","501202","010","0","0",NA,1,1,1,18,0,1,50,1,0,2,1,100,100,30,NA,0,100,NA,100,1,NA,1,NA,NA,50,NA,0,NA,0,NA,100,NA,50,10,NA,100,NA,NA,100,25,NA,2,5,75,3,1,7,5.1,"10"
"963","501212","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,NA,NA,50,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,50,NA,60,0,NA,100,NA,100,NA,20,NA,2,0,40,3,1,7,5.1,"10"
"964","501212","020","0","0","010",5,5,1,13,0,1,NA,NA,NA,NA,NA,80,0,NA,NA,NA,NA,40,0,1,NA,1,NA,NA,NA,NA,60,NA,30,NA,20,NA,40,20,NA,80,NA,50,NA,40,NA,2,50,20,3,1,7,5.1,"10"
"965","501219","010","0","0","020",1,5,1,16,0,1,10,NA,10,2,2,0,NA,NA,0,NA,NA,100,50,1,2,NA,NA,NA,50,NA,50,2,20,NA,10,NA,10,10,NA,100,NA,NA,100,10,NA,2,5,5,3,1,5,5.1,"10"
"966","501219","020","0","0","010",5,1,5,12,0,1,NA,NA,NA,NA,NA,10,0,NA,NA,0,100,NA,0,1,NA,1,NA,NA,NA,NA,10,NA,0,NA,0,0,NA,NA,NA,20,NA,NA,50,0,NA,2,NA,50,2,1,6,5.1,"10"
"967","501249","010","0","0",NA,1,1,1,18,0,1,10,NA,15,2,1,100,100,20,NA,5,5,NA,25,1,NA,3,0,50,25,NA,85,NA,25,NA,100,NA,50,5,NA,50,1,NA,10,25,NA,2,20,35,3,1,7,5.1,"10"
"968","501255","010","0","0","020",5,1,5,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,1,5,NA,100,NA,100,50,NA,75,NA,NA,75,20,NA,2,10,80,3,1,2,5.1,"10"
"969","501255","020","0","0","010",1,5,1,16,2,1,0,NA,100,2,1,50,0,NA,NA,0,10,NA,50,1,NA,3,998,998,0,NA,75,NA,70,NA,75,NA,25,0,NA,998,NA,NA,90,998,NA,1,NA,NA,3,1,2,5.1,"10"
"970","501258","010","0","0",NA,1,1,1,15,0,1,30,NA,10,2,1,100,100,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,80,NA,50,NA,100,NA,100,50,NA,100,NA,NA,100,80,NA,2,80,20,1,1,6,5.1,"10"
"971","501261","010","1","0",NA,1,1,1,15,0,1,NA,NA,NA,NA,NA,20,0,NA,NA,50,10,NA,70,1,NA,1,NA,NA,50,NA,60,NA,20,NA,80,NA,80,50,NA,80,NA,NA,80,30,NA,2,30,30,3,1,1,5.1,"10"
"972","501267","010","0","0","020",5,5,1,17,0,1,10,NA,10,2,1,90,50,10,NA,30,0,NA,0,1,NA,1,NA,NA,NA,NA,50,2,30,NA,50,NA,1,0,NA,75,NA,NA,75,70,NA,2,60,40,3,1,1,5.1,"10"
"973","501267","020","0","0","010",1,1,5,17,0,1,NA,NA,NA,NA,NA,100,100,100,NA,10,0,NA,70,1,NA,3,50,100,25,1,50,2,10,NA,5,NA,1,0,NA,50,1,NA,50,50,1,2,10,10,2,1,1,5.1,"10"
"974","501307","010","0","0","020",5,1,5,14,0,1,NA,NA,NA,NA,NA,100,100,0,NA,20,40,NA,75,1,NA,3,80,80,40,NA,100,NA,0,NA,80,NA,0,NA,NA,60,NA,NA,NA,60,NA,2,40,60,3,1,7,5.1,"10"
"975","501307","020","0","0","010",1,5,1,18,0,1,10,NA,10,2,2,90,90,5,NA,10,0,NA,90,1,NA,1,NA,NA,0,NA,75,NA,50,NA,25,NA,5,0,NA,50,1,NA,50,40,NA,2,25,998,3,1,7,5.1,"10"
"976","501359","010","0","0","020",5,1,5,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,1,0,NA,50,NA,0,NA,NA,80,NA,100,NA,0,NA,2,NA,10,2,1,5,5.1,"10"
"977","501359","020","0","0","010",1,5,1,16,0,1,20,NA,0,2,1,50,10,0,NA,NA,NA,NA,10,1,NA,3,5,25,10,NA,50,2,25,NA,50,NA,25,0,NA,25,NA,25,NA,20,NA,2,20,10,3,1,5,5.1,"10"
"978","501407","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,NA,NA,10,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,50,2,50,NA,45,NA,20,0,NA,50,2,50,NA,75,NA,2,45,40,2,1,7,5.1,"10"
"979","501448","010","0","0","020",1,1,5,16,3,1,NA,NA,NA,NA,NA,100,100,10,NA,NA,NA,50,50,1,2,NA,NA,NA,50,998,998,NA,998,NA,10,NA,10,10,NA,75,NA,NA,75,75,NA,2,20,75,2,1,4,5.1,"10"
"980","501448","020","0","0","010",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"981","501485","010","0","0","020",1,5,1,17,0,1,50,2,NA,1,NA,80,80,0,NA,20,0,NA,50,1,NA,1,NA,NA,10,NA,50,2,10,NA,10,NA,5,0,NA,10,NA,NA,0,75,NA,2,20,50,2,1,1,5.1,"10"
"982","501485","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,20,40,NA,20,1,NA,3,998,NA,10,NA,85,NA,80,NA,20,NA,0,NA,NA,50,1,NA,70,40,NA,2,20,30,2,1,7,5.1,"10"
"983","501487","010","0","0","020",5,5,5,14,1,1,NA,NA,NA,NA,NA,50,0,NA,NA,0,50,NA,80,1,NA,3,80,90,60,NA,0,NA,0,NA,90,NA,90,0,NA,100,NA,NA,100,998,NA,1,NA,NA,3,1,2,5.1,"10"
"984","501487","020","0","0","010",1,1,1,18,0,1,20,NA,10,2,2,100,100,20,NA,30,60,NA,50,1,2,NA,NA,NA,10,NA,50,2,30,NA,80,NA,80,50,NA,80,NA,NA,80,10,NA,2,30,50,3,1,2,5.1,"10"
"985","501526","010","0","0","011",5,1,1,18,0,1,0,NA,0,2,1,75,75,0,NA,50,100,NA,100,1,NA,1,NA,NA,50,NA,50,1,25,NA,100,NA,50,10,NA,100,NA,NA,100,5,NA,2,5,0,2,1,2,5.1,"10"
"986","501526","011","0","0","010",1,5,5,15,0,1,NA,NA,NA,NA,NA,90,50,10,NA,20,40,NA,100,1,NA,1,NA,NA,50,NA,85,NA,60,NA,2,NA,2,2,NA,90,NA,NA,NA,40,NA,2,25,60,2,1,2,5.1,"10"
"987","501527","010","0","0","020",1,5,1,18,0,1,20,NA,5,2,2,70,10,1,NA,10,50,NA,40,1,NA,1,NA,NA,40,10,80,NA,80,NA,100,NA,50,30,NA,60,NA,NA,50,50,2,1,NA,NA,2,1,6,5.1,"10"
"988","501527","020","0","0","010",5,1,5,16,0,1,NA,NA,NA,NA,NA,25,5,0,NA,10,20,NA,50,1,2,NA,NA,NA,30,5,75,NA,25,NA,0,50,NA,NA,NA,50,2,NA,35,25,NA,2,5,50,3,1,6,5.1,"10"
"989","501599","010","0","0",NA,1,1,1,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,10,NA,0,0,NA,NA,NA,0,NA,NA,NA,10,NA,2,0,0,3,1,2,5.1,"10"
"990","501613","010","0","0","020",1,5,1,17,0,1,20,NA,5,2,2,100,100,10,NA,0,75,NA,100,1,NA,1,NA,NA,0,NA,75,NA,30,NA,50,NA,0,NA,NA,50,1,20,NA,40,NA,2,60,5,2,1,5,5.1,"10"
"991","501613","020","0","0","010",5,1,5,16,0,1,NA,NA,NA,NA,NA,70,70,30,NA,40,80,NA,10,1,NA,3,0,10,0,NA,50,1,50,NA,20,NA,10,10,NA,100,NA,NA,70,60,NA,2,60,30,2,1,7,5.1,"10"
"992","501622","010","0","0","020",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,60,5,NA,NA,NA,60,5,1,NA,NA,NA,NA,5,NA,20,NA,2,NA,10,NA,2,0,NA,90,NA,NA,95,70,NA,2,5,5,1,2,2,5.1,"10"
"993","501622","020","0","0","010",1,5,1,18,0,1,10,NA,0,2,1,100,90,30,NA,NA,NA,100,50,1,1,NA,NA,NA,10,80,50,1,20,NA,95,NA,40,10,NA,100,NA,NA,10,80,NA,2,10,5,1,2,2,5.1,"10"
