"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NY005","NY006","NY007","NY008","NY009","NY010","NY011","NY012","NY013","NY014","NY015","NY016","NY017","NY018","NY019","NY020","NY021","NY022","NY023","NY024","NY025","NY026","NY027","NY028","NY029","NY030","NY031","NY032","NY033","NY034","NY035","NY036","NY037","NY038","NY039","NY040","NY041","NY042","NY043","NY044","NY045","NY046","NY047","NY048","NY049","NY050","NY051","NY052","NY053","NY054","NY055","NY056","NY057","NY058","NY059","NY060","NY061","NY062","NY063","NY064","NY065","NY066","NY067","NY068","NY069","NY070","NY071","NY072","NY073","NY074","NY075","NY076","NY077","NY078","NY079","NY080","NY081","NY082","NY083","NY084","NY085","NY086","NY087","NY088","NY089","NY090","NY091","NY092","NY093","NY094","NY095","NY096","NY097","NY098","NY099","NY100","NY101","NY102","NY103","NY104","NY105","NY106","NY107","NY108","NY109","NY110","NY111","NY112","NY113","NY114","NY115","NVDATE","NVERSION","year"
"240","043849","020","0","0",NA,1,1,1,228.543,79.773,855.775,639.241,NA,52.464,21.605,10.694,51.787,16.978,31.243,135.437,16.925,55.21,NA,NA,NA,NA,NA,NA,1.187,NA,16.728,46.95,64.55,114.873,15.757,21.634,59.724,NA,NA,NA,NA,NA,NA,32.72,27.434,23.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.961,20.806,249.153,122.642,2554.164,358.671,213.904,32.54,NA,NA,31.881,NA,821.028,398.452,923.413,51.786,NA,324.161,144.207,402.26,68.063,8918.019,3,2,"12"
"241","044336","020","0","0","030",5,5,5,79.779,49.81,941.868,496.697,NA,65.067,23.486,11.638,81.541,24.149,27.082,183.253,27.05,82.82,NA,NA,NA,NA,NA,NA,2.309,NA,21.871,22.713,41.574,83.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.568,470.263,NA,1921.634,204.735,130.275,34.757,NA,NA,43.852,NA,882.899,343.28,NA,NA,NA,112.976,NA,101.01,74.287,6168.173,1,2,"12"
"242","044336","030","0","0","020",1,1,1,273.094,63.757,775.243,793.566,NA,47.783,20.741,22.698,52.088,20.077,73.383,209.336,38.064,55.021,NA,NA,NA,NA,NA,NA,2.075,NA,23.993,50.372,72.54,122.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.095,24.18,33.321,NA,NA,NA,19.766,22.292,16.255,NA,NA,NA,NA,NA,NA,257.244,54.008,6.739,7.301,16.036,NA,NA,NA,6.755,4.992,7.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.077,478.673,20.576,371.874,268.788,2131.347,235.732,87.937,28.314,NA,NA,26.131,NA,653.687,323.81,483.726,31.013,NA,87.937,NA,83.507,53.851,7279.381,1,2,"12"
"243","044363","010","0","0","020",5,5,1,113.441,45.514,833.236,655.065,NA,47.863,21.928,20.789,55.894,16.52,32.88,156.226,29.743,48.097,NA,NA,NA,NA,NA,NA,2.018,NA,19.626,46.061,77.806,120.701,15.332,37.492,27.179,NA,NA,NA,11.769,32.704,30.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.11,337.333,209.59,1.562,NA,56.832,479.784,NA,NA,27.18,NA,780.44,338.443,477.342,129.85,NA,201.55,NA,273.345,63.394,5077.403,4,2,"12"
"244","044363","020","0","0","010",1,1,5,239.117,93.101,1075.747,859.726,NA,50.996,24.922,37.018,97.173,20.686,28.797,212.676,44.101,66.409,NA,NA,NA,NA,NA,NA,2.73,NA,20.327,61.074,79.654,126.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.723,50.466,62.447,NA,NA,NA,NA,NA,NA,38.548,22.354,64.975,NA,NA,NA,381.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.218,24.726,415.507,NA,1.7,NA,68.469,50.747,NA,NA,72.446,NA,832.808,362.576,NA,NA,NA,167.123,NA,206.576,90.495,5147.721,4,2,"12"
"245","044390","020","0","0",NA,1,1,1,409.725,81.085,628.716,712.532,NA,52.427,20.899,22.187,52.917,20.308,38.424,146.33,16.708,67.064,NA,NA,NA,NA,NA,NA,1.313,NA,16.777,62.674,94.033,99.25,15.448,23.155,65.282,NA,NA,NA,NA,NA,NA,40.242,28.996,32.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.282,21.948,241.415,415.756,1.224,NA,59.254,696.043,NA,NA,26.032,NA,626.463,337.415,868.871,115.712,NA,171.357,103.827,57.612,61.83,6308.322,4,2,"12"
"246","044598","010","0","0","040",1,1,1,221.661,85.255,1113.545,887.135,NA,66.8,22.752,24.071,48.922,22.074,36.878,166.421,36.364,82.368,NA,NA,NA,NA,NA,NA,6.833,NA,20.358,62.291,94.817,91.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.944,21.2,56.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.712,56.737,112.258,417.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052.518,61.792,405.912,223.814,3174.389,464.147,774.697,654.671,NA,NA,29.874,NA,690.344,435.943,1514.997,136.656,NA,226.122,NA,257.873,348.238,12775.137,4,2,"12"
"247","044598","040","0","0","010",5,5,5,161.258,84.864,756.539,NA,10.686,241.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.823,380.001,NA,1.592,NA,94.255,33.306,NA,NA,23.993,NA,1278.974,NA,NA,NA,NA,300.004,NA,95.706,193.628,3774.916,4,2,"12"
"248","044647","011","2","2",NA,1,1,1,595.404,131.734,1150.02,847.898,NA,86.163,20.869,15.781,139.852,18.807,28.808,226.593,18.634,109.008,NA,NA,NA,NA,NA,NA,3.445,NA,16.704,52.159,93.022,116.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.956,20.08,42.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.792,30.735,29.28,288.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052.086,55.126,533.091,319.022,3265.714,479.096,153.993,31.408,NA,NA,67.752,NA,975.321,422.435,636.457,298.102,438.699,191.416,NA,272.817,68.904,12021.648,3,2,"12"
"249","044695","020","0","0",NA,1,1,1,341.937,144.534,1085.466,1078.875,NA,69.701,29.273,23.338,159.853,94.505,279.896,616.887,47.002,112.851,NA,NA,NA,NA,NA,NA,37.207,NA,32.901,63.805,104.863,34.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.43,30.202,674.139,307.728,3.011,NA,65.177,NA,NA,NA,35.599,NA,665.56,454.397,616.341,114.13,NA,98.92,NA,32.261,159.6,6621.843,4,2,"12"
"250","044717","010","0","0",NA,1,1,1,229.539,93.924,823.26,886.214,NA,42.541,22.269,30.748,58.173,18.501,27.784,174.096,48.578,51.761,NA,NA,NA,NA,NA,NA,2.839,NA,17.566,69.233,100.058,183.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.099,26.52,51.308,NA,NA,NA,NA,NA,NA,56.441,36.894,68.656,NA,NA,NA,448.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.638,24.398,354.62,212.458,3462.53,502.82,344.708,441.387,NA,NA,22.916,NA,701.783,443.977,762.889,99.263,NA,203.362,NA,435.708,60.606,10642.193,1,2,"12"
"251","044748","020","0","0","030",5,5,5,88.078,25.021,480.517,NA,364.692,274.244,21.688,19.765,53.494,16.131,25.769,139.853,26.712,60.683,NA,NA,NA,NA,NA,NA,1.307,NA,15.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.577,247.278,NA,1.096,NA,391.428,66.251,NA,NA,42.905,NA,541.435,NA,NA,NA,NA,105.824,NA,NA,49.874,2662.657,4,2,"12"
"252","044748","030","0","0","020",1,1,1,196.03,45.23,626.841,718.516,NA,47.96,21.585,25.16,77.17,20.07,28.34,189.67,40.21,NA,NA,NA,NA,NA,NA,NA,1.89,NA,20.92,49.111,71.411,114.52,18.2,43.87,30.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.33,39.98,60.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.561,20.11,212.291,139.13,2.07,NA,442.931,170.09,NA,NA,457.171,NA,741.101,336.22,492.281,21.39,NA,53.51,29.35,123.34,48.91,5247.653,4,2,"12"
"253","044754","010","0","0","020",1,1,1,352.462,58.765,639.853,812.177,NA,70.247,23.22,26.783,91.657,23.842,61.755,237.473,30.09,74.652,NA,NA,NA,NA,NA,NA,3.014,NA,25.595,42.723,70.813,126.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.369,55.948,21.036,NA,NA,NA,27.216,30.152,20.808,NA,NA,NA,NA,NA,NA,300.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.447,776.746,480.876,313.802,1.968,NA,614.954,104.848,NA,NA,64.427,NA,672.456,402.966,1338.78,94.691,NA,189.552,193.718,276.135,90.137,8303.42,3,2,"12"
"254","044754","020","0","0","010",5,5,5,108.186,76.893,1009.072,935.806,NA,51.199,22.894,15.89,79.469,24.164,29.25,196.815,33.215,108.592,NA,NA,NA,NA,NA,NA,2.871,NA,26.458,49.842,70.387,154.394,35.833,39.484,41.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.281,62.556,98.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.057,392.31,NA,1.092,NA,62.306,928.686,NA,NA,37.97,NA,1186.304,336.368,NA,NA,NA,209.181,NA,202.395,59.498,5595.082,3,2,"12"
"255","045156","020","1","1",NA,1,1,1,352.893,72.801,695.519,NA,10.746,271.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.552,33.278,466.293,NA,1.143,NA,41.658,415.765,NA,NA,45.994,NA,696.484,NA,484.002,1.529,NA,124.021,NA,64.932,249.031,5117.104,3,2,"12"
"256","045156","021","2","2",NA,1,1,1,234.546,96.814,814.833,607.22,NA,42.167,23.495,27.622,69.365,21.376,25.274,156.827,21.061,NA,NA,NA,NA,NA,NA,NA,1.722,NA,17.764,38.513,64.986,108.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.181,32.273,56.813,NA,NA,NA,17.71,28.662,24.986,NA,NA,NA,NA,NA,NA,284.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.25,578.775,386.304,206.85,3425.69,336.319,1264.242,53.763,NA,NA,181.923,NA,586.539,369.469,381.476,47.576,NA,56.927,NA,86.702,154.098,10506.818,4,2,"12"
"257","045175","010","0","0",NA,1,1,1,508.514,72.524,502.087,927.944,NA,46.956,21.661,46.285,43.508,17.816,61.777,174.595,32.728,92.757,NA,NA,NA,NA,NA,NA,8.58,NA,16.894,62.181,85.005,165.719,26.005,42.12,48.111,NA,NA,NA,22.635,55.24,88.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.747,18.751,281.877,269.818,3305.167,393.372,163.192,27.113,NA,NA,23.572,NA,626.249,348.083,573.925,20.982,NA,167.03,NA,259.289,63.148,9478.732,1,2,"12"
"258","045374","010","0","0",NA,1,1,1,225.639,124.441,687.54,957.756,NA,68.406,22.3,27.238,81.167,23.494,40.185,212.628,46.535,151.57,NA,NA,NA,NA,NA,NA,2.247,NA,19.578,68.546,92.679,128.966,19.297,33.743,35.287,NA,NA,NA,14.102,77.267,67.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.566,68.952,385.914,246.683,1.809,NA,67.174,711.02,NA,NA,33.025,NA,763.246,535.393,1790.743,282.017,NA,288.757,635.141,216.638,116.953,8677.12,4,2,"12"
"259","045397","040","1","1",NA,1,1,1,438.75,111.79,602.972,720.231,NA,59.249,21.911,38.157,67.673,23.572,28.236,193.097,52.681,NA,NA,NA,NA,NA,NA,NA,3.479,NA,19.453,62.011,97.08,117.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.566,16.317,27.831,NA,NA,NA,NA,NA,NA,29.016,48.313,41.122,NA,NA,NA,298.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.105,487.111,255.201,328.068,2.715,NA,492.243,689.507,NA,NA,42.541,NA,631.902,504.614,1177.802,122.117,NA,184.704,11.185,238.04,67.861,7666.15,3,2,"12"
"260","045397","010","2","2",NA,1,1,1,186.607,88.218,733.061,703.476,NA,69.186,22.582,20.732,61.714,17.175,19.515,138.669,22.574,65.957,NA,NA,NA,NA,NA,NA,3.775,NA,15.398,41.902,75.582,88.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.021,25.038,62.837,NA,NA,NA,NA,NA,NA,29.562,31.091,49.437,NA,NA,NA,302.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.985,28.938,227.776,237.073,241.582,28.782,318.241,37.924,NA,NA,22.854,NA,531.805,312.312,516.299,20.763,NA,149.839,NA,227.074,74.334,5247.186,3,2,"12"
"261","045397","041","5","5",NA,1,1,1,230.584,115.316,839.297,1026.208,NA,53.492,21.863,55.521,80.824,20.95,24.742,187.528,41.013,71.074,NA,NA,NA,NA,NA,NA,4.212,NA,18.689,64.319,92.274,131.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.069,22.105,28.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.807,56.722,167.825,532.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.08,24.991,209.664,384.619,4.166,NA,64.536,1213.515,NA,NA,28.954,NA,850.138,599.447,1509.336,57.97,NA,72.945,NA,22.136,72.572,8007.275,4,2,"12"
"262","045630","010","1","1",NA,1,1,1,243.967,103.333,1211.302,806.829,NA,86.759,22.156,23.834,52.961,20.571,24.45,169.636,48.472,58.391,NA,NA,NA,NA,NA,NA,11.58,NA,19.662,25.74,48.185,208.566,18.449,59.372,82.156,NA,NA,NA,9.095,3.409,1.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.328,35.707,547.771,422.603,1.263,NA,202.835,24.298,NA,NA,42.39,NA,764.537,534.259,777.538,85.512,NA,142.469,141.8,349.342,124.987,7046.88,1,2,"12"
"263","045630","020","2","2","022",5,1,1,624.274,79.929,821.136,960.502,NA,53.624,22.114,61.098,96.893,22.668,41.001,211.5,25.335,97.255,NA,NA,NA,NA,NA,NA,4.904,NA,22.573,54.652,93.016,113.982,27.917,23.259,40.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.73,77.49,85.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.03,82.868,267.338,297.867,3.183,NA,59.296,464.014,NA,NA,36.303,NA,733.304,490.981,918.197,100.565,NA,204.279,NA,283.862,65.337,7865.509,2,2,"12"
"264","045630","022","2","2","020",1,5,5,824.133,98.842,637.074,910.566,NA,55.271,23.298,28.268,57.938,21.84,34.601,177.091,39.296,89.092,NA,NA,NA,NA,NA,NA,7.754,NA,19.906,61.683,86.533,120.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.021,49.671,35.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.459,66.175,63.055,435.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.85,412.98,NA,3.026,NA,69.155,1358.638,NA,NA,99.029,NA,1000.164,393.979,NA,NA,NA,262.174,NA,241.614,84.708,6490.929,2,2,"12"
"265","045630","021","5","5",NA,1,1,1,NA,NA,NA,1520.244,NA,135.751,23.157,100.32,100.582,29.975,60.434,305.292,81.298,64.046,NA,NA,NA,NA,NA,NA,2.944,NA,29.131,63.189,100.095,208.493,177.715,56.351,64.966,NA,NA,NA,NA,NA,NA,39.847,83.086,151.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"266","047057","010","0","0",NA,1,1,1,321.485,116.984,697.79,1278.039,NA,112.273,21.146,30.092,83.351,27.565,44.257,203.456,21.606,74.569,NA,NA,NA,NA,NA,NA,1.809,NA,25.397,65.629,138.84,311.314,53.368,45.817,90.839,NA,NA,NA,26.552,62.197,69.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.629,30.997,545.626,386.522,3446.004,503.178,77.548,NA,NA,NA,57.502,NA,834.57,359.393,509.029,1.342,NA,155.844,NA,296.791,87.391,10256.733,1,2,"12"
"267","047074","020","0","0",NA,1,1,1,328.8,102.974,649.63,680.927,NA,64.865,21.069,22.453,53.875,28.754,24.712,216.992,49.871,95.737,NA,NA,NA,NA,NA,NA,2.591,NA,59.78,30.449,73.522,178.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.199,33.041,245.43,169.752,1.408,NA,108.241,32.552,NA,NA,52.909,NA,456.366,355.976,376.893,31.274,NA,83.268,NA,119.016,69.136,4466.582,1,2,"12"
"268","047230","010","0","0","040",1,5,1,526.111,88.265,1097.399,712.024,NA,51.168,22.94,36.223,61.386,21.622,29.063,165.376,30.108,74.241,NA,NA,NA,NA,NA,NA,3.151,NA,23.197,21.684,47.471,142.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06,42.775,28.47,14.461,14.789,27.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.952,231.66,570.805,1.451,NA,240.225,353.684,NA,NA,93.413,NA,959.479,375.883,832.698,111.026,NA,209.102,NA,169.182,72.541,6689.315,3,2,"12"
"269","047230","040","0","0","010",5,1,5,398.937,62.531,860.316,885.785,NA,89.791,22.007,51.707,90.171,19.543,24.232,190.069,33.811,52.886,NA,NA,NA,NA,NA,NA,4.329,NA,20.23,63.638,101.323,114.887,19.992,23.924,68.33,NA,NA,NA,NA,NA,NA,42.383,45.886,44.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.596,76.541,253.541,NA,1.843,NA,1072.52,345.527,NA,NA,49.306,NA,562.26,292.26,NA,NA,NA,264.353,NA,229.87,63.211,6099.258,3,2,"12"
"270","047458","040","1","1",NA,1,1,1,636.419,99.996,947.358,712.197,NA,63.508,21.053,43.742,44.679,20.997,30.077,162.334,39.156,51.98,NA,NA,NA,NA,NA,NA,1.67,NA,24.258,62.057,86.798,94.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.556,31.699,24.164,NA,NA,NA,NA,NA,NA,27.753,30.514,27.58,NA,NA,NA,259.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.869,53.945,569.054,248.821,3350.395,200.959,120.167,133.084,NA,NA,126.657,NA,996.015,332.858,620.647,21.044,NA,166.484,NA,306.073,73.413,10520.063,3,2,"12"
"271","047458","011","2","2",NA,1,1,1,562.828,95.261,696.039,756.274,NA,55.287,21.645,39.731,47.322,26.609,23.049,156.236,38.422,60.084,NA,NA,NA,NA,NA,NA,2.918,NA,19.454,60.991,91.252,106.583,68.007,35.582,34.563,23.516,28.974,28.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.535,48.077,316.516,162.438,2460.309,318.968,66.629,30.833,NA,NA,51.696,NA,803.498,302.786,537.258,72.699,NA,190.411,NA,356.847,794.826,9161.462,4,2,"12"
"272","047604","020","0","0","030",1,5,5,204.594,38.594,839.656,621.917,NA,46.659,21.988,22.323,63.212,17.971,25.506,149.527,24.711,48.563,NA,NA,NA,NA,NA,NA,1.357,NA,16.832,54.771,77.048,94.052,13.058,12.714,45.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.248,26.162,40.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.922,311.267,NA,1595.017,359.331,561.221,200.07,NA,NA,43.68,NA,743.544,344.418,NA,NA,NA,144.503,NA,357.568,91.993,6564.827,4,2,"12"
