"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MY005","MY006","MY007","MY008","MY009","MY010","MY011","MY012","MY013","MY014","MY015","MY016","MY017","MY018","MY019","MY020","MY021","MY022","MY023","MY024","MY025","MY026","MY027","MY028","MY029","MY030","MY031","MY032","MY033","MY034","MY035","MY036","MY037","MY038","MY039","MY040","MY041","MY042","MY043","MY044","MY045","MY046","MY047","MY048","MY049","MY050","MY051","MY052","MY053","MY054","MY055","MY056","MY057","MY058","MY059","MY060","MY061","MY062","MY063","MY064","MY065","MY066","MY067","MY068","MY069","MY070","MY071","MY072","MY073","MY074","MY075","MY076","MY077","MY078","MY079","MY080","MY081","MVDATE","MVERSION","year"
"21","013418","010","2","2",NA,1,1,1,258.714,61.517,702.079,694.444,NA,45.806,22.658,28.136,54.418,18.428,29.034,147.531,23.322,53.592,9.191,6.873,9.6,5.884,14.414,45.962,2.259,68.261,20.806,43.618,66.815,84.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.824,22.742,17.173,NA,NA,NA,16.175,15.495,15.709,NA,NA,NA,NA,NA,NA,213.424,318.712,28.039,328.398,47.317,1982.7,62.485,NA,NA,33.702,NA,528.858,295.118,302.645,30.784,NA,90.037,NA,316.48,410.355,7258.809,7,5.1,"10"
"22","013418","020","1","1",NA,1,1,1,690.096,108.314,837.225,1313.233,NA,164.535,22.982,31.794,87.301,31.034,72.957,259.723,35.852,110.419,17.465,11.539,12.692,25.332,16.03,83.058,1.974,108.882,29.921,50.149,76.238,208.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.379,30.935,24.197,NA,NA,NA,23.876,22.891,17.347,NA,NA,NA,NA,NA,NA,453.628,517.333,32.913,591.03,490.823,1.622,347.732,NA,NA,44.018,NA,1234.759,293.628,408.695,54.734,NA,158.364,NA,235.416,87.381,7452.45,7,5.1,"10"
"23","013518","040","1","1",NA,1,1,1,276.241,107.772,473.813,955.492,NA,84.45,22.119,35.252,143.874,32.769,76.442,329.662,36.083,NA,NA,NA,NA,NA,NA,NA,3.996,58.415,37.095,40.888,66.437,146.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.25,56.206,63.946,22.715,16.83,20.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.161,632.981,614.59,292.889,69.244,1.653,1139.404,NA,NA,56.115,NA,711.535,490.195,598.837,7.789,NA,91.455,NA,183.593,87.868,6797.525,7,5.1,"10"
"24","013671","010","0","0","020",1,5,1,178.67,53.165,609.176,861.237,NA,51.349,23.326,38.879,78.668,20.991,32.529,183.158,27.769,108.917,11.484,11.127,19.567,11.306,24.457,77.941,8.353,74.183,19.251,60.889,94.958,50.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.655,39.662,35.078,11.239,12.88,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.173,NA,112.574,290.144,312.072,17.273,56.386,NA,NA,40.855,NA,1069.959,380.293,1400.609,88.241,NA,81.782,NA,273.82,122.379,5987.285,7,5.1,"10"
"25","013671","020","0","0","010",5,1,5,188.545,57.507,457.156,945.431,NA,46.785,23.824,52.466,72.38,22.302,42.499,204.434,44.26,94.901,15.689,7.929,15.514,14.707,25.904,79.743,8.629,99.616,19.597,78.889,104.757,48.183,36.243,59.695,27.522,NA,NA,NA,20.681,16.682,21.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.276,323.311,33.086,274.27,NA,1.914,1454.673,NA,NA,32.559,NA,800.244,689.8,NA,NA,NA,63.27,NA,393.801,109.931,5838.61,7,5.1,"10"
"26","013816","010","0","0","040",1,5,1,304.838,76.114,668.022,1114.081,NA,126.845,22.402,30.33,118.431,24.245,44.323,247.325,33.777,96.406,22.647,21.302,60.307,29.604,32.038,165.898,2.104,64.899,23.562,66.064,96.484,59.521,26.652,77.717,35.079,16.199,24.971,21.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.388,NA,78.619,297.223,605.522,1.7,1020.043,NA,NA,36.087,NA,784.552,366.881,1369.813,270.07,NA,130.931,96.399,307.35,92.112,7627.147,7,5.1,"10"
"27","013816","040","0","0","010",5,1,5,295.439,101.292,608.961,1025.488,NA,69.151,22.159,25.778,111.125,22.747,38.757,255.369,46.324,59.846,7.095,7.81,23.963,25.661,28.138,92.667,3.889,101.557,33.726,63.727,84.273,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.702,32.285,21.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.003,54.261,49.836,310.799,853.95,350.027,463.735,NA,6.728,1087.673,NA,NA,723.373,NA,829.725,423.413,NA,NA,NA,164.152,NA,226.76,77.726,7249.92,7,5.1,"10"
"28","013817","010","1","1","011",1,5,1,2052.718,69.931,558.791,906.49,NA,56.867,22.007,39.409,62.21,22.072,51.605,216.71,60.482,59.817,8.15,6.245,11.466,8.208,27.439,61.508,2.995,96.007,18.786,60.251,83.455,77.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.25,27.147,41.655,NA,NA,NA,NA,NA,NA,22.771,25.962,35.333,NA,NA,NA,267.715,NA,51.9,291.275,425.249,2.174,71.646,NA,NA,28.866,NA,1503.675,411.99,1172.429,62.387,NA,173.037,154.301,162.225,100.514,8204.788,7,5.1,"10"
"29","013817","011","1","1","010",5,1,5,572.435,48.623,701.945,737.832,NA,59.007,23.171,26.867,57.865,21.1,26.437,153.508,24.345,89.207,7.219,5.62,5.361,5.965,8.28,32.445,2.625,63.044,21.314,48.193,69.902,64.055,34.009,34.908,34.374,13.062,18.754,18.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.056,322.013,51.743,352.206,NA,1.84,78.71,NA,NA,237.436,NA,1240.284,322.972,NA,NA,NA,107.28,NA,259.604,93.441,5133.474,7,5.1,"10"
"30","013817","040","2","2","041",5,1,1,220.547,49.435,441.187,721.744,NA,49.141,22.508,22.72,86.266,21.493,29.449,186.56,26.719,NA,NA,NA,NA,NA,NA,NA,2.338,77.471,19.491,62.966,82.552,67.459,25.493,36.493,50.018,NA,NA,NA,NA,NA,NA,32.712,35.812,30.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.454,261.749,49.381,222.652,195.78,2.124,1239.045,NA,NA,37.934,NA,621.264,363.139,827.448,92.892,NA,58.606,21.716,168.749,83.584,5684.182,7,5.1,"10"
"31","013817","041","2","2","040",1,5,5,245.354,50.364,642.391,990.908,NA,53.664,21.74,19.275,75.243,20.706,32.818,183.548,29.074,95.432,6.993,4.723,14.859,8.24,13.441,48.256,2.22,85.067,23.275,54.723,85.63,94.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.199,75.475,34.52,NA,NA,NA,25.77,28.028,18.219,NA,NA,NA,NA,NA,NA,396.076,NA,31.766,444.706,NA,1.587,88.223,NA,NA,77.068,NA,666.845,411.734,NA,NA,NA,145.492,NA,185.179,65.631,4052.491,7,5.1,"10"
"32","014081","010","0","0","040",5,5,1,152.425,67.309,470.871,844.445,NA,60.188,21.595,22.964,54.273,21.908,48.697,191.811,40.815,71.92,14.115,29.899,18.328,21.843,23.567,107.752,0.983,121.575,24.604,46.359,66.148,50.098,34.592,23.267,15.028,NA,NA,NA,19.476,14.78,22.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.509,NA,32.355,349.29,172.38,1.74,1105.57,NA,NA,69.505,NA,490.924,305.147,939.516,112.824,NA,111.501,106.4,387.639,146.54,5889.043,7,5.1,"10"
"33","014081","040","0","0","010",1,1,5,244.455,67.399,585.45,1427.202,NA,48.264,21.609,31.203,83.945,16.476,27.939,174.524,28.347,114.125,9.848,14.757,44.549,13.778,21.124,104.056,2.555,160.63,16.327,63.398,82.622,66.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.337,104.594,35.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.121,157.301,127.954,687.614,297.581,253.823,286.084,NA,1.129,700.689,NA,NA,37.532,NA,780.621,317.151,NA,NA,NA,138.757,NA,337.83,121.439,5615.876,7,5.1,"10"
"34","014332","010","1","1",NA,1,1,1,693.068,486.138,718.387,718.743,NA,51.379,20.96,22.71,54.188,20.102,40.44,166.514,28.423,71.799,13.746,8.256,12.994,5.578,9.458,50.032,2.921,72.051,21.287,42.574,65.745,79.079,25.086,31.184,14.91,NA,NA,NA,13.944,9.996,20.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.632,498.218,46.052,299.808,106.051,2793.16,1389.424,NA,NA,36.16,NA,559.611,326.175,522.241,83.79,NA,139.391,NA,358.363,333.19,10604.297,7,5.1,"10"
"35","014332","011","5","5",NA,1,1,1,173.578,119.681,461.142,959.069,NA,48.482,21.727,75.45,49.555,30.22,150.154,311.264,37.551,62.946,7.642,6.448,7.614,8.726,27.016,57.446,1.394,237.951,40.996,63.25,102.117,40.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.292,240.347,20.892,234.512,187.781,0.942,277.016,NA,NA,29.622,NA,350.516,299.282,239.696,24.479,NA,21.366,NA,78.132,49.851,3770.178,8,5.1,"10"
"36","015189","010","0","0","040",5,1,1,180.542,151.683,855.824,1270.687,NA,58.179,23.625,48.232,140.486,29.239,52.681,345.264,64.248,80.822,18.271,12.144,12.681,13.713,14.204,71.013,4.772,233.4,55.713,72.519,104.604,57.613,78.952,51.196,25.134,20.672,30.218,36.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.776,401.816,3.404,320.384,504.153,1.855,135.703,NA,NA,62.133,NA,955.809,431.132,947.563,5.057,NA,28.877,NA,370.643,87.917,6725.422,7,5.1,"10"
"37","015189","040","0","0","010",1,5,5,648.136,221.762,950.105,873.742,NA,61.607,23.62,20.09,108.614,30.124,66.312,254.18,22.617,106.552,10.554,9.023,8.345,7.628,16.603,52.153,2.316,62.214,21.81,30.675,52.491,83.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.819,25.988,42.222,15.427,8.708,31.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.519,NA,13.432,292.206,NA,1.898,70.176,NA,NA,51.711,NA,1445.055,306.47,NA,NA,NA,32.641,NA,307.293,109.062,5339.467,7,5.1,"10"
"38","015445","010","0","0","040",1,1,5,229.349,59.662,422.301,909.669,NA,58.833,22.787,18.05,68.572,22.118,33.4,194.445,39.839,80.149,25.904,9.281,26.553,7.309,30.516,99.563,2.474,99.587,26.629,25.455,52.657,97.042,72.336,31.387,26.609,NA,NA,NA,15.402,12.183,26.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.124,279.185,41.381,247.64,NA,3.658,200.896,NA,NA,26.274,NA,748.192,335.454,NA,NA,NA,184.083,NA,124.239,54.535,3869.925,7,5.1,"10"
"39","015445","040","0","0","010",5,5,1,96.955,67.454,807.158,918.916,NA,55.143,23.933,27.611,76.99,22.975,31.301,213.06,58.724,121.615,16.133,9.479,21.539,23.439,6.905,77.495,3.049,51.236,19.997,47.6,74.389,78.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.404,27.702,17.661,NA,NA,NA,NA,NA,NA,29.057,43.844,45.511,NA,NA,NA,271.385,NA,74.56,277.429,154.163,1.372,1906.691,NA,NA,502.229,NA,883.308,324.369,825.344,59.487,NA,128.919,NA,234.969,63.208,7334.112,7,5.1,"10"
"40","015497","010","0","0","040",1,5,1,414.893,74.069,1032.802,774.407,NA,68.296,22.354,19.324,109.611,26.299,49.616,244.274,26.712,132.357,19.868,7.713,22.723,19.508,16.368,86.18,2.194,56.638,27.454,19.948,59.989,82.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.801,NA,65.264,683.536,221.48,1.973,103.959,NA,NA,120.702,NA,901.118,499.01,767.209,80,NA,25.484,NA,428.345,147.019,6345.958,7,5.1,"10"
"41","015497","040","0","0","010",5,1,5,319.426,50.476,560.405,NA,40.52,340.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.799,31.627,438.915,NA,2.845,114.716,NA,NA,41.645,NA,608.736,NA,NA,NA,NA,25.638,NA,161.233,78.608,3353.92,7,5.1,"10"
"42","015833","010","0","0","020",1,5,1,545.508,86.481,634.519,831.212,NA,63.386,22.442,18.336,56.594,22.386,39.774,155.536,18.14,71.803,8.313,8.005,19.16,8.493,7.104,51.075,11.91,63.418,16.407,65.244,82.766,78.268,27.371,35.667,76.434,NA,NA,NA,20.257,15.945,36.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.54,NA,229.474,318.3,92.532,3140.083,1610.615,NA,NA,41.457,NA,801.274,308.813,1280.849,37.969,NA,153.553,NA,361.492,279.044,11231.95,5,5.1,"10"
"43","015833","020","0","0","010",5,1,5,276.38,70.197,514.945,898.738,NA,56.027,21.899,22.758,117.364,24.142,37.958,242.775,29.48,70.445,13.639,10.522,11.682,6.419,30.348,72.61,2.682,63.746,31.541,62.395,79.98,94.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.851,25.153,50.72,NA,NA,NA,21.572,18.745,18.801,NA,NA,NA,NA,NA,NA,265.816,868.471,32.296,402.179,NA,2783.069,322.41,NA,NA,40.548,NA,596.861,358.407,NA,NA,NA,175.421,NA,371.889,267.452,8283.321,6,5.1,"10"
"44","015836","010","0","0","020",5,1,1,1472.239,78.161,653.209,823.862,NA,34.59,21.281,37.029,61.795,13.261,60.331,174.259,23.534,70.547,5.267,3.35,3.959,9.719,7.05,29.345,1.983,65.937,13.349,61.878,87.616,59.163,29.001,58.266,91.333,NA,NA,NA,26.782,8.889,27.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.275,212.896,188.296,222.427,206.405,2345.434,436.029,NA,NA,36.932,NA,834.71,260.04,734.269,151.395,NA,284.779,NA,120.325,106.578,9591.912,7,5.1,"10"
"45","015836","020","0","0","010",1,5,5,1324.263,60.394,2336.112,815.58,NA,41.092,21.842,31.815,61.878,18.616,126.69,256.123,24.552,54.403,11.481,5.926,10.533,7.426,7.393,42.759,1.194,92.941,21.424,63.254,114.848,58.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.775,19.986,12.253,NA,NA,NA,15.673,12.916,10.816,NA,NA,NA,NA,NA,NA,158.563,NA,58.864,532.665,NA,4324.032,149.096,NA,NA,61.016,NA,1031.149,265.439,NA,NA,NA,89.18,NA,60.888,152.369,11785.038,7,5.1,"10"
"46","015893","010","0","0","020",5,5,1,67.487,156.533,469.432,1070.42,NA,54.13,21.341,48.766,55.942,38.483,56.43,239.617,45.629,98.078,6.098,5.398,9.794,23.304,29.397,73.991,2.374,84.592,41.687,37.463,60.274,80.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.234,99.185,39.952,NA,NA,NA,61.494,33.125,32.12,NA,NA,NA,NA,NA,NA,387.257,NA,400.183,235.731,230.161,1.944,66.673,NA,NA,28.403,NA,661.549,489.564,786.768,29.732,NA,58.623,78.839,135.424,92.686,5064.403,7,5.1,"10"
"47","015893","020","0","0","010",1,1,5,231.726,76.856,539.188,774.478,NA,51.583,22.029,19.852,72.039,21.148,20.285,164.821,30.537,64.244,6.014,7.485,5.815,9.782,7.589,36.685,2.135,69.985,19.544,28.123,50.22,84.715,44.044,32.602,27.819,NA,NA,NA,26.107,29.83,47.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.924,302.494,41.294,230.628,NA,1.228,73.47,NA,NA,27.634,NA,939.698,365.253,NA,NA,NA,65.63,NA,374.203,72.361,4120.654,7,5.1,"10"
"48","016116","010","0","0","020",5,5,1,101.017,108.046,691.734,1064.433,NA,61.209,22.587,25.86,120.619,26.852,82.078,298.435,35.23,136.41,13.236,7.115,6.898,23.799,28.127,79.175,2.848,153.162,30.733,50.463,83.324,66.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.691,38.373,13.867,NA,NA,NA,5.605,19.277,17.717,NA,NA,NA,NA,NA,NA,201.423,NA,65.959,457.009,247.465,346.753,1395.847,NA,NA,87.894,NA,660.836,356.646,644.672,25.33,NA,68.546,NA,80.228,151.312,26017.894,7,5.1,"10"
"49","016116","020","0","0","010",1,1,5,713.706,93.867,1418.272,1021.66,NA,54.245,23.329,33.196,196.402,24.519,62.864,350.454,19.46,95.388,16.393,24.686,6.511,6.341,6.46,60.391,1.878,133.233,24.787,59.572,80.643,62.058,30.685,22.12,23.45,NA,NA,NA,18.551,14.232,17.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.903,841.311,56.237,445.186,NA,370.936,117.104,NA,NA,71.765,NA,695.389,288.006,NA,NA,NA,97.459,NA,96.241,167.318,10271.645,7,5.1,"10"
"50","016650","020","0","0","030",1,1,5,222.631,41.348,360.188,630.276,NA,41.816,21.24,31.242,36.146,17.996,28.84,116.67,17.707,55.937,7.087,6.125,7.337,5.603,4.429,30.581,1.006,58.364,14.952,62.126,92.513,57.708,27.141,32.313,35.015,7.818,8.688,12.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.907,324.96,26.178,220.765,NA,1.368,644.359,NA,NA,25.601,NA,763.055,258.915,NA,NA,NA,55.331,NA,108.2,46.943,3735.019,7,5.1,"10"
"51","016650","030","0","0","020",5,5,1,323.293,50.766,403.931,722.13,NA,42.41,21.176,19.373,48.92,17.645,30.888,144.887,26.684,45.54,23.409,7.231,15.267,33.945,13.167,93.019,0.9,86.227,19.232,61.835,96.821,70.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.29,24.264,11.33,8.63,7.281,19.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.777,NA,68.328,255.509,99.469,8.108,175.539,NA,NA,20.277,NA,1318.906,289.354,1212.964,61.011,NA,173.738,NA,360.308,103.519,5652.3,7,5.1,"10"
"52","016996","010","0","0","020",1,1,1,241.554,77.842,721.543,789.698,NA,95.379,21.797,31.476,65.309,24.709,28.789,168.81,25.072,65.226,6.427,15.776,8.224,6.538,9.469,46.434,1.536,73.296,23.245,60.933,86.498,58.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.513,22.227,31.199,NA,NA,NA,16.269,16.592,17.714,NA,NA,NA,NA,NA,NA,199.246,168.047,52.547,472.043,251.572,2978.842,474.399,NA,NA,48.215,NA,1120.466,346.49,1188.271,61.993,NA,98.781,NA,150.425,231.674,10089.495,7,5.1,"10"
"53","016996","020","0","0","010",5,5,5,97.927,56.007,593.417,1000.78,NA,72.377,21.328,24.567,66.009,24.103,36.119,178.674,25.573,73.226,6.048,7.221,56.869,28.587,34.296,133.021,9.763,66.969,23.675,60.452,79.155,60.063,52.57,108.752,30.98,NA,NA,NA,20.858,13.683,54.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.7,NA,50.637,426.086,NA,2247.302,356.779,NA,NA,75.533,NA,754.037,408.226,NA,NA,NA,258.171,NA,346.561,236.481,7328.249,7,5.1,"10"
"54","017041","010","0","0",NA,1,1,1,346.551,74.294,471.133,743.215,NA,55.938,22.228,14.508,65.481,20.57,41.848,179.629,26.696,68.935,16.611,6.259,11.745,7.999,16.589,59.203,2.831,103.918,22.965,31.351,53.911,79.255,37.927,53.347,3.924,3.232,2.438,1.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.114,420.876,32.145,237.92,159.77,1.628,56.631,NA,NA,28.644,NA,839.541,358.633,548.574,37.424,NA,51.513,NA,298.719,73.231,4819.993,7,5.1,"10"
"55","017209","010","0","0","011",5,1,1,278.144,157.859,836.095,1255.477,NA,57.276,21.212,23.718,74.58,20.237,31.639,167.066,19.644,105.321,6.846,6.315,9.319,11.104,8.711,42.295,3.84,51.011,19.039,59.423,78.491,186.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.733,39.217,120.546,NA,NA,NA,NA,NA,NA,48.487,99.356,172.587,NA,NA,NA,705.247,705.071,46.745,482.349,140.526,2293.076,1361.917,NA,NA,88.856,NA,807.917,361.49,1031.361,63.882,NA,104.596,NA,371.952,206.568,10961.221,7,5.1,"10"
"56","017209","011","0","0","010",1,5,5,687.172,41.452,792.148,403.139,NA,46.125,22.176,31.857,53.464,22.889,13.204,142.19,25.143,NA,NA,NA,NA,NA,NA,NA,10.036,46.336,27.49,37.979,65.852,38.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.567,NA,22.718,355.847,NA,2888.037,543.859,NA,NA,55.993,NA,781.369,328.886,NA,NA,NA,21.984,NA,541.043,324.417,8209.024,4,5.1,"10"
"57","017383","010","1","1","012",5,1,1,170.948,52.698,547.214,640.486,NA,43.386,21.611,19.053,49.024,17.615,18.381,125.028,20.968,48.363,7.95,5.885,18.169,9.736,13.989,55.729,1.377,40.328,17.373,62.432,79.262,95.89,24.63,25.403,22.677,13.394,12.42,11.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.349,413.005,28.584,210.429,309.825,1.422,75.967,NA,NA,47.825,NA,647.491,326.051,627.635,51.77,NA,104.524,NA,165.975,68.723,4494.076,6,5.1,"10"
"58","017383","011","2","2",NA,1,1,1,472.064,155.384,1026.141,1449.985,NA,57.424,24.037,166.337,275.905,147.132,75.569,598.247,26.557,NA,NA,NA,NA,NA,NA,NA,8.645,115.58,29.932,50.737,92.903,127.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.431,58.365,48.318,NA,NA,NA,NA,NA,NA,28.336,29.937,57.343,NA,NA,NA,386.812,429.687,39.046,429.717,68.125,2.935,684.998,NA,NA,1047.523,NA,583.311,445.606,676.398,43.704,NA,23.087,NA,308.441,67.145,7967.115,1,5.1,"10"
"59","017383","012","1","1","010",1,5,5,309.244,62.416,636.736,782.89,NA,50.736,20.894,37.421,56.778,18.436,37.473,161.793,30.337,NA,NA,NA,NA,NA,NA,NA,1.762,185.205,17.194,62.954,82.647,74.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.819,18.654,40.964,NA,NA,NA,NA,NA,NA,25.311,22.744,33.629,NA,NA,NA,242.432,NA,22.196,233.378,NA,1.378,190.236,NA,NA,236.769,NA,640.138,237.357,NA,NA,NA,96.338,NA,168.425,56.165,3676.739,6,5.1,"10"
"60","017952","010","0","0","040",5,5,1,82.284,65.078,445.079,936.791,NA,54.633,21.477,27.136,56.864,22.66,41.802,176.052,25.361,55.075,10.544,7.209,15.767,9.729,16.638,59.887,2.077,66.683,27.584,70.118,87.045,78.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.196,23.615,74.972,NA,NA,NA,NA,NA,NA,24.515,53.509,97.879,NA,NA,NA,386.726,NA,295.054,479.761,493.722,2398,552.761,NA,NA,36.993,NA,918.518,389.373,1735.982,93.663,NA,178.886,NA,252.333,365.339,10240.859,7,5.1,"10"
"61","017952","040","0","0","010",1,1,5,282.307,158.852,552.205,814.662,NA,51.029,22.158,24.336,45.683,23.928,37.232,158.513,26.929,78.905,10.62,12.488,9.492,19.037,11.573,63.21,1.363,81.87,22.82,48.994,70.924,86.642,20.44,47.935,58.501,NA,NA,NA,18.164,10.793,19.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.354,416.618,27.275,308.363,NA,2503.276,160.962,NA,NA,26.269,NA,766.178,342.775,NA,NA,NA,110.834,NA,146.92,285.046,7457.551,7,5.1,"10"
"62","018155","020","0","0","030",1,1,1,518.348,105.72,790.575,1262.437,NA,59.381,22.149,33.069,72.556,29.717,130.317,306.522,28.235,119.198,19.689,40.418,11.149,23.595,9.491,104.342,2.626,105.066,39.647,59.144,79.345,126.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.7,66.885,23.922,NA,NA,NA,16.33,25.311,45.209,NA,NA,NA,NA,NA,NA,430.739,533.504,27.986,346.748,94.646,2.807,251.686,NA,NA,38.058,NA,1143.81,460.019,616.942,33.938,NA,51.979,NA,276.283,111.274,6672.653,7,5.1,"10"
"63","018155","030","0","0","020",5,5,5,140.836,47.918,1326.083,1306.986,NA,83.994,22.051,27.088,97.248,61.251,152.887,344.91,33.524,256.472,29.528,26.21,20.113,14.172,15.541,105.564,23.943,58.7,NA,37.86,68.204,316.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.06,NA,42.162,956.61,NA,2.363,126.811,NA,NA,69.705,NA,974.764,409.96,NA,NA,NA,77.974,NA,343.107,83.035,5946.275,7,5.1,"10"
"64","018175","020","0","0","030",5,5,5,79.972,76.997,832.832,787.407,NA,48.513,21.232,51.928,81.585,16.958,26.749,167.883,27.078,87.633,13.382,4.251,16.206,8.673,5.449,47.961,1.669,70.139,14.099,64.469,97.676,50.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.499,18.355,19.502,NA,NA,NA,NA,NA,NA,17.757,29.453,37.816,NA,NA,NA,192.773,NA,61.973,352.213,NA,1512.603,326.242,NA,NA,46.428,NA,1138.966,458.662,NA,NA,NA,61.678,NA,130.473,142.814,6385.185,3,5.1,"10"
