"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NP155","NP156","NP002","NP166","NP170","NP168","NP005","NP006","NP059","NP007","NP009","NP014","NP015","NP016","NP017","NP123","NP018","NP181","NP182","NP020","NP028","NP102","NP029","NP157","NP107","NP175","NP176","NP177","NP178","NP032","NP110","NP179","NP111","NP112","NP183","NP047","NP113","NP149","NP150","NP180","NP097","NP041","NP042","NP043","NP044","NP185","NP056","NVDATE","NVERSION","year"
"511","120250","020","2","2",NA,1,1,1,17,0,1,70,1,10,95,25,0,NA,1,0,10,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,80,25,NA,10,1,0,50,1,10,NA,50,60,NA,2,10,5,2,NA,2,NA,5,1,1,4,2,"12"
"512","121620","010","0","0","020",1,5,1,13,0,1,NA,NA,NA,0,NA,NA,0,1,0,90,NA,NA,NA,NA,100,0,NA,NA,NA,80,NA,5,10,NA,0,NA,0,50,1,90,NA,100,25,NA,2,10,5,2,NA,2,NA,5,3,1,3,2,"12"
"513","121620","020","0","0","010",5,1,5,12,1,1,NA,NA,NA,0,NA,NA,0,1,0,75,NA,NA,NA,0,0,NA,NA,50,2,50,NA,NA,20,NA,0,NA,NA,50,1,20,NA,50,998,NA,1,NA,NA,3,4,1,5,NA,2,1,3,2,"12"
"514","123012","010","0","0","020",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"515","123012","020","0","0","010",1,1,1,14,1,1,0,1,0,70,40,0,NA,1,25,10,NA,NA,NA,10,0,NA,NA,100,NA,75,NA,NA,0,10,NA,NA,NA,20,NA,NA,NA,20,998,NA,1,NA,NA,3,3,3,NA,NA,3,1,4,2,"12"
"516","123933","010","0","0","020",5,5,5,3,3,1,NA,NA,NA,998,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,998,NA,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"12"
"517","123933","020","0","0","010",1,1,1,15,2,1,10,2,80,80,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,0,80,NA,80,0,20,80,NA,80,NA,80,998,NA,1,NA,NA,3,NA,1,1,NA,1,4,3,2,"12"
"518","124246","010","0","0","020",5,5,1,16,0,1,50,2,50,80,20,0,NA,1,NA,NA,50,NA,NA,NA,40,30,NA,NA,NA,50,2,50,80,NA,60,50,50,90,NA,80,NA,90,50,1,2,30,50,2,NA,2,NA,1,2,1,4,2,"12"
"519","124246","020","0","0","010",1,1,5,11,0,1,NA,NA,NA,10,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,30,NA,10,NA,NA,100,NA,80,10,NA,100,NA,NA,NA,100,30,NA,2,0,100,2,4,2,NA,5,2,1,4,2,"12"
"520","125199","010","0","0",NA,1,1,1,10,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,0,NA,10,0,10,NA,NA,0,0,NA,NA,NA,0,0,NA,2,NA,100,2,NA,NA,NA,NA,1,1,4,2,"12"
"521","125326","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,100,10,0,NA,1,NA,NA,NA,NA,NA,NA,10,80,NA,NA,NA,80,NA,50,20,NA,20,20,0,80,NA,100,NA,100,10,NA,2,10,80,2,NA,2,NA,5,2,1,4,2,"12"
"522","125326","020","0","0","010",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"523","125396","010","0","0","020",5,5,5,14,0,1,NA,NA,NA,60,0,NA,NA,1,10,0,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,70,80,NA,60,50,5,80,NA,30,NA,40,70,NA,2,80,60,3,NA,1,5,NA,1,1,4,2,"12"
"524","125396","020","0","0","010",1,1,1,16,1,1,0,1,0,80,15,0,NA,1,0,0,NA,NA,NA,50,0,NA,NA,80,NA,80,NA,NA,80,NA,80,15,NA,30,NA,40,NA,20,998,NA,1,NA,NA,3,4,1,1,NA,1,1,4,2,"12"
"525","130773","010","0","0","020",1,5,5,13,0,1,NA,NA,NA,100,100,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,0,0,NA,NA,0,60,NA,10,NA,10,40,NA,2,40,0,2,NA,1,1,NA,3,1,4,2,"12"
"526","130773","020","0","0","010",5,1,1,13,0,1,NA,NA,NA,80,60,2,NA,1,NA,NA,30,NA,NA,NA,30,5,NA,NA,NA,80,NA,10,0,0,NA,NA,0,70,NA,20,NA,20,10,NA,2,5,80,2,NA,2,NA,1,3,1,4,2,"12"
"527","131895","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,80,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,90,NA,10,0,0,30,NA,10,NA,10,50,2,1,NA,NA,2,NA,1,1,NA,3,1,1,2,"12"
"528","131895","020","0","0","010",1,5,1,14,0,1,50,2,0,75,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,25,NA,0,NA,95,100,NA,100,NA,100,50,2,1,NA,NA,3,NA,1,1,NA,1,1,1,2,"12"
"529","131930","010","0","0","020",1,5,5,13,2,1,NA,NA,NA,100,999,NA,NA,1,20,50,NA,NA,NA,NA,90,0,NA,NA,NA,100,NA,50,100,NA,100,50,0,50,2,50,NA,50,998,NA,1,NA,NA,3,NA,3,NA,NA,3,1,4,2,"12"
"530","131930","020","0","0","010",5,1,1,16,0,1,70,1,65,60,50,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,60,100,NA,100,75,40,70,NA,50,NA,70,60,NA,2,40,50,2,NA,2,NA,5,2,1,4,2,"12"
"531","132355","010","0","0",NA,1,1,1,10,3,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,998,NA,NA,NA,80,50,1,998,NA,25,999,NA,1,NA,NA,3,NA,1,1,NA,3,1,3,2,"12"
"532","133135","010","0","0","020",1,5,5,14,0,1,NA,NA,NA,80,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,60,80,NA,80,0,0,90,NA,100,NA,100,70,NA,2,70,70,3,NA,1,5,NA,1,1,3,2,"12"
"533","133135","020","0","0","010",5,1,1,17,0,1,10,2,10,10,10,10,NA,1,50,10,NA,NA,NA,NA,10,10,NA,NA,NA,80,NA,60,100,NA,20,10,10,50,2,20,NA,50,20,NA,2,20,10,3,NA,1,5,NA,3,1,3,2,"12"
"534","133851","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,95,95,85,NA,1,NA,NA,70,NA,NA,NA,50,20,NA,NA,NA,80,NA,85,75,NA,75,25,20,50,1,60,NA,60,75,NA,2,0,40,2,NA,2,NA,5,2,1,3,2,"12"
"535","133851","020","0","0","010",5,5,1,15,0,1,80,1,1,95,90,80,NA,1,NA,NA,NA,NA,NA,NA,80,20,NA,NA,NA,60,NA,90,20,NA,10,5,10,80,NA,50,NA,90,50,1,2,10,10,1,NA,1,5,NA,3,1,4,2,"12"
"536","135161","010","0","0","020",5,1,1,15,0,1,30,1,30,100,20,0,NA,1,NA,NA,50,NA,NA,NA,20,0,NA,NA,NA,50,2,70,70,NA,20,20,0,90,NA,NA,NA,100,80,NA,2,80,20,3,NA,1,5,NA,3,1,4,2,"12"
"537","135161","020","0","0","010",1,5,5,14,0,1,NA,NA,NA,100,100,100,NA,1,0,50,NA,NA,NA,NA,80,0,NA,NA,NA,50,2,40,10,NA,0,NA,50,70,NA,0,NA,50,70,NA,2,30,0,3,NA,1,5,NA,3,1,4,2,"12"
"538","135435","010","0","0","020",1,1,1,14,0,1,20,1,10,80,0,NA,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,80,NA,80,10,NA,0,NA,0,50,2,20,NA,50,20,NA,2,20,20,2,NA,3,NA,NA,3,1,3,2,"12"
"539","135435","020","0","0","010",5,5,5,13,0,1,NA,NA,NA,100,10,10,NA,1,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,50,2,10,75,NA,50,10,10,50,2,50,NA,50,50,2,1,NA,NA,2,NA,1,1,NA,1,1,3,2,"12"
"540","135571","010","0","0","020",1,5,1,17,0,1,10,2,10,25,10,0,NA,1,0,0,NA,NA,NA,NA,10,10,NA,NA,NA,10,NA,10,25,NA,10,0,20,50,2,50,NA,50,25,NA,2,25,25,3,NA,3,NA,NA,2,1,1,2,"12"
"541","135571","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,10,0,NA,NA,1,0,20,NA,40,NA,20,0,NA,NA,20,NA,5,NA,NA,50,NA,30,20,NA,80,NA,NA,100,80,30,NA,2,20,10,3,4,3,NA,NA,2,1,3,2,"12"
"542","135641","010","1","1",NA,1,1,1,13,0,1,NA,NA,NA,5,0,NA,NA,1,NA,NA,50,NA,NA,NA,50,0,65,NA,NA,50,2,50,5,NA,0,NA,50,65,NA,50,NA,75,20,NA,2,0,70,3,NA,1,1,NA,1,1,4,2,"12"
"543","135641","011","5","2",NA,1,1,1,14,0,1,20,2,10,50,0,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,10,NA,0,NA,10,60,NA,20,NA,50,60,NA,2,15,20,3,NA,1,1,NA,1,1,4,2,"12"
"544","137183","010","0","0","020",1,5,5,14,0,1,NA,NA,NA,100,90,80,NA,1,NA,NA,10,NA,NA,NA,10,5,NA,NA,NA,80,NA,90,20,NA,10,3,1,20,NA,NA,20,20,20,NA,2,5,10,3,NA,NA,NA,NA,3,1,3,2,"12"
"545","137183","020","0","0","010",5,1,1,17,0,1,20,1,10,100,90,50,NA,1,1,0,NA,NA,NA,NA,80,50,NA,NA,NA,70,NA,75,50,NA,20,5,5,40,NA,50,NA,80,50,1,2,10,10,3,NA,NA,NA,NA,3,1,3,2,"12"
"546","137429","020","1","1","021",1,1,1,12,0,1,20,2,0,30,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,10,NA,0,NA,NA,40,NA,NA,NA,45,50,1,2,10,5,3,3,1,1,NA,1,1,3,2,"12"
"547","137429","021","1","1","020",5,5,5,15,0,1,NA,NA,NA,50,60,0,NA,1,0,60,NA,NA,NA,0,15,NA,NA,100,NA,100,NA,NA,2,NA,2,21,NA,45,NA,0,NA,65,20,NA,2,20,30,2,3,1,1,NA,3,1,3,2,"12"
"548","137429","010","2","2",NA,1,1,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"549","137882","010","0","0","020",5,5,5,13,0,1,NA,NA,NA,100,100,100,NA,1,NA,NA,40,NA,NA,NA,40,0,NA,NA,NA,100,NA,80,0,0,NA,NA,0,100,NA,70,NA,100,60,NA,2,20,20,2,NA,2,NA,1,3,1,2,2,"12"
"550","137882","020","0","0","010",1,1,1,14,0,1,0,1,0,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,90,NA,NA,0,0,NA,NA,NA,50,1,80,NA,80,30,NA,2,10,30,1,3,2,NA,1,3,1,2,2,"12"
"551","138256","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,5,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,85,100,NA,100,0,0,100,NA,100,NA,100,0,NA,2,NA,50,1,NA,2,NA,1,2,1,3,2,"12"
"552","138539","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,100,100,40,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,50,1,50,80,NA,70,20,50,50,2,40,NA,50,50,2,1,NA,NA,2,NA,3,NA,NA,2,1,1,2,"12"
"553","138539","020","0","0","010",1,5,1,16,0,1,70,1,0,100,100,70,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,50,80,NA,30,10,30,70,NA,20,NA,70,70,NA,2,0,0,2,NA,3,NA,NA,3,1,1,2,"12"
"554","139782","010","0","0","020",1,5,1,17,0,1,80,2,50,99,50,0,NA,1,0,100,NA,NA,NA,NA,90,50,NA,NA,NA,95,NA,85,20,NA,10,5,2,90,NA,NA,50,80,10,NA,2,1,80,1,NA,1,5,NA,3,1,4,2,"12"
"555","139782","020","0","0","010",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"556","140506","010","0","0",NA,1,1,1,17,0,1,20,1,20,90,10,0,NA,1,20,10,NA,NA,NA,1,10,1,NA,60,NA,20,NA,NA,40,NA,20,15,NA,35,NA,20,NA,60,10,NA,2,10,10,2,2,1,1,NA,3,1,3,2,"12"
"557","141058","010","0","0","011",5,1,1,15,0,1,10,2,10,100,100,90,NA,1,NA,NA,NA,NA,NA,NA,70,0,NA,NA,NA,50,2,50,50,NA,50,50,20,50,2,50,NA,50,60,NA,2,60,10,2,NA,2,NA,1,3,1,4,2,"12"
"558","141058","011","0","0","010",1,5,5,14,0,1,NA,NA,NA,60,50,10,NA,1,NA,NA,10,NA,NA,10,10,10,NA,80,NA,50,NA,NA,90,NA,90,90,NA,75,NA,50,NA,60,50,1,2,40,10,2,2,3,NA,NA,3,1,4,2,"12"
"559","141665","010","0","0","020",5,5,1,17,0,1,90,2,10,90,80,20,NA,1,0,50,NA,NA,NA,75,20,10,NA,50,1,20,NA,NA,90,NA,80,10,NA,90,NA,NA,90,90,60,NA,2,5,0,2,4,1,5,NA,1,1,4,2,"12"
"560","141665","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,100,50,NA,1,NA,NA,10,NA,NA,0,0,NA,NA,50,1,20,NA,NA,20,NA,10,10,NA,75,NA,75,NA,75,25,NA,2,50,25,3,4,3,NA,NA,3,1,4,2,"12"
"561","142813","010","1","1",NA,1,1,1,13,0,1,NA,NA,NA,90,0,NA,NA,1,10,40,NA,NA,NA,NA,80,0,NA,NA,NA,70,NA,75,30,NA,0,NA,0,70,NA,60,NA,50,70,NA,2,70,60,3,NA,1,1,NA,1,1,3,2,"12"
"562","142813","020","2","2",NA,1,1,1,16,0,1,0,1,0,100,100,100,NA,1,0,100,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,100,0,0,NA,NA,0,100,NA,100,NA,100,100,NA,2,100,NA,1,NA,1,1,NA,1,1,3,2,"12"
"563","143320","010","0","0","020",1,5,1,14,0,1,0,1,80,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,50,NA,0,NA,50,90,NA,90,NA,90,10,NA,2,10,80,2,NA,2,NA,1,1,2,3,2,"12"
"564","143320","020","0","0","010",5,1,5,11,0,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,30,NA,50,NA,NA,60,NA,0,NA,NA,99,NA,100,NA,100,40,NA,2,50,80,3,2,2,NA,1,2,1,3,2,"12"
"565","144378","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,90,90,90,NA,1,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,75,NA,75,80,NA,60,20,20,50,1,10,NA,10,40,NA,2,30,60,3,NA,1,1,NA,1,1,4,2,"12"
"566","144378","020","0","0","010",1,5,1,16,0,1,0,1,55,100,100,25,NA,1,NA,NA,NA,52,NA,50,75,0,NA,50,1,25,NA,NA,40,NA,100,50,NA,50,1,NA,0,50,50,1,2,50,1,2,4,1,1,NA,2,1,3,2,"12"
"567","145073","010","0","0","020",5,5,1,16,0,1,80,1,40,90,90,10,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,70,NA,50,90,NA,80,10,30,95,NA,20,NA,90,90,NA,2,50,20,2,NA,2,NA,5,3,1,2,2,"12"
"568","145073","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,90,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,75,70,NA,50,20,0,95,NA,90,NA,95,50,1,2,40,50,3,NA,2,NA,5,3,1,2,2,"12"
"569","145991","010","0","0","020",5,5,1,16,0,1,20,1,10,100,100,60,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,70,95,NA,25,10,10,90,NA,10,NA,95,60,NA,2,25,25,1,NA,2,NA,5,3,1,4,2,"12"
"570","145991","020","0","0","010",1,1,5,11,0,1,NA,NA,NA,80,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,1,10,NA,NA,90,NA,90,90,NA,75,NA,NA,NA,75,0,NA,2,NA,998,3,4,2,NA,5,2,1,3,2,"12"
"571","146831","010","0","0","020",5,1,1,16,0,1,10,1,50,10,1,0,NA,1,NA,NA,5,NA,NA,NA,5,5,NA,NA,NA,50,2,40,50,NA,10,0,5,60,NA,40,NA,60,20,NA,2,20,20,3,NA,2,NA,1,3,1,1,2,"12"
"572","146831","020","0","0","010",1,5,5,11,0,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,5,0,NA,NA,0,NA,NA,10,NA,5,NA,NA,0,50,NA,NA,NA,80,NA,NA,80,80,50,2,1,NA,NA,3,2,1,1,NA,2,1,1,2,"12"
"573","146869","010","0","0","020",1,1,1,13,0,1,80,1,100,0,NA,NA,80,1,NA,NA,80,NA,NA,NA,15,0,NA,NA,NA,80,NA,80,100,NA,0,NA,0,90,NA,50,NA,80,50,2,1,NA,NA,3,NA,1,1,NA,1,1,1,2,"12"
"574","146869","020","0","0","010",5,5,5,3,3,1,NA,NA,NA,998,NA,NA,NA,0,NA,NA,998,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,"12"
"575","148714","010","0","0","020",5,5,5,13,0,1,NA,NA,NA,90,90,5,NA,1,NA,NA,20,NA,NA,NA,10,5,NA,NA,NA,60,NA,40,0,20,NA,NA,5,90,NA,50,NA,90,30,NA,2,30,10,2,NA,2,NA,1,2,1,4,2,"12"
"576","148714","020","0","0","010",1,1,1,14,0,1,20,2,0,100,100,0,NA,1,NA,NA,10,NA,NA,0,10,NA,NA,50,1,30,NA,NA,0,50,NA,NA,NA,50,2,50,NA,50,50,2,1,NA,NA,2,3,1,5,NA,1,1,4,2,"12"
"577","149525","010","0","0","020",1,5,1,17,0,1,80,1,10,100,80,0,NA,1,25,50,NA,NA,NA,NA,50,25,NA,NA,NA,20,NA,10,40,NA,30,25,50,50,1,60,NA,30,25,NA,2,20,20,3,NA,1,5,NA,1,1,3,2,"12"
"578","149525","020","0","0","010",5,1,5,10,2,1,NA,NA,NA,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,100,NA,0,NA,50,80,NA,80,NA,80,998,NA,1,NA,NA,3,NA,2,NA,1,2,1,4,2,"12"
"579","150188","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,20,0,NA,NA,1,NA,NA,70,NA,NA,NA,20,0,50,NA,NA,80,NA,40,30,NA,10,10,0,70,NA,100,NA,100,20,NA,2,80,10,2,NA,2,NA,5,2,1,3,2,"12"
"580","150188","020","0","0","010",5,5,1,16,0,1,50,2,10,80,70,10,NA,1,NA,NA,40,NA,NA,NA,25,10,NA,NA,NA,60,NA,30,70,NA,40,10,25,80,NA,60,NA,80,10,NA,2,20,60,1,NA,1,5,NA,3,1,3,2,"12"
"581","150297","010","0","0",NA,1,1,1,14,1,1,NA,NA,NA,95,98,40,NA,1,25,30,NA,NA,NA,99,50,50,NA,75,NA,70,NA,NA,40,NA,20,5,NA,60,NA,NA,60,75,998,NA,1,NA,NA,3,3,1,1,NA,1,1,3,2,"12"
"582","150393","010","0","0","020",1,5,5,13,0,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,10,NA,NA,0,0,NA,NA,10,NA,0,NA,NA,100,NA,50,10,NA,100,NA,80,NA,100,75,NA,2,20,15,3,3,1,5,NA,2,1,2,2,"12"
"583","150393","020","0","0","010",5,1,1,15,0,1,10,1,50,0,NA,NA,20,1,0,100,NA,NA,NA,NA,50,20,NA,NA,NA,50,2,50,80,NA,40,10,10,100,NA,100,NA,100,0,NA,2,NA,80,3,NA,2,NA,1,2,1,2,2,"12"
"584","151243","010","0","0","020",5,1,5,14,0,1,NA,NA,NA,100,100,10,NA,1,20,80,NA,NA,NA,NA,10,10,NA,NA,NA,25,NA,40,65,NA,40,20,10,70,NA,50,NA,5,50,2,1,NA,NA,3,NA,1,1,NA,1,1,1,2,"12"
"585","151243","020","0","0","010",1,5,1,17,0,1,20,2,40,90,90,10,NA,1,10,50,NA,NA,NA,NA,50,0,NA,NA,NA,40,NA,20,70,NA,10,10,10,70,NA,70,NA,70,60,NA,2,50,20,2,NA,3,NA,NA,3,1,1,2,"12"
"586","151350","020","0","0","021",1,1,5,15,0,1,NA,NA,NA,100,100,50,NA,1,10,30,NA,0,NA,NA,0,NA,NA,100,NA,75,NA,NA,75,NA,60,50,NA,80,NA,NA,75,75,30,NA,2,30,30,3,5,3,NA,NA,3,1,3,2,"12"
"587","151350","021","0","0","020",5,5,1,16,0,1,80,1,20,90,80,60,NA,1,NA,NA,20,NA,NA,NA,20,0,NA,NA,NA,80,NA,70,70,NA,40,20,20,60,NA,60,NA,60,40,NA,2,30,30,2,NA,2,NA,5,2,1,3,2,"12"
"588","151505","010","0","0","020",1,5,1,16,0,1,30,2,0,90,75,20,NA,1,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,70,NA,50,50,NA,20,0,20,60,NA,60,NA,50,20,NA,2,0,5,2,NA,2,NA,1,2,1,3,2,"12"
"589","151505","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,75,75,25,NA,1,NA,NA,30,NA,NA,50,10,10,NA,50,1,15,NA,NA,10,NA,10,10,NA,100,NA,NA,75,75,25,NA,2,25,50,2,3,1,1,NA,3,1,3,2,"12"
"590","151582","010","0","0","020",1,1,5,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,25,NA,NA,NA,0,NA,NA,NA,NA,15,NA,10,95,NA,95,100,5,100,NA,100,NA,100,0,NA,2,NA,8,2,NA,1,1,NA,1,1,4,2,"12"
"591","151582","020","0","0","010",5,5,1,17,0,1,20,1,0,100,20,0,NA,1,10,20,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,50,100,NA,50,0,5,40,NA,40,NA,60,30,NA,2,5,25,2,NA,2,NA,5,3,1,4,2,"12"
"592","152563","010","0","0","020",1,5,1,16,0,1,80,1,25,95,90,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,40,25,NA,25,25,50,50,2,25,NA,25,25,NA,2,25,50,3,NA,2,NA,1,3,1,3,2,"12"
"593","152563","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,50,10,0,NA,1,10,95,NA,NA,NA,NA,10,0,NA,NA,NA,80,NA,10,25,NA,10,10,25,70,NA,70,NA,75,0,NA,2,NA,50,3,NA,2,NA,5,2,1,4,2,"12"
"594","155173","010","0","0","020",5,5,1,16,0,1,60,1,10,100,80,5,NA,1,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,80,NA,80,30,NA,5,0,10,30,NA,10,NA,25,60,NA,2,50,10,2,NA,3,NA,NA,3,1,4,2,"12"
"595","155173","020","0","0","010",1,1,5,12,0,1,NA,NA,NA,100,100,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,80,100,NA,0,NA,0,70,NA,10,NA,50,50,2,1,NA,NA,3,NA,3,NA,NA,3,1,4,2,"12"
"596","156002","010","0","0",NA,1,1,1,15,0,1,0,1,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,0,NA,20,NA,NA,80,NA,0,0,0,NA,NA,0,50,2,50,NA,50,0,NA,2,NA,0,3,NA,1,1,NA,3,1,3,2,"12"
"597","156315","010","0","0","020",5,5,5,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,0,0,NA,NA,50,100,NA,100,NA,100,30,NA,2,30,20,3,NA,1,1,NA,1,1,4,2,"12"
"598","156315","020","0","0","010",1,1,1,13,1,1,10,2,0,80,0,NA,NA,1,NA,NA,10,0,NA,NA,0,NA,NA,10,NA,10,NA,NA,80,NA,0,NA,NA,50,2,50,NA,50,998,NA,1,NA,NA,3,1,2,NA,5,2,1,3,2,"12"
"599","156710","010","0","0",NA,1,1,1,11,4,1,NA,NA,NA,5,0,NA,NA,1,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,998,NA,998,0,0,NA,NA,998,8,NA,5,NA,60,998,NA,1,NA,NA,2,NA,1,1,NA,1,1,1,2,"12"
"600","157738","010","0","0","020",5,5,1,16,0,1,10,1,0,80,90,0,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,90,NA,50,60,NA,20,10,0,99,NA,90,NA,99,50,2,1,NA,NA,3,NA,2,NA,1,3,1,4,2,"12"
"601","157738","020","0","0","010",1,1,5,15,0,1,NA,NA,NA,100,100,90,NA,1,0,60,NA,NA,NA,0,0,NA,NA,100,NA,70,NA,NA,10,NA,10,5,NA,50,1,NA,50,50,95,NA,2,60,10,2,5,3,NA,NA,3,1,4,2,"12"
"602","158546","010","0","0",NA,1,1,1,11,1,1,NA,NA,NA,90,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,50,NA,0,NA,0,50,2,50,NA,50,998,NA,1,NA,NA,3,NA,1,1,NA,1,1,1,2,"12"
"603","158937","010","0","0","011",5,1,1,13,0,1,10,1,10,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,0,10,NA,NA,10,10,NA,0,NA,50,50,2,1,NA,NA,3,NA,1,1,NA,1,1,3,2,"12"
"604","158937","011","0","0","010",1,5,5,12,0,1,NA,NA,NA,100,0,NA,NA,1,100,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,100,NA,NA,NA,100,NA,0,NA,100,0,NA,2,NA,100,2,2,1,1,NA,1,1,3,2,"12"
"605","160654","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,95,95,40,NA,1,10,20,NA,NA,NA,NA,20,10,NA,NA,NA,75,NA,25,80,NA,40,25,0,65,NA,NA,NA,90,40,NA,2,30,50,2,NA,2,NA,5,2,1,4,2,"12"
"606","160654","020","0","0","010",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
